fid,id,Trial,Row,Column,Combocode,MasonPlot#,Block,Entry,DAS,PLT COUNT,Yield,PeakStand,HACorrectedYield
651,151,2506,13,3,25061303,1303,2,30,13,67,3759.274246,0.902788018,3876.351916
652,152,2506,13,4,25061304,1304,2,7,13,45,2509.003553,0.72181704,2997.070218
653,153,2506,14,1,25061401,1401,2,13,13,72,3421.552814,0.92174103,3562.107656
654,154,2506,14,2,25061402,1402,2,24,13,81,3221.344224,0.940297692,3297.00693
655,155,2506,14,3,25061403,1403,2,17,13,64,2810.862901,0.865216086,2954.874385
656,156,2506,14,4,25061404,1404,2,23,13,71,3264.386643,0.91486457,3341.058896
657,157,2506,15,1,25061501,1501,2,15,13,68,1751.229019,0.744505419,1827.6779
658,158,2506,15,2,25061502,1502,2,3,13,63,2582.5314,0.730504587,2810.563046
659,159,2506,15,3,25061503,1503,2,16,13,65,1831.47004,0.567810012,1958.68075
660,160,2506,15,4,25061504,1504,2,5,13,69,1557.752737,0.587637018,1600.906934
661,161,2506,16,1,25061601,1601,2,8,13,56,2323.216343,0.740451555,2449.525661
662,162,2506,16,2,25061602,1602,2,21,13,60,3372.058887,0.803358229,3497.842491
663,163,2506,16,3,25061603,1603,2,27,13,69,2674.32754,0.575724469,2850.008361
664,164,2506,16,4,25061604,1604,2,1,13,60,1937.622047,0.560238829,2022.788196
665,165,2506,17,1,25061701,1701,3,26,13,68,3115.357788,0.566897567,3274.847298
666,166,2506,17,2,25061702,1702,3,15,13,67,2098.135659,0.686523544,2158.125101
667,167,2506,17,3,25061703,1703,3,31,13,70,2744.184175,0.757878953,2802.516733
668,168,2506,17,4,25061704,1704,3,12,13,66,2369.761955,0.70659107,2430.864788
669,169,2506,18,1,25061801,1801,3,13,13,63,3213.617054,0.725750956,3315.872626
670,170,2506,18,2,25061802,1802,3,18,13,60,2718.812908,0.684283841,2886.272591
671,171,2506,18,3,25061803,1803,3,21,13,59,3409.280656,0.869483286,3582.042963
672,172,2506,18,4,25061804,1804,3,6,13,65,1732.469752,0.627525287,1800.437413
673,173,2506,19,1,25061901,1901,3,4,13,73,2588.577684,0.670011726,2652.446028
674,174,2506,19,2,25061902,1902,3,27,13,52,2444.191233,0.601272737,2793.914343
675,175,2506,19,3,25061903,1903,3,10,13,70,2022.518341,0.68251584,2072.032291
676,176,2506,19,4,25061904,1904,3,30,13,59,2422.879393,0.689254123,2534.963322
677,177,2506,20,1,25062001,2001,3,1,13,71,1781.039706,0.733497201,1826.003354
678,178,2506,20,2,25062002,2002,3,32,13,58,1674.728659,0.687315715,1736.740405
679,179,2506,20,3,25062003,2003,3,17,13,64,2666.653548,0.794205985,2813.852126
680,180,2506,20,4,25062004,2004,3,11,13,68,2280.140786,0.657510308,2342.386991
681,181,2506,21,1,25062101,2101,3,22,13,69,2807.184847,0.816743932,2884.094741
682,182,2506,21,2,25062102,2102,3,5,13,78,2314.348497,0.755534955,2357.929491
683,183,2506,21,3,25062103,2103,3,7,13,41,2334.149126,0.658814548,2787.84914
684,184,2506,21,4,25062104,2104,3,25,13,71,3424.735935,0.78202327,3554.632563
685,185,2506,22,1,25062201,2201,3,9,13,80,3260.967496,0.85195401,3344.611748
686,186,2506,22,2,25062202,2202,3,2,13,76,2230.636643,0.715795222,2285.411202
687,187,2506,22,3,25062203,2203,3,16,13,63,2051.004417,0.719960685,2204.286331
688,188,2506,22,4,25062204,2204,3,28,13,68,2832.596025,0.81378143,2916.703589
689,189,2506,23,1,25062301,2301,3,3,13,66,2634.826772,0.786902259,2714.640019
690,190,2506,23,2,25062302,2302,3,20,13,70,3296.814625,0.930681446,3446.569899
691,191,2506,23,3,25062303,2303,3,14,13,58,2844.006952,0.733373392,3119.299457
692,192,2506,23,4,25062304,2304,3,23,13,62,3290.930286,0.915711009,3420.153829
693,193,2506,24,1,25062401,2401,3,19,13,57,2638.833244,0.754573753,2937.652932
694,194,2506,24,2,25062402,2402,3,29,13,67,2781.860764,0.889796253,2873.199818
695,195,2506,24,3,25062403,2403,3,24,13,76,3153.260851,0.822957623,3269.774581
696,196,2506,24,4,25062404,2404,3,8,13,56,1773.086422,0.878894431,1922.952355
697,101,2507,1,1,25070101,101,1,7,13,71,2344.406616,0.735012154,2401.981313
698,102,2507,1,2,25070102,102,1,4,13,63,2077.180766,0.599569224,2217.677747
699,103,2507,1,3,25070103,103,1,2,13,70,2361.947859,0.759859078,2415.171256
700,104,2507,2,1,25070201,201,1,13,13,79,2452.415306,0.611323225,2511.605066
701,105,2507,2,2,25070202,202,1,10,13,77,2153.540906,0.560293356,2261.143771
702,106,2507,2,3,25070203,203,1,14,13,77,2125.523094,0.504799564,2163.739442
703,107,2507,3,1,25070301,301,1,15,13,71,3206.754033,0.718674057,3283.046907
704,108,2507,3,2,25070302,302,1,5,13,73,3179.34192,0.640601956,3343.138203
705,109,2507,3,3,25070303,303,1,17,13,81,1864.803342,0.58489589,1894.884157
706,110,2507,4,1,25070401,401,1,16,13,47,2427.870967,0.634787121,2883.612511
707,111,2507,4,2,25070402,402,1,1,13,71,3637.659809,0.850740154,3772.851476
708,112,2507,4,3,25070403,403,1,9,13,69,3237.330949,0.740176402,3334.822244
709,113,2507,5,1,25070501,501,1,3,13,75,3027.637795,0.73215212,3101.991504
710,114,2507,5,2,25070502,502,1,11,13,72,2706.928246,0.651570509,2787.358214
711,115,2507,5,3,25070503,503,1,8,13,73,3058.463847,0.69620426,3129.474187
712,116,2507,6,1,25070601,601,1,18,13,66,2389.523334,0.779565194,2498.398825
713,117,2507,6,2,25070602,602,1,12,13,68,2542.741046,0.619561662,2668.159011
714,118,2507,6,3,25070603,603,1,6,13,68,2946.654936,0.64611099,3086.216452
715,119,2507,7,1,25070701,701,2,10,13,70,2261.974241,0.624458078,2315.36151
716,120,2507,7,2,25070702,702,2,4,13,69,2422.754129,0.616068264,2531.371327
717,121,2507,7,3,25070703,703,2,15,13,75,2594.780464,0.622214333,2641.433937
718,122,2507,8,1,25070801,801,2,17,13,76,2261.974241,0.62985417,2311.39489
719,123,2507,8,2,25070802,802,2,2,13,64,3227.376944,0.848683492,3403.030008
720,124,2507,8,3,25070803,803,2,3,13,70,3176.49856,0.697499181,3247.957048
721,125,2507,9,1,25070901,901,2,16,13,50,3230.269349,0.739751468,3437.875362
722,126,2507,9,2,25070902,902,2,8,13,69,3900.090311,0.823009091,4124.898879
723,127,2507,9,3,25070903,903,2,12,13,78,2792.300653,0.697020184,2840.66249
724,128,2507,10,1,25071001,1001,2,14,13,77,3413.760323,0.607499318,3505.386884
725,129,2507,10,2,25071002,1002,2,7,13,65,3351.095929,0.825532496,3670.318002
726,130,2507,10,3,25071003,1003,2,9,13,71,3667.922028,0.842073637,3781.803534
727,131,2507,11,1,25071101,1101,2,18,13,70,2981.609324,0.812378846,3075.390719
728,132,2507,11,2,25071102,1102,2,13,13,64,3239.515532,0.711594124,3387.448201
729,133,2507,11,3,25071103,1103,2,1,13,68,3814.185616,0.88166521,3916.696762
730,134,2507,12,1,25071201,1201,2,11,13,72,3120.793595,0.667540769,3183.398617
731,135,2507,12,2,25071202,1202,2,6,13,69,3809.356395,0.758738394,4003.143995
732,136,2507,12,3,25071203,1203,2,5,13,72,3959.961974,0.766548334,4089.893335
733,137,2507,13,1,25071301,1301,3,8,13,88,3535.638972,0.75916116,3594.403599
734,138,2507,13,2,25071302,1302,3,16,13,65,2984.761763,0.64278107,3106.20862
735,139,2507,13,3,25071303,1303,3,12,13,79,3144.866766,0.685677624,3206.344046
736,140,2507,14,1,25071401,1401,3,13,13,59,3230.458637,0.711160873,3318.70667
737,141,2507,14,2,25071402,1402,3,18,13,62,2768.22064,0.796477548,2913.019384
738,142,2507,14,3,25071403,1403,3,1,13,68,3512.408297,0.791352562,3609.646243
739,143,2507,15,1,25071501,1501,3,14,13,77,2176.966391,0.505297941,2206.770218
740,144,2507,15,2,25071502,1502,3,9,13,75,3106.249664,0.654717702,3221.08937
741,145,2507,15,3,25071503,1503,3,7,13,73,2167.438352,0.553223388,2215.365873
742,146,2507,16,1,25071601,1601,3,17,13,76,2006.143629,0.527468033,2066.833118
743,147,2507,16,2,25071602,1602,3,2,13,70,2634.010227,0.632250137,2713.690829
744,148,2507,16,3,25071603,1603,3,3,13,66,2646.860668,0.57455973,2725.093737
745,149,2507,17,1,25071701,1701,3,15,13,68,2430.593336,0.448276802,2513.567974
746,150,2507,17,2,25071702,1702,3,4,13,59,2172.923564,0.495555919,2280.929523
747,151,2507,17,3,25071703,1703,3,10,13,64,1858.67138,0.455365907,1907.1639
748,152,2507,18,1,25071801,1801,3,6,13,66,2769.882658,0.514624506,2829.031382
749,153,2507,18,2,25071802,1802,3,5,13,73,2713.396413,0.534849476,2775.463441
750,154,2507,18,3,25071803,1803,3,11,13,61,2704.765316,0.544968785,2799.738302
751,155,2507,19,1,25071901,1901,4,6,13,73,2689.185712,0.513700684,2752.701488
752,156,2507,19,2,25071902,1902,4,12,13,87,2783.167467,0.551954424,2813.734817
753,157,2507,19,3,25071903,1903,4,18,13,63,1985.150567,0.529054238,2045.201595
754,158,2507,20,1,25072001,2001,4,5,13,71,2751.199587,0.580200125,2827.524452
755,159,2507,20,2,25072002,2002,4,17,13,71,2334.372383,0.558199112,2395.586076
756,160,2507,20,3,25072003,2003,4,15,13,69,2625.561456,0.576613234,2690.692879
757,161,2507,21,1,25072101,2101,4,4,13,70,2470.45967,0.554547189,2532.638921
758,162,2507,21,2,25072102,2102,4,2,13,65,2933.355147,0.795184012,3061.001481
759,163,2507,21,3,25072103,2103,4,7,13,66,2990.443153,0.746361973,3063.650462
760,164,2507,22,1,25072201,2201,4,11,13,76,2701.607452,0.637627812,2757.598795
761,165,2507,22,2,25072202,2202,4,8,13,71,3288.712886,0.741208911,3369.350807
762,166,2507,22,3,25072203,2203,4,3,13,69,3071.310327,0.657551834,3135.547182
763,167,2507,23,1,25072301,2301,4,10,13,69,2634.316305,0.599492164,2721.417539
764,168,2507,23,2,25072302,2302,4,13,13,65,3058.737277,0.674566553,3166.786418
765,169,2507,23,3,25072303,2303,4,14,13,80,2689.185712,0.556176559,2732.515493
766,170,2507,24,1,25072401,2401,4,1,13,64,3436.068249,0.839715925,3627.328215
767,171,2507,24,2,25072402,2402,4,9,13,75,3100.540858,0.769581479,3217.904274
768,172,2507,24,3,25072403,2403,4,16,13,65,2846.577972,0.741390141,2974.871084
769,101,2508,1,1,25080101,101,1,13,13,52,1289.881122,0.564685029,1420.967233
770,102,2508,1,2,25080102,102,1,32,13,85,600.1859756,0.656203125,612.2028613
771,103,2508,1,3,25080103,103,1,2,13,70,1978.094344,0.609316652,2064.055919
772,104,2508,1,4,25080104,104,1,10,13,63,1318.981563,0.573881756,1386.215438
773,105,2508,2,1,25080201,201,1,4,13,73,2621.376632,0.59712034,2698.140391
774,106,2508,2,2,25080202,202,1,19,13,45,2020.144397,0.546745304,2418.346149
775,107,2508,2,3,25080203,203,1,18,13,76,2683.942433,0.655504875,2757.477168
776,108,2508,2,4,25080204,204,1,14,13,61,2274.863021,0.690027028,2377.300755
777,109,2508,3,1,25080301,301,1,21,13,59,2707.977626,0.615338412,2868.149887
778,110,2508,3,2,25080302,302,1,12,13,67,2527.711134,0.608489409,2594.533507
779,111,2508,3,3,25080303,303,1,5,13,68,2436.786417,0.660761977,2577.233849
780,112,2508,3,4,25080304,304,1,17,13,71,2588.438976,0.595960422,2674.686147
781,113,2508,4,1,25080401,401,1,15,13,67,2594.745007,0.60652921,2790.135342
782,114,2508,4,2,25080402,402,1,29,13,67,768.4490157,0.606439828,803.846019
783,115,2508,4,3,25080403,403,1,25,13,64,3773.012363,0.871102495,3926.151224
784,116,2508,4,4,25080404,404,1,27,13,61,1865.369791,0.696282964,2002.657094
785,117,2508,5,1,25080501,501,1,31,13,70,,0.670835267,
786,118,2508,5,2,25080502,502,1,20,13,60,2710.101018,0.797749741,2907.214688
787,119,2508,5,3,25080503,503,1,30,13,67,1461.762195,0.60126496,1607.370046
788,120,2508,5,4,25080504,504,1,9,13,71,3084.158249,0.731873174,3221.984929
789,121,2508,6,1,25080601,601,1,8,13,68,1598.804974,0.56995666,1700.328207
790,122,2508,6,2,25080602,602,1,3,13,67,1855.088943,0.595839241,1934.821974
791,123,2508,6,3,25080603,603,1,11,13,69,1670.020261,0.636787311,1788.524998
792,124,2508,6,4,25080604,604,1,26,13,73,2690.27996,0.657710791,2824.55198
793,125,2508,7,1,25080701,701,1,24,13,63,1619.976234,0.532171874,1744.010283
794,126,2508,7,2,25080702,702,1,22,13,68,2387.353563,0.680034945,2455.374433
795,127,2508,7,3,25080703,703,1,16,13,58,2783.167467,0.625631641,3106.242506
796,128,2508,7,4,25080704,704,1,1,13,52,2265.819234,0.576994384,2473.663604
797,129,2508,8,1,25080801,801,1,6,13,72,1913.748968,0.488699256,2052.794645
798,130,2508,8,2,25080802,802,1,23,13,73,3045.97801,0.585283276,3119.496324
799,131,2508,8,3,25080803,803,1,28,13,67,1790.669627,0.721624426,1956.372
800,132,2508,8,4,25080804,804,1,7,13,77,2386.692145,0.614700911,2447.31632
801,133,2508,9,1,25080901,901,2,18,13,58,3578.343624,0.693364282,3988.433348
802,134,2508,9,2,25080902,902,2,20,13,52,2509.529215,0.687808874,2734.193255
803,135,2508,9,3,25080903,903,2,25,13,63,4773.547628,0.826774449,5051.912491
804,136,2508,9,4,25080904,904,2,26,13,71,3534.769157,0.642656254,3731.111217
805,137,2508,10,1,25081001,1001,2,22,13,64,2971.123007,0.769926003,3083.710684
806,138,2508,10,2,25081002,1002,2,10,13,60,2238.476234,0.805854404,2381.772399
807,139,2508,10,3,25081003,1003,2,28,13,71,1579.027463,0.674206912,1727.878219
808,140,2508,10,4,25081004,1004,2,12,13,74,3369.27511,0.75576062,3484.946653
809,141,2508,11,1,25081101,1101,2,9,13,66,2969.752257,0.727317406,3320.153006
810,142,2508,11,2,25081102,1102,2,29,13,70,1275.284905,0.67423726,1333.162939
811,143,2508,11,3,25081103,1103,2,11,13,68,2581.408633,0.686830894,2806.975564
812,144,2508,11,4,25081104,1104,2,4,13,61,3143.051181,0.702687203,3297.523023
813,145,2508,12,1,25081201,1201,2,32,13,67,695.8277319,0.704028404,739.7551608
814,146,2508,12,2,25081202,1202,2,14,13,62,3387.434271,0.765488055,3586.548991
815,147,2508,12,3,25081203,1203,2,31,13,69,,0.789062713,
816,148,2508,12,4,25081204,1204,2,6,13,70,2993.328788,0.726255153,3148.688498
817,149,2508,13,1,25081301,1301,2,19,13,44,2255.368542,0.595407759,2605.007167
818,150,2508,13,2,25081302,1302,2,2,13,68,2784.909737,0.653869259,2872.885675
819,151,2508,13,3,25081303,1303,2,30,13,67,1309.150182,0.597475188,1379.976236
820,152,2508,13,4,25081304,1304,2,7,13,67,2816.462622,0.642496245,2902.969167
821,153,2508,14,1,25081401,1401,2,13,13,62,2030.880978,0.694670453,2155.586263
822,154,2508,14,2,25081402,1402,2,24,13,67,3419.403639,0.683730581,3562.119573
823,155,2508,14,3,25081403,1403,2,17,13,67,4380.581189,0.855750061,4545.187456
824,156,2508,14,4,25081404,1404,2,23,13,73,3441.074419,0.635561505,3515.789839
825,157,2508,15,1,25081501,1501,2,15,13,72,2659.185952,0.658887677,2737.570467
826,158,2508,15,2,25081502,1502,2,3,13,60,2430.949803,0.603593043,2539.35202
827,159,2508,15,3,25081503,1503,2,16,13,57,2690.090671,0.575777396,2908.107281
828,160,2508,15,4,25081504,1504,2,5,13,72,2603.989941,0.647110213,2705.165549
829,161,2508,16,1,25081601,1601,2,8,13,68,1912.609708,0.666139715,1981.409918
830,162,2508,16,2,25081602,1602,2,21,13,56,2998.788242,0.53173153,3185.570208
831,163,2508,16,3,25081603,1603,2,27,13,72,2361.481083,0.535254662,2597.240992
832,164,2508,16,4,25081604,1604,2,1,13,56,2883.439168,0.600796118,3021.91299
833,165,2508,17,1,25081701,1701,3,26,13,62,2462.574827,0.529187229,2546.449233
834,166,2508,17,2,25081702,1702,3,15,13,59,2799.471481,0.589763865,2931.456488
835,167,2508,17,3,25081703,1703,3,31,13,66,,0.660523154,
836,168,2508,17,4,25081704,1704,3,12,13,58,3016.169651,0.661504848,3162.712145
837,169,2508,18,1,25081801,1801,3,13,13,71,2269.440225,0.624255668,2350.584998
838,170,2508,18,2,25081802,1802,3,18,13,71,3168.034137,0.603353326,3251.358229
839,171,2508,18,3,25081803,1803,3,21,13,58,2826.654888,0.609616907,2972.956467
840,172,2508,18,4,25081804,1804,3,6,13,69,2513.052333,0.738566553,2576.26019
841,173,2508,19,1,25081901,1901,3,4,13,65,2872.676589,0.715210444,2958.247056
842,174,2508,19,2,25081902,1902,3,27,13,82,1846.161177,0.529233789,1914.090419
843,175,2508,19,3,25081903,1903,3,10,13,58,2343.570962,0.662378455,2495.397064
844,176,2508,19,4,25081904,1904,3,30,13,70,1048.201836,0.442796783,1107.171893
845,177,2508,20,1,25082001,2001,3,1,13,57,2818.666219,0.646509596,2965.350145
846,178,2508,20,2,25082002,2002,3,32,13,82,803.707017,0.612094395,827.149037
847,179,2508,20,3,25082003,2003,3,17,13,63,3466.417947,0.643395608,3597.570137
848,180,2508,20,4,25082004,2004,3,11,13,60,2668.939889,0.735164805,2761.496423
849,181,2508,21,1,25082101,2101,3,22,13,72,2993.147758,0.630692366,3115.167573
850,182,2508,21,2,25082102,2102,3,5,13,64,2557.22489,0.637431843,2665.818639
851,183,2508,21,3,25082103,2103,3,7,13,65,2289.4517,0.567362739,2376.158262
852,184,2508,21,4,25082104,2104,3,25,13,66,2951.346865,0.581347094,3025.51655
853,185,2508,22,1,25082201,2201,3,9,13,61,3095.167323,0.887016605,3208.022929
854,186,2508,22,2,25082202,2202,3,2,13,75,2509.54794,0.68299342,2584.985159
855,187,2508,22,3,25082203,2203,3,16,13,59,3248.797292,0.639076638,3419.511072
856,188,2508,22,4,25082204,2204,3,28,13,71,1519.730411,0.771032114,1558.474262
857,189,2508,23,1,25082301,2301,3,3,13,64,2719.295516,0.606674483,2844.070938
858,190,2508,23,2,25082302,2302,3,20,13,63,2606.091487,0.65144152,2742.501785
859,191,2508,23,3,25082303,2303,3,14,13,69,2929.956405,0.909751236,3069.134508
860,192,2508,23,4,25082304,2304,3,23,13,74,2865.285673,0.543900777,2945.83005
861,193,2508,24,1,25082401,2401,3,19,13,45,2167.412474,0.785224635,2408.006889
862,194,2508,24,2,25082402,2402,3,29,13,64,1236.332293,0.625865736,1295.6326
863,195,2508,24,3,25082403,2403,3,24,13,62,3176.49856,0.732088248,3373.311983
864,196,2508,24,4,25082404,2404,3,8,13,60,1826.545564,0.933393413,1919.132046
865,1001,2509,1,1,25090101,101,1,1,13,93,,0.676697067,
866,1002,2509,1,2,25090102,102,1,2,13,71,,0.67208413,
867,1003,2509,1,3,25090103,103,1,3,13,65,,0.721068006,
868,1004,2509,1,4,25090104,104,1,4,13,79,,0.67222025,
869,1005,2509,1,5,25090105,105,1,5,13,81,,0.618585374,
870,1006,2509,2,1,25090201,201,1,6,13,78,,0.59360768,
871,1007,2509,2,2,25090202,202,1,7,13,85,,0.683179944,
872,1008,2509,2,3,25090203,203,1,8,13,67,,0.549428049,
873,1009,2509,2,4,25090204,204,1,9,13,86,,0.619917148,
874,1010,2509,2,5,25090205,205,1,10,13,76,,0.572388182,
875,1011,2509,3,1,25090301,301,1,11,13,76,,0.636462942,
876,1012,2509,3,2,25090302,302,1,12,13,86,,0.69132228,
877,1013,2509,3,3,25090303,303,1,13,13,84,,0.693895381,
878,1014,2509,3,4,25090304,304,1,14,13,91,,0.605959814,
879,1015,2509,3,5,25090305,305,1,15,13,81,,0.60605233,
880,1016,2509,4,1,25090401,401,1,16,13,80,,0.604482909,
881,1017,2509,4,2,25090402,402,1,17,13,83,,0.667786426,
882,1018,2509,4,3,25090403,403,1,18,13,76,,0.656099825,
883,1019,2509,4,4,25090404,404,1,19,13,70,,0.708675376,
884,1020,2509,4,5,25090405,405,1,20,13,69,,0.742427139,
885,1021,2509,5,1,25090501,501,1,21,13,81,,0.756498471,
886,1022,2509,5,2,25090502,502,1,22,13,78,,0.741897611,
887,1023,2509,5,3,25090503,503,1,23,13,94,,0.666612053,
888,1024,2509,5,4,25090504,504,1,24,13,95,,0.582801853,
889,1025,2509,5,5,25090505,505,1,25,13,86,,0.645031811,
890,1026,2509,6,1,25090601,601,1,26,13,81,,0.646040415,
891,1027,2509,6,2,25090602,602,1,27,13,82,,0.646225256,
892,1028,2509,6,3,25090603,603,1,28,13,83,,0.606514924,
893,1029,2509,6,4,25090604,604,1,29,13,84,,0.644698045,
894,1030,2509,6,5,25090605,605,1,30,13,76,,0.695116622,
895,2001,2509,7,1,25090701,701,1,31,13,76,,0.557236483,
896,2002,2509,7,2,25090702,702,1,32,13,76,,0.542261791,
897,2003,2509,7,3,25090703,703,1,33,13,82,,0.55979165,
898,2004,2509,7,4,25090704,704,1,34,13,90,,0.583321956,
899,2005,2509,7,5,25090705,705,1,35,13,91,,0.565585408,
900,2006,2509,8,1,25090801,801,1,36,13,68,,0.635400453,
901,2007,2509,8,2,25090802,802,1,37,13,66,,0.492436654,
902,2008,2509,8,3,25090803,803,1,38,13,77,,0.631614876,
903,2009,2509,8,4,25090804,804,1,39,13,81,,0.631146422,
904,2010,2509,8,5,25090805,805,1,40,13,76,,0.576145737,
905,2011,2509,9,1,25090901,901,1,41,13,72,,0.666402752,
906,2012,2509,9,2,25090902,902,1,42,13,82,,0.658296527,
907,2013,2509,9,3,25090903,903,1,43,13,67,,0.565098692,
908,2014,2509,9,4,25090904,904,1,44,13,86,,0.710190039,
909,2015,2509,9,5,25090905,905,1,45,13,73,,0.637036228,
910,2016,2509,10,1,25091001,1001,1,46,13,77,,0.695103635,
911,2017,2509,10,2,25091002,1002,1,47,13,84,,0.735359161,
912,2018,2509,10,3,25091003,1003,1,48,13,71,,0.78847204,
913,2019,2509,10,4,25091004,1004,1,49,13,82,,0.756498471,
914,2020,2509,10,5,25091005,1005,1,50,13,67,,0.740044792,
915,2021,2509,11,1,25091101,1101,1,51,13,80,,0.607800295,
916,2022,2509,11,2,25091102,1102,1,52,13,83,,0.717238178,
917,2023,2509,11,3,25091103,1103,1,53,13,61,,0.729216152,
918,2024,2509,11,4,25091104,1104,1,54,13,80,,0.753740716,
919,2025,2509,11,5,25091105,1105,1,55,13,80,,0.667458627,
920,2026,2509,12,1,25091201,1201,1,56,13,77,,0.682838266,
921,2027,2509,12,2,25091202,1202,1,57,13,86,,0.622935154,
922,2028,2509,12,3,25091203,1203,1,58,13,76,,0.61813862,
923,2029,2509,12,4,25091204,1204,1,59,13,83,,0.552823812,
924,2030,2509,12,5,25091205,1205,1,60,13,82,,0.690749235,
925,3001,2509,13,1,25091301,1301,1,61,13,88,,0.706349857,
926,3002,2509,13,2,25091302,1302,1,62,13,77,,0.703618735,
927,3003,2509,13,3,25091303,1303,1,63,13,69,,0.67318512,
928,3004,2509,13,4,25091304,1304,1,64,13,81,,0.711535836,
929,3005,2509,13,5,25091305,1305,1,65,13,68,,0.621774392,
930,3006,2509,14,1,25091401,1401,1,66,13,74,,0.713181893,
931,3007,2509,14,2,25091402,1402,1,67,13,85,,0.674604042,
932,3008,2509,14,3,25091403,1403,1,68,13,76,,0.689867023,
933,3009,2509,14,4,25091404,1404,1,69,13,78,,0.671317025,
934,3010,2509,14,5,25091405,1405,1,70,13,53,,0.582111557,
935,3011,2509,15,1,25091501,1501,1,71,13,44,,0.602446817,
936,3012,2509,15,2,25091502,1502,1,72,13,85,,0.628796155,
937,3013,2509,15,3,25091503,1503,1,73,13,67,,0.570422343,
938,3014,2509,15,4,25091504,1504,1,74,13,85,,0.530929947,
939,3015,2509,15,5,25091505,1505,1,75,13,76,,0.578121161,
940,3016,2509,16,1,25091601,1601,1,76,13,77,,0.66121323,
941,3017,2509,16,2,25091602,1602,1,77,13,70,,0.683886269,
942,3018,2509,16,3,25091603,1603,1,78,13,73,,0.618749829,
943,3019,2509,16,4,25091604,1604,1,79,13,86,,0.599040401,
944,3020,2509,16,5,25091605,1605,1,80,13,71,,0.468502113,
945,3021,2509,17,1,25091701,1701,1,81,13,67,,0.579951941,
946,3022,2509,17,2,25091702,1702,1,82,13,83,,0.596292454,
947,3023,2509,17,3,25091703,1703,1,83,13,79,,0.686778236,
948,3024,2509,17,4,25091704,1704,1,84,13,82,,0.568062041,
949,3025,2509,17,5,25091705,1705,1,85,13,82,,0.474718794,
950,3026,2509,18,1,25091801,1801,1,86,13,81,,0.54875717,
951,3027,2509,18,2,25091802,1802,1,87,13,86,,0.627957165,
952,3028,2509,18,3,25091803,1803,1,88,13,85,,0.595264753,
953,3029,2509,18,4,25091804,1804,1,89,13,73,,0.624890949,
954,3030,2509,18,5,25091805,1805,1,90,13,80,,0.606138387,
955,4001,2509,19,1,25091901,1901,1,91,13,84,,0.589692467,
956,4002,2509,19,2,25091902,1902,1,92,13,80,,0.504915347,
957,4003,2509,19,3,25091903,1903,1,93,13,81,,0.516738572,
958,4004,2509,19,4,25091904,1904,1,94,13,78,,0.636102917,
959,4005,2509,19,5,25091905,1905,1,95,13,76,,0.622825464,
960,4006,2509,20,1,25092001,2001,1,96,13,75,,0.571190561,
961,4007,2509,20,2,25092002,2002,1,97,13,85,,0.505189839,
962,4008,2509,20,3,25092003,2003,1,98,13,86,,0.573932511,
963,4009,2509,20,4,25092004,2004,1,99,13,83,,0.617329801,
964,4010,2509,20,5,25092005,2005,1,100,13,91,,0.669861817,
965,4011,2509,21,1,25092101,2101,1,101,13,81,,0.542477949,
966,4012,2509,21,2,25092102,2102,1,102,13,78,,0.596652651,
967,4013,2509,21,3,25092103,2103,1,103,13,82,,0.621067293,
968,4014,2509,21,4,25092104,2104,1,104,13,80,,0.676477012,
969,4015,2509,21,5,25092105,2105,1,105,13,89,,0.664244543,
970,4016,2509,22,1,25092201,2201,1,106,13,81,,0.650513269,
971,4017,2509,22,2,25092202,2202,1,107,13,89,,0.696689972,
972,4018,2509,22,3,25092203,2203,1,108,13,86,,0.657938567,
973,4019,2509,22,4,25092204,2204,1,109,13,83,,0.657799142,
974,4020,2509,22,5,25092205,2205,1,110,13,88,,0.685410749,
975,4021,2509,23,1,25092301,2301,1,111,13,95,,0.797083242,
976,4022,2509,23,2,25092302,2302,1,112,13,91,,0.761769525,
977,4023,2509,23,3,25092303,2303,1,113,13,84,,0.723257212,
978,4024,2509,23,4,25092304,2304,1,114,13,74,,0.69230139,
979,4025,2509,23,5,25092305,2305,1,115,13,70,,0.646114357,
980,4026,2509,24,1,25092401,2401,1,116,13,74,,0.784085634,
981,4027,2509,24,2,25092402,2402,1,117,13,74,,0.76669489,
982,4028,2509,24,3,25092403,2403,1,118,13,68,,0.769694984,
983,4029,2509,24,4,25092404,2404,1,119,13,73,,0.763160769,
984,4030,2509,24,5,25092405,2405,1,120,13,74,,0.746025676,
985,101,2510,1,1,25100101,101,1,1,13,61,,0.72734471,
986,102,2510,1,2,25100102,102,1,2,13,72,,0.737458696,
987,103,2510,1,3,25100103,103,1,3,13,59,,0.935638022,
988,104,2510,2,1,25100201,201,1,4,13,69,,0.711403533,
989,105,2510,2,2,25100202,202,1,5,13,74,,0.619942197,
990,106,2510,2,3,25100203,203,1,6,13,70,,0.584394687,
991,107,2510,3,1,25100301,301,1,7,13,83,,0.55744588,
992,108,2510,3,2,25100302,302,1,8,13,79,,0.611476798,
993,109,2510,3,3,25100303,303,1,9,13,73,,0.601422615,
994,110,2510,4,1,25100401,401,1,10,13,63,,0.700330357,
995,111,2510,4,2,25100402,402,1,11,13,70,,0.79285012,
996,112,2510,4,3,25100403,403,1,12,13,69,,0.729673631,
997,113,2510,5,1,25100501,501,1,13,13,63,,0.702727794,
