fid,id,Trial,Row,Column,MasonPlot#,layer,path,716ExG_mean,716ExG_variance,716ExR_mean,716ExR_variance,716gNDVI_mean,716gNDVI_variance,716NDVI_mean,716NDVI_variance,716THRESH_mean,716THRESH_variance,716HA_mean,716HA_variance,716PLT_,,,,,717NDRE_mean,717NDRE_variance
769,101,2508,1,1,25080101,101,7/16/2025,47,27.19408236,358.1238537,342.7549547,4812695.082,0.327360262,0.046662951,0.179760592,0.030783424,-0.009644649,0.003250824,0.564685029,0.245815847,0.63821605,34,,,,
770,102,2508,1,2,25080102,102,7/16/2025,47,30.37802384,341.9560153,-141.8123053,5446160.044,0.369163592,0.03994173,0.208600124,0.025033551,0.000651474,0.002590106,0.656203125,0.225600584,0.629502041,38,,,,
771,103,2508,1,3,25080103,103,7/16/2025,47,30.18017281,437.2174083,74.59564427,4906058.977,0.360117347,0.049033917,0.205528992,0.031946091,0.007903791,0.003306822,0.609316652,0.23804987,0.346694373,13,,,,
772,104,2508,1,4,25080104,104,7/16/2025,47,28.18529724,444.0716425,154.9509478,3970547.357,0.352811428,0.048643837,0.202006331,0.03245232,0.008886696,0.002980191,0.573881756,0.244541486,0.446370314,17,,,,
773,105,2508,2,1,25080201,201,7/16/2025,47,30.82648414,507.5029565,106.073949,9940708.871,0.322583827,0.057002043,0.161577393,0.031936087,-0.037004781,0.003203878,0.59712034,0.240567639,0.745657365,35,,,,
774,106,2508,2,2,25080202,202,7/16/2025,47,21.6063383,348.2424013,807.0760541,8964311.041,0.279646663,0.064028411,0.138506013,0.040961858,-0.032497873,0.004566617,0.509709267,0.24990573,0.781156012,55,,,,
775,107,2508,2,3,25080203,203,7/16/2025,47,27.12241337,383.9088406,297.6643749,5651244.116,0.348959084,0.05609531,0.200139249,0.037215462,-0.002325734,0.004058081,0.612312222,0.237385965,0.385174789,12,,,,
776,108,2508,2,4,25080204,204,7/16/2025,47,31.00084549,423.8942036,-128.6282561,5028130.86,0.38238277,0.047332057,0.223508009,0.031564801,0.005322826,0.003076134,0.654575208,0.226106505,0.686399592,32,,,,
777,109,2508,3,1,25080301,301,7/16/2025,47,29.44732754,530.9241588,372.4012926,8164228.307,0.3206327,0.061724554,0.169474148,0.037619348,-0.026511511,0.00378299,0.57633078,0.244173612,0.689103966,38,,,,
778,110,2508,3,2,25080302,302,7/16/2025,47,33.00907827,577.8791194,89.22586638,9425130.357,0.328891089,0.059393496,0.165866813,0.034198296,-0.033240419,0.003398101,0.608489409,0.238230048,0.642540782,37,,,,
779,111,2508,3,3,25080303,303,7/16/2025,47,38.09440235,646.5777781,-415.498981,6735583.888,0.369862547,0.051857696,0.197543529,0.030339463,-0.016289083,0.002690076,0.660761977,0.224155587,0.349282733,13,,,,
780,112,2508,3,4,25080304,304,7/16/2025,47,30.6161038,541.4398344,31.82631432,7020284.34,0.337058571,0.054590756,0.176611484,0.035412207,-0.020037451,0.002949986,0.595960422,0.240791597,0.604994076,31,,,,
781,113,2508,4,1,25080401,401,7/16/2025,47,35.36685212,623.0993965,20.28372324,7825092.214,0.321682228,0.056715868,0.159278834,0.032130911,-0.035894421,0.002732298,0.60652921,0.238651527,0.749439533,39,,,,
782,114,2508,4,2,25080402,402,7/16/2025,47,33.84104913,614.8279436,159.3000926,8483971.293,0.321878146,0.066223817,0.160294024,0.039118599,-0.041639495,0.002920484,0.606439828,0.238670563,0.77677123,52,,,,
783,115,2508,4,3,25080403,403,7/16/2025,47,40.9477445,479.7939748,-770.0917253,4004284.043,0.468235195,0.041116346,0.298931409,0.025964077,0.02405143,0.002609094,0.795423553,0.162724924,0.612700959,48,,,,
784,116,2508,4,4,25080404,404,7/16/2025,47,51.51280373,1015.699671,-1048.896871,8032594.387,0.395486531,0.053813116,0.202794377,0.028329648,-0.024082454,0.002421549,0.696282964,0.211472998,0.482128862,22,,,,
785,117,2508,5,1,25080501,501,7/16/2025,47,33.53979503,469.0513492,-118.6119926,7449435.711,0.322488859,0.047265662,0.156436948,0.027474176,-0.031698314,0.002618796,0.638682948,0.23076704,0.918056391,98,,,,
786,118,2508,5,2,25080502,502,7/16/2025,47,38.81357873,486.4773944,-684.3100041,6071694.13,0.403237493,0.045267921,0.227205035,0.026736924,-0.012086858,0.002544863,0.729652352,0.197259797,0.803609187,47,,,,
787,119,2508,5,3,25080503,503,7/16/2025,47,34.693956,682.8351558,298.5469318,8770847.486,0.319755185,0.071273009,0.16223545,0.042343638,-0.032809157,0.003231156,0.60126496,0.239745408,0.565272866,27,,,,
788,120,2508,5,4,25080504,504,7/16/2025,47,38.28513782,574.506967,-372.9623029,6406526.75,0.390239146,0.050775723,0.223417109,0.030200244,-0.007378458,0.002882031,0.6926139,0.212899886,0.557123068,19,,,,
789,121,2508,6,1,25080601,601,7/16/2025,47,33.91135825,726.491284,182.7312344,10219444.23,0.300641235,0.06216967,0.137250509,0.034273474,-0.043412283,0.002844158,0.56995666,0.245106066,0.732578699,42,,,,
790,122,2508,6,2,25080602,602,7/16/2025,47,34.78607264,696.3337203,-82.98691279,9684383.974,0.319860707,0.057053093,0.151764162,0.030941547,-0.037842856,0.002502794,0.595839241,0.24081484,0.720662754,42,,,,
791,123,2508,6,3,25080603,603,7/16/2025,47,34.48206694,620.7517497,-100.736079,6761069.486,0.363849809,0.061433587,0.201491692,0.037768912,-0.012035266,0.003177469,0.636787311,0.231289232,0.246286475,8,,,,
792,124,2508,6,4,25080604,604,7/16/2025,47,33.08950626,553.1651122,-111.1055048,5637196.063,0.367278957,0.053669682,0.20780018,0.033848824,-0.005459444,0.002983511,0.63804902,0.230942468,0.490076002,18,,,,
793,125,2508,7,1,25080701,701,7/16/2025,47,25.84284857,531.6734331,611.266956,8694872.778,0.278327845,0.063296627,0.129501087,0.038584077,-0.036003225,0.003580186,0.532171874,0.248964971,0.695111727,40,,,,
794,126,2508,7,2,25080702,702,7/16/2025,47,31.68919177,507.4961473,-36.06853524,7574824.365,0.361923008,0.058603781,0.200111935,0.036663152,-0.013593787,0.003213472,0.649093635,0.227771088,0.640218006,29,,,,
795,127,2508,7,3,25080703,703,7/16/2025,47,32.917062,596.9878865,4.093019975,7476349.226,0.339311083,0.059354359,0.175269715,0.035656837,-0.021455183,0.003008817,0.614373739,0.236918648,0.481709651,15,,,,
796,128,2508,7,4,25080704,704,7/16/2025,47,29.15218932,517.6540291,133.8105515,6839036.274,0.313237054,0.053121769,0.151710561,0.031181643,-0.028341154,0.002632853,0.576994384,0.244071865,0.654648853,33,,,,
797,129,2508,8,1,25080801,801,7/16/2025,47,27.42806511,606.798112,860.5041194,10391784.91,0.244318145,0.063370676,0.096725523,0.035316077,-0.053002885,0.003357108,0.488699256,0.249872293,0.706320854,42,,,,
798,130,2508,8,2,25080802,802,7/16/2025,47,26.16934736,439.1963365,386.7772532,9760413.591,0.297292036,0.059302336,0.142996912,0.034333648,-0.030208952,0.003532764,0.56779892,0.245403306,0.760010936,36,,,,
799,131,2508,8,3,25080803,803,7/16/2025,47,44.32742639,798.4809054,-872.4931303,7754707.294,0.399009366,0.057057834,0.212579225,0.032303409,-0.019125609,0.002506243,0.697600872,0.210953895,0.507345972,19,,,,
800,132,2508,8,4,25080804,804,7/16/2025,47,34.73417307,607.8798786,-249.0124325,6785508.088,0.341537376,0.053887225,0.171347974,0.030737789,-0.019132157,0.002852389,0.614700911,0.236843701,0.516632339,21,,,,
801,133,2508,9,1,25080901,901,7/16/2025,47,34.85848259,575.3278368,-4.429584141,8846875.409,0.341339396,0.066688041,0.181130083,0.039130904,-0.027914841,0.003229856,0.627872741,0.233648562,0.477226748,22,,,,
802,134,2508,9,2,25080902,902,7/16/2025,47,35.41503366,559.7217265,-303.6535938,8666654.465,0.323343189,0.051482099,0.151877344,0.028093435,-0.044693438,0.002448619,0.612820583,0.237271516,0.747298012,80,,,,
803,135,2508,9,3,25080903,903,7/16/2025,47,40.08476886,553.8892381,-663.7150623,4976735.862,0.420359162,0.052979616,0.24814729,0.033455748,0.00215351,0.002286473,0.71535652,0.203621569,0.201596588,6,,,,
804,136,2508,9,4,25080904,904,7/16/2025,47,34.59901327,609.8392369,-118.645171,6625536.228,0.334624367,0.060065152,0.17051289,0.037476533,-0.012283786,0.002556648,0.599476654,0.240104395,0.396438596,16,,,,
805,137,2508,10,1,25081001,1001,7/16/2025,47,43.02859713,700.0952784,-625.7062323,7019440.383,0.388067512,0.060591409,0.209554496,0.03671653,-0.017533893,0.003290202,0.696445123,0.211409314,0.7426551,32,,,,
806,138,2508,10,2,25081002,1002,7/16/2025,47,54.67982229,791.4453344,-1663.983494,7026375.549,0.430694041,0.045109659,0.221525514,0.025533211,-0.024494544,0.002625817,0.782850446,0.169995625,0.799146935,62,,,,
807,139,2508,10,3,25081003,1003,7/16/2025,47,49.62370544,908.4905566,-1010.544773,7541929.13,0.371167779,0.05699374,0.176575772,0.030922896,-0.034505646,0.001964938,0.674206912,0.219651952,0.417198265,20,,,,
808,140,2508,10,4,25081004,1004,7/16/2025,47,45.81683843,766.2258444,-775.9174762,6649216.976,0.370963687,0.054828926,0.187028797,0.03163034,-0.022865724,0.00223948,0.668656961,0.22155483,0.359858565,17,,,,
809,141,2508,11,1,25081101,1101,7/16/2025,47,39.05118282,685.0732007,-265.845519,8812039.061,0.362384836,0.065994778,0.195153385,0.040256913,-0.0153397,0.003510595,0.658099858,0.225004435,0.504912057,24,,,,
810,142,2508,11,2,25081102,1102,7/16/2025,47,39.5688306,627.0748286,-238.8951007,9062385.008,0.370646791,0.06389385,0.201047174,0.038427547,-0.02314157,0.002690189,0.67423726,0.219641377,0.785877035,44,,,,
811,143,2508,11,3,25081103,1103,7/16/2025,47,39.08934998,730.8319391,-155.2572636,8222461.997,0.360703069,0.066498455,0.197381597,0.039273813,-0.014823655,0.003109756,0.639682626,0.230488764,0.285865306,9,,,,
812,144,2508,11,4,25081104,1104,7/16/2025,47,45.1419536,838.5508532,-560.7117471,9251739.171,0.368338752,0.058224718,0.192719886,0.031385072,-0.030586762,0.002697784,0.663340694,0.223319818,0.305794011,16,,,,
813,145,2508,12,1,25081201,1201,7/16/2025,47,40.24058777,638.5161204,-670.8665797,7746595.834,0.364002858,0.056219416,0.184006278,0.033475268,-0.026489374,0.002983016,0.689212399,0.214198668,0.773354478,44,,,,
814,146,2508,12,2,25081202,1202,7/16/2025,47,39.16252114,579.5080057,-686.0422958,6523407.874,0.407709311,0.056623235,0.234507828,0.035161838,-0.001485101,0.003373245,0.717531228,0.202680165,0.635467172,25,,,,
815,147,2508,12,3,25081203,1203,7/16/2025,47,39.24839827,457.2173135,-750.854571,5505744.196,0.394452476,0.042043353,0.216208423,0.025677672,-0.005997519,0.002440473,0.740941683,0.191947105,0.738812636,52,,,,
816,148,2508,12,4,25081204,1204,7/16/2025,47,43.1922993,782.9373883,-692.2461717,7332928.139,0.375608091,0.053038523,0.1981209,0.029152174,-0.021140246,0.002713986,0.664676047,0.2228818,0.541335569,24,,,,
817,149,2508,13,1,25081301,1301,7/16/2025,47,30.15814588,552.8674234,412.400507,8444207.644,0.308206089,0.063621774,0.158555264,0.038183796,-0.024374235,0.003404786,0.566080436,0.245633376,0.808989993,51,,,,
818,150,2508,13,2,25081302,1302,7/16/2025,47,36.53102245,646.3202188,-144.3842034,9799118.513,0.349465251,0.061331877,0.184313117,0.03461086,-0.016246542,0.003196452,0.641094172,0.230092435,0.526573834,31,,,,
819,151,2508,13,3,25081303,1303,7/16/2025,47,31.45348457,541.3489924,273.9657874,7701778.522,0.315193289,0.062729075,0.158917859,0.038299174,-0.022943012,0.002991977,0.597475188,0.240498588,0.588541951,32,,,,
820,152,2508,13,4,25081304,1304,7/16/2025,47,37.28053534,660.6492962,-404.9351814,7398060.637,0.355082016,0.056708702,0.183270353,0.035212888,-0.016403009,0.003117601,0.635865565,0.231540548,0.540847946,23,,,,
821,153,2508,14,1,25081401,1401,7/16/2025,47,33.85930512,526.0691926,-120.0831843,6838534.461,0.362552924,0.050288775,0.202060746,0.029864807,-0.010019128,0.002461408,0.651521763,0.227041155,0.671958733,35,,,,
822,154,2508,14,2,25081402,1402,7/16/2025,47,30.65385979,477.338426,36.02525007,8167046.84,0.362264461,0.057131952,0.206742115,0.035094679,-0.001337629,0.003244175,0.640552995,0.230244855,0.629971203,27,,,,
823,155,2508,14,3,25081403,1403,7/16/2025,47,39.55434723,478.9907368,-766.6694189,4565662.059,0.462904023,0.042583911,0.293725908,0.027134525,0.026004636,0.002237625,0.772853639,0.175550892,0.398527214,22,,,,
824,156,2508,14,4,25081404,1404,7/16/2025,47,27.93393475,430.7853113,95.30814605,6121504.071,0.328866391,0.052295189,0.173146868,0.033187997,-0.009389153,0.002973566,0.587800823,0.242291015,0.595694652,32,,,,
825,157,2508,15,1,25081501,1501,7/16/2025,47,31.76952017,476.0387002,-133.4319358,6195742.24,0.368422038,0.051357293,0.209316336,0.032592834,-0.002872684,0.003101244,0.658887677,0.224754706,0.497584893,21,,,,
826,158,2508,15,2,25081502,1502,7/16/2025,47,30.69009323,513.5812382,76.76764603,7958279.952,0.342078581,0.058641976,0.185380504,0.03676881,-0.01297688,0.003171721,0.603593043,0.239268481,0.554595659,25,,,,
827,159,2508,15,3,25081503,1503,7/16/2025,47,28.75567547,512.8818748,388.0678598,6630126.09,0.31809325,0.057778454,0.168513839,0.036586259,-0.010511677,0.003441146,0.575777396,0.244257786,0.494066823,15,,,,
828,160,2508,15,4,25081504,1504,7/16/2025,47,33.28463153,550.010754,-35.28406479,6390259.775,0.37131789,0.05486843,0.213830742,0.034579986,-0.004037881,0.003188853,0.634313913,0.231959773,0.384912607,13,,,,
829,161,2508,16,1,25081601,1601,7/16/2025,47,39.5245714,666.4854343,-905.3120937,7373952.28,0.374148073,0.043499424,0.188365828,0.024298231,-0.022705224,0.002008301,0.666139715,0.222397595,0.803094926,69,,,,
830,162,2508,16,2,25081602,1602,7/16/2025,47,25.38721466,500.0818263,161.542275,8159506.838,0.295934445,0.055138473,0.137857476,0.033130221,-0.024798584,0.002662319,0.53173153,0.24899311,0.710023149,43,,,,
831,163,2508,16,3,25081603,1603,7/16/2025,47,34.44925837,918.0856846,-160.1015917,8884458.341,0.292894562,0.066304217,0.119012683,0.037430082,-0.039603464,0.002541797,0.535254662,0.248757109,0.575107531,28,,,,
832,164,2508,16,4,25081604,1604,7/16/2025,47,32.90043078,648.7424716,-357.4507491,6333687.735,0.35456741,0.053283557,0.185972421,0.032514625,-0.014773973,0.00239356,0.600796118,0.239840143,0.476087194,23,,,,
833,165,2508,17,1,25081701,1701,7/16/2025,47,24.6024484,488.6167435,261.0199363,6356686.19,0.299597187,0.056794068,0.145402514,0.035065547,-0.023032711,0.003027002,0.529187229,0.249148106,0.568392659,28,,,,
834,166,2508,17,2,25081702,1702,7/16/2025,47,31.13292796,634.0214587,-338.4093743,7093392.653,0.339851635,0.052479929,0.169916815,0.030689008,-0.022120888,0.002487256,0.589763865,0.241942448,0.649940764,30,,,,
835,167,2508,17,3,25081703,1703,7/16/2025,47,29.23563422,436.238092,-411.2473066,5874536.467,0.349009011,0.041056552,0.178217677,0.024680741,-0.009720883,0.0020666,0.639239643,0.230612322,0.718683362,45,,,,
836,168,2508,17,4,25081704,1704,7/16/2025,47,39.22055856,738.9912001,-872.712306,7010861.983,0.382785282,0.047861676,0.200138333,0.028411389,-0.013893772,0.002137721,0.660066547,0.224378701,0.682748565,54,,,,
837,169,2508,18,1,25081801,1801,7/16/2025,47,27.90966335,464.8818488,-38.45594135,6960564.86,0.344271538,0.051081068,0.183932565,0.030913273,-0.012339124,0.002522518,0.607659806,0.238409366,0.507227093,29,,,,
838,170,2508,18,2,25081802,1802,7/16/2025,47,29.82510905,578.5869431,-104.5518314,8664474.379,0.33431794,0.051865403,0.170073216,0.030169197,-0.019227863,0.002442159,0.603353326,0.23931809,0.79449558,48,,,,
839,171,2508,18,3,25081803,1803,7/16/2025,47,26.79854409,470.5655282,151.6721684,6220162.267,0.335196993,0.051480447,0.18166641,0.03172627,-0.004082169,0.002694197,0.579339113,0.243705305,0.52029675,23,,,,
840,172,2508,18,4,25081804,1804,7/16/2025,47,40.09263852,623.8451425,-817.1816785,5722317.387,0.417037998,0.040870819,0.239648249,0.023308675,0.005577328,0.002023309,0.717342127,0.2027624,0.53188736,35,,,,
841,173,2508,19,1,25081901,1901,7/16/2025,47,41.31437371,722.9968031,-1204.917802,8153623.055,0.388676663,0.045928945,0.193005907,0.024272275,-0.029941967,0.001822814,0.693448163,0.212577808,0.761934273,57,,,,
842,174,2508,19,2,25081902,1902,7/16/2025,47,31.25087906,784.3620604,-85.02724676,10852892.88,0.279853962,0.065394273,0.106942805,0.035320843,-0.055304535,0.002372546,0.529233789,0.249145386,0.762275362,54,,,,
843,175,2508,19,3,25081903,1903,7/16/2025,47,38.76043824,729.4665391,-863.5998646,7392806.816,0.351067028,0.044613822,0.164116313,0.022961567,-0.033634434,0.001638572,0.633435081,0.232195079,0.727643907,50,,,,
844,176,2508,19,4,25081904,1904,7/16/2025,47,19.56941529,422.033869,1140.161472,7410517.118,0.227885925,0.064135022,0.089599312,0.03950999,-0.050382615,0.003217685,0.442796783,0.246727792,0.733400164,44,,,,
845,177,2508,20,1,25082001,2001,7/16/2025,47,40.96593853,766.3756431,-889.6537619,7491428.975,0.350045169,0.051295208,0.159866367,0.027661715,-0.036042293,0.00216605,0.641550083,0.229963574,0.747940211,46,,,,
846,178,2508,20,2,25082002,2002,7/16/2025,47,33.14694901,578.5720342,-411.8828444,7443805.293,0.317381884,0.051948104,0.139576063,0.029197297,-0.040414806,0.002241903,0.604720246,0.23903367,0.851205775,76,,,,
847,179,2508,20,3,25082003,2003,7/16/2025,47,39.92547363,714.8904524,-703.8023539,6598932.446,0.338264434,0.040647943,0.153926901,0.020534127,-0.034579246,0.001436292,0.631157149,0.232797802,0.787737397,63,,,,
848,180,2508,20,4,25082004,2004,7/16/2025,47,44.44553187,669.2457792,-1163.490835,6070919.3,0.389405849,0.035140056,0.196956564,0.017567175,-0.026645312,0.001343773,0.708876288,0.206370696,0.91784842,62,,,,
849,181,2508,21,1,25082101,2101,7/16/2025,47,34.15563492,647.4329775,48.72617587,7693686.609,0.332756484,0.060459764,0.172637097,0.03634259,-0.02261172,0.002923842,0.601875579,0.239621366,0.643140972,37,,,,
850,182,2508,21,2,25082102,2102,7/16/2025,47,42.37082879,876.7345689,-552.0712874,9516285.744,0.350978499,0.060425831,0.172894074,0.033206103,-0.030843622,0.00251649,0.637431843,0.231112489,0.761911706,38,,,,
851,183,2508,21,3,25082103,2103,7/16/2025,47,33.58350144,712.2542592,163.5999891,8023915.947,0.300686694,0.057945601,0.140867371,0.032709648,-0.030906374,0.002311583,0.567362739,0.245462261,0.453286188,22,,,,
852,184,2508,21,4,25082104,2104,7/16/2025,47,26.68305847,467.6118828,402.4259672,6483641.9,0.316665197,0.058228631,0.169659699,0.036518929,-0.007798006,0.003008553,0.567507156,0.245442784,0.506051768,21,,,,
853,185,2508,22,1,25082201,2201,7/16/2025,47,62.57809646,704.552797,-2243.82577,4889412.843,0.49587808,0.026290366,0.276278173,0.015622013,-0.004365146,0.001911026,0.878159165,0.106995646,0.882272528,73,,,,
854,186,2508,22,2,25082202,2202,7/16/2025,47,43.93645385,807.2276559,-724.4895857,8965825.82,0.377251587,0.056876457,0.194559926,0.031413298,-0.021490355,0.002519715,0.680960689,0.217253229,0.406437385,18,,,,
855,187,2508,22,3,25082203,2203,7/16/2025,47,40.0310967,779.2451084,-447.989998,7524421.102,0.35566951,0.056068749,0.181967214,0.031499213,-0.01848452,0.002248314,0.639076638,0.230657689,0.362101963,10,,,,
856,188,2508,22,4,25082204,2204,7/16/2025,47,52.69884412,844.4133398,-1586.567341,7140322.756,0.45038805,0.040806995,0.250010225,0.021866575,-0.011380277,0.001517123,0.771032114,0.176541593,0.625606066,32,,,,
857,189,2508,23,1,25082301,2301,7/16/2025,47,41.19099163,811.4287184,-400.1537747,8416022.545,0.332591408,0.058361476,0.155664441,0.031580046,-0.027955038,0.002845146,0.606674483,0.238620555,0.590025883,32,,,,
858,190,2508,23,2,25082302,2302,7/16/2025,47,38.89741492,618.0389418,-664.1778685,7171436.78,0.365166357,0.051864965,0.185727012,0.029687756,-0.012086437,0.002837398,0.644415358,0.229144204,0.640491424,30,,,,
859,191,2508,23,3,25082303,2303,7/16/2025,47,65.13517862,656.7737366,-2650.210161,4697442.314,0.51236519,0.024660117,0.279963037,0.01414811,0.008685171,0.001850918,0.894955004,0.094010545,0.741715577,59,,,,
860,192,2508,23,4,25082304,2304,7/16/2025,47,30.03538231,540.476491,214.8857736,9410648.816,0.282719959,0.06218214,0.123223296,0.034214375,-0.021243737,0.00468401,0.543900777,0.248072722,0.528487588,31,,,,
861,193,2508,24,1,25082401,2401,7/16/2025,47,45.92241849,747.0614765,-1566.472343,4082455.316,0.446569285,0.037729842,0.243700769,0.024084865,0.015543359,0.002380854,0.743048741,0.19092731,0.724144216,63,,,,
862,194,2508,24,2,25082402,2402,7/16/2025,47,31.66567596,459.3250764,-703.9730548,3642469.782,0.368943099,0.050539045,0.18634299,0.034929899,-0.001197058,0.003212284,0.625865736,0.234157817,0.592406955,24,,,,
863,195,2508,24,3,25082403,2403,7/16/2025,47,37.37200109,590.1837799,-1150.382797,3904183.718,0.425570113,0.043760846,0.23658011,0.028182916,0.02750876,0.002767997,0.687977099,0.21466461,0.256233141,8,,,,
864,196,2508,24,4,25082404,2404,7/16/2025,47,59.3566445,578.3067413,-2275.835713,3022153.204,0.544952304,0.019388858,0.327787403,0.01215443,0.041342665,0.001811378,0.915758203,0.077145116,0.856512705,79,,,,
865,1001,2509,1,1,25090101,101,7/16/2025,47,39.84298805,606.1165407,-662.3723827,4559320.442,0.397860195,0.041208111,0.221024429,0.024946952,0.002281971,0.002139551,0.665384825,0.22264786,0.573777365,25,,,,
866,1002,2509,1,2,25090102,102,7/16/2025,47,38.79960734,595.4043115,-607.9726448,4071297.727,0.392688215,0.041539962,0.216148552,0.02536851,-0.002424712,0.002728832,0.6601587,0.224349191,0.339087164,13,,,,
867,1003,2509,1,3,25090103,103,7/16/2025,47,38.48784344,590.7227044,-753.7498908,4676725.767,0.379916581,0.040980275,0.198506534,0.024611245,-0.014431118,0.003151957,0.658498692,0.224878165,0.815255627,61,,,,
868,1004,2509,1,4,25090104,104,7/16/2025,47,36.52546486,507.2337564,-578.176978,4486624.928,0.392469056,0.043312168,0.218559861,0.026701796,-0.002608649,0.003413447,0.661704564,0.223851634,0.456730944,17,,,,
869,1005,2509,1,5,25090105,105,7/16/2025,47,34.61359546,511.8103632,-283.0147464,4343552.948,0.356422973,0.043388764,0.188214186,0.026805406,-0.009551842,0.002627079,0.618585374,0.235937509,0.371550436,15,,,,
870,1006,2509,2,1,25090201,201,7/16/2025,47,35.43939022,643.6305475,-122.3280422,7008712.56,0.328815436,0.05186921,0.15973663,0.031335575,-0.032091734,0.002668259,0.59360768,0.241237602,0.76481846,39,,,,
871,1007,2509,2,2,25090202,202,7/16/2025,47,38.45649329,568.690807,-525.3030859,4992273.265,0.386015169,0.0443658,0.21017952,0.02660053,-0.01159158,0.002468404,0.669910588,0.221130392,0.620876317,26,,,,
872,1008,2509,2,3,25090203,203,7/16/2025,47,29.49281644,616.3466197,316.0963542,7153086.938,0.296384091,0.065024715,0.138220032,0.040341458,-0.030332336,0.003922701,0.541561026,0.248272681,0.64682829,33,,,,
873,1009,2509,2,4,25090204,204,7/16/2025,47,38.02967949,662.8647847,-600.5730569,7473224.099,0.341926459,0.044494945,0.160711913,0.022913714,-0.027280575,0.001997956,0.619917148,0.235619878,0.751193905,41,,,,
874,1010,2509,2,5,25090205,205,7/16/2025,47,34.84651036,744.0945434,119.2536365,7414748.158,0.296543468,0.05877264,0.131531093,0.034067248,-0.031202736,0.002890492,0.548691385,0.247629149,0.505058054,23,,,,
875,1011,2509,3,1,25090301,301,7/16/2025,47,39.27462044,781.5077875,-326.5683102,9575956.225,0.324145943,0.058585361,0.14575563,0.034317113,-0.040422967,0.002851321,0.601520975,0.239693492,0.857770406,66,,,,
876,1012,2509,3,2,25090302,302,7/16/2025,47,40.7392229,675.9590982,-687.6666234,6879226.034,0.351855727,0.048705311,0.165808455,0.027322738,-0.032260762,0.002171247,0.646653033,0.228492888,0.543688259,22,,,,
877,1013,2509,3,3,25090303,303,7/16/2025,47,40.72594935,684.3636008,-768.3528612,7787805.753,0.329476388,0.045990456,0.140192565,0.024030194,-0.041934813,0.00187522,0.624921626,0.234394587,0.792184595,60,,,,
878,1014,2509,3,4,25090304,304,7/16/2025,47,37.96311241,647.0590008,-375.6833885,8035972.91,0.32420489,0.049671714,0.146701735,0.026121233,-0.041931437,0.001784668,0.605959814,0.238772518,0.890513078,77,,,,
879,1015,2509,3,5,25090305,305,7/16/2025,47,35.9035126,542.1764107,-147.2465643,6985612.915,0.293210435,0.042863551,0.120572064,0.022658958,-0.037264112,0.001770457,0.57856987,0.243826775,0.890462391,85,,,,
880,1016,2509,4,1,25090401,401,7/16/2025,47,36.08176341,667.6449138,286.1827421,8227058.408,0.316407332,0.061620184,0.15896809,0.03560464,-0.030902335,0.003150602,0.592464353,0.241450343,0.82377602,62,,,,
881,1017,2509,4,2,25090402,402,7/16/2025,47,39.73918971,635.2172171,-269.9145263,6799557.291,0.358955691,0.052223769,0.187909164,0.028724403,-0.020140907,0.002409472,0.651943945,0.226913038,0.484015602,18,,,,
882,1018,2509,4,3,25090403,403,7/16/2025,47,37.0536878,639.6132867,-39.31781279,8575994.15,0.329298371,0.063332904,0.161136824,0.036728232,-0.028351463,0.003182772,0.625739605,0.234189552,0.78794175,54,,,,
883,1019,2509,4,4,25090404,404,7/16/2025,47,56.18027109,1076.391644,-1712.587809,10080316.35,0.406123198,0.047981387,0.195781876,0.022801003,-0.033681814,0.001807922,0.708675376,0.206454588,0.458369787,20,,,,
884,1020,2509,4,5,25090405,405,7/16/2025,47,56.49375579,884.4995111,-1543.926471,8109143.593,0.41581325,0.044117409,0.209446823,0.022329856,-0.020773039,0.001689361,0.741724382,0.191569323,0.501622252,28,,,,
885,1021,2509,5,1,25090501,501,7/16/2025,47,61.91965332,1081.636182,-1857.14928,8548726.59,0.416178054,0.039597462,0.202589171,0.018712783,-0.040348244,0.001948923,0.732986291,0.195717388,0.57899054,32,,,,
886,1022,2509,5,2,25090502,502,7/16/2025,47,54.93784417,864.4809521,-1344.873873,6924565.939,0.419327296,0.04107921,0.220472205,0.02058934,-0.025373934,0.001767684,0.734283845,0.19511108,0.400557722,17,,,,
887,1023,2509,5,3,25090503,503,7/16/2025,47,48.01793844,1020.00066,-814.5720838,10948626.89,0.337246856,0.060100718,0.144885126,0.030812376,-0.045794981,0.002558446,0.638123279,0.23092196,0.682596967,44,,,,
888,1024,2509,5,4,25090504,504,7/16/2025,47,43.47356228,878.1485652,-436.3718284,10298041.28,0.308143289,0.052749349,0.127108199,0.025847429,-0.04703045,0.001905327,0.582801853,0.243143853,0.826121824,70,,,,
889,1025,2509,5,5,25090505,505,7/16/2025,47,47.71793543,939.8078591,-663.1102083,9005936.085,0.354658404,0.055685295,0.169958975,0.028333658,-0.022064422,0.001859381,0.636928782,0.231250509,0.34829126,14,,,,
890,1026,2509,6,1,25090601,601,7/16/2025,47,44.94051741,965.6889624,-510.967494,9615765.158,0.358765767,0.063060798,0.180396709,0.03496679,-0.037930866,0.002691006,0.621677616,0.235194558,0.613658732,22,,,,
891,1027,2509,6,2,25090602,602,7/16/2025,47,42.35837536,755.635367,-624.6630228,7191858.76,0.345436266,0.046967345,0.162947229,0.024898089,-0.034276175,0.002061483,0.636608968,0.23133799,0.59979587,37,,,,
