fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,6-12HA_mean,612PLTCOUNT
765,169,2507,23,3,25072303,2303,7/1/2025,32,23.33726955,641.1628119,46.30034908,1047.402551,0.261250829,0.039948629,0.107572339,0.019756392,-0.028201929,0.001811945,0.359768736,0.230335193,0.445021598,15
766,170,2507,24,1,25072401,2401,7/1/2025,32,26.3525323,489.1807692,39.53736031,1039.713412,0.344025199,0.040899829,0.178274817,0.023574646,0.002079443,0.002206273,0.468325792,0.248996745,0.5057046,18
767,171,2507,24,2,25072402,2402,7/1/2025,32,27.47457673,585.6275265,40.75106191,1123.02605,0.335859874,0.042620325,0.168211879,0.024084478,-0.008608494,0.002211652,0.447994765,0.247295456,0.503773241,21
768,172,2507,24,3,25072403,2403,7/1/2025,32,28.19280885,589.7451549,40.26025515,1072.251506,0.329201384,0.038678887,0.159578669,0.021517574,-0.01200328,0.001918902,0.435857595,0.245885752,0.283894134,13
769,101,2508,1,1,25080101,101,7/1/2025,32,22.62593734,494.6594663,51.0461811,1076.103429,0.264238576,0.0366426,0.105937145,0.02089264,-0.036956271,0.002023645,0.338805115,0.224016209,0.670834624,26
770,102,2508,1,2,25080102,102,7/1/2025,32,28.64971505,556.4663442,40.91492378,1142.519435,0.326545895,0.038883725,0.152642192,0.021782394,-0.024824301,0.002118241,0.469746135,0.249084704,0.47610542,19
771,103,2508,1,3,25080103,103,7/1/2025,32,26.72090931,606.1530076,46.14373483,1097.116534,0.298408788,0.039423424,0.129799618,0.02145619,-0.026035997,0.001535166,0.40333088,0.240655081,0.49674656,20
772,104,2508,1,4,25080104,104,7/1/2025,32,23.53476198,534.3195152,48.71098752,1054.939516,0.274335365,0.037600306,0.113181111,0.021361086,-0.027358203,0.00159212,0.347619827,0.226780283,0.514800773,17
773,105,2508,2,1,25080201,201,7/1/2025,32,22.74154853,528.7630284,46.83117229,1020.857428,0.267054164,0.038644894,0.112149335,0.02018695,-0.032365096,0.001618717,0.366630316,0.232212527,0.598345119,25
774,106,2508,2,2,25080202,202,7/1/2025,32,14.87227312,383.0442225,59.03993782,944.6135738,0.195944538,0.033780341,0.059757432,0.018835251,-0.043635381,0.001377638,0.228075916,0.176057293,0.637680895,28
775,107,2508,2,3,25080203,203,7/1/2025,32,20.46946398,497.0979688,48.43112493,1047.998779,0.269705896,0.040700069,0.115126721,0.022658054,-0.024639854,0.001472298,0.355553738,0.229135277,0.359574933,11
776,108,2508,2,4,25080204,204,7/1/2025,32,21.93129022,465.854642,42.10648926,1031.13374,0.312328423,0.040591079,0.148118493,0.023810254,-0.014487558,0.00162249,0.423055949,0.244079613,0.516395385,19
777,109,2508,3,1,25080301,301,7/1/2025,32,15.48135122,480.4407204,53.1295763,1014.872912,0.222903281,0.039274708,0.081463946,0.021487542,-0.043073651,0.001831995,0.28671138,0.204507965,0.492481546,23
778,110,2508,3,2,25080302,302,7/1/2025,32,20.43902971,567.3428757,46.93991278,1047.632936,0.270801468,0.040476803,0.111618054,0.020861455,-0.035472456,0.001802122,0.383483238,0.236423844,0.588028362,24
779,111,2508,3,3,25080303,303,7/1/2025,32,21.13012541,666.3466715,47.06603599,1027.268661,0.26949363,0.040411295,0.104639749,0.020263267,-0.025163519,0.001610205,0.376472192,0.234740881,0.397725409,13
780,112,2508,3,4,25080304,304,7/1/2025,32,17.86365743,517.9857174,49.03885845,1006.68473,0.250018945,0.038414977,0.087052116,0.021088655,-0.015999194,0.001667783,0.335132336,0.222818653,0.566559122,22
781,113,2508,4,1,25080401,401,7/1/2025,32,25.48391406,734.2270028,42.5709417,1026.610997,0.268505169,0.04402403,0.118526455,0.022421536,-0.035215929,0.001989843,0.378210371,0.235167286,0.342070248,13
782,114,2508,4,2,25080402,402,7/1/2025,32,22.76569574,708.9761112,46.95853924,983.1509771,0.232262966,0.041093824,0.088281346,0.01993519,-0.04215447,0.001767284,0.323542246,0.218862661,0.60565742,26
783,115,2508,4,3,25080403,403,7/1/2025,32,25.7044116,638.3851163,36.49853856,1071.449874,0.31679716,0.048607385,0.162848225,0.026982937,-0.012733255,0.001890345,0.453539099,0.247841385,0.168774833,5
784,116,2508,4,4,25080404,404,7/1/2025,32,29.85913726,1031.324434,40.00983803,1062.047072,0.28304808,0.044122183,0.108085892,0.019510759,-0.031454935,0.001345988,0.39687517,0.23936527,0.184010499,6
785,117,2508,5,1,25080501,501,7/1/2025,32,27.39767771,684.7800884,40.16267443,1038.492366,0.27485496,0.044004985,0.116525638,0.022258933,-0.028648472,0.001935058,0.407762756,0.241492291,0.565830007,30
786,118,2508,5,2,25080502,502,7/1/2025,32,20.8182512,454.2918692,45.37300479,927.5187323,0.244243193,0.041398453,0.100775008,0.022417575,-0.02625831,0.001938316,0.339375273,0.224199697,0.688750775,33
787,119,2508,5,3,25080503,503,7/1/2025,32,23.56153553,708.3262068,47.4248814,1040.071936,0.233145223,0.041806141,0.078577996,0.020709037,-0.037484468,0.001310244,0.326326408,0.219837484,0.478519221,22
788,120,2508,5,4,25080504,504,7/1/2025,32,23.61353289,681.4496181,43.30106049,1033.91303,0.267120733,0.042264786,0.107521137,0.022777734,-0.032202442,0.001780587,0.365311742,0.231859073,0.506770919,24
789,121,2508,6,1,25080601,601,7/1/2025,32,22.74230486,614.971844,49.90839443,970.340125,0.223009455,0.038084367,0.072808575,0.01884453,-0.047217463,0.001789118,0.298781319,0.209511042,0.621069899,31
790,122,2508,6,2,25080602,602,7/1/2025,32,26.63484877,666.4583956,44.19254915,1041.812291,0.258715485,0.040987223,0.095283061,0.020208887,-0.041154807,0.001810116,0.360460359,0.230528689,0.685062331,38
791,123,2508,6,3,25080603,603,7/1/2025,32,24.22658635,638.762576,43.5793502,1113.603283,0.270866638,0.044029498,0.111098439,0.023045433,-0.030327762,0.001949757,0.376798953,0.234821502,0.379256289,14
792,124,2508,6,4,25080604,604,7/1/2025,32,26.57471233,785.0275887,41.27568304,1113.114734,0.294711007,0.045111403,0.128827644,0.023904238,-0.025440546,0.00288972,0.412608387,0.242362706,0.486702758,19
793,125,2508,7,1,25080701,701,7/1/2025,32,17.5953855,541.6147255,55.06723211,990.3910967,0.218774805,0.035584944,0.070229636,0.018611465,-0.043797403,0.001711591,0.268006654,0.196179088,0.793351074,46
794,126,2508,7,2,25080702,702,7/1/2025,32,23.18217509,595.2855505,43.25837674,1196.204579,0.295291582,0.042986648,0.130908705,0.023306408,-0.02823733,0.001909377,0.411652444,0.242194709,0.763067726,43
795,127,2508,7,3,25080703,703,7/1/2025,32,19.22068326,608.8248164,54.18758896,1133.418194,0.237035872,0.037883254,0.080412793,0.019347658,-0.037783981,0.001373309,0.304932246,0.211948571,0.481006198,19
796,128,2508,7,4,25080704,704,7/1/2025,32,18.71337076,478.1439693,52.53229587,1021.727856,0.241142842,0.035450744,0.086991628,0.01948398,-0.03287904,0.002074758,0.311021476,0.214287117,0.572485692,24
797,129,2508,8,1,25080801,801,7/1/2025,32,18.88034025,572.9306092,52.68651817,957.2031556,0.209895702,0.035199599,0.066771972,0.01714461,-0.045743541,0.001627737,0.264838191,0.194698923,0.571371284,23
798,130,2508,8,2,25080802,802,7/1/2025,32,22.96444541,651.4209193,45.55757989,1081.854057,0.267376684,0.042591939,0.1111008,0.021375303,-0.033116764,0.001936741,0.382511724,0.236196505,0.496290896,18
799,131,2508,8,3,25080803,803,7/1/2025,32,28.73802709,964.1520206,44.54069834,1212.680771,0.289505205,0.043405458,0.118705043,0.020491539,-0.031341984,0.001233926,0.413416196,0.242503245,0.20058325,6
800,132,2508,8,4,25080804,804,7/1/2025,32,24.64466078,688.1347233,44.21638852,1145.225428,0.301527545,0.040178647,0.136900916,0.022516467,-0.020716779,0.001577845,0.417348386,0.243168711,0.462368531,27
801,133,2508,9,1,25080901,901,7/1/2025,32,18.93267553,631.5549964,47.14465221,982.1339306,0.23334157,0.04247247,0.088294544,0.022359896,-0.041380131,0.002522853,0.318033144,0.216888063,0.575334476,23
802,134,2508,9,2,25080902,902,7/1/2025,32,13.8015211,391.1861813,51.89825537,899.492455,0.211225849,0.035344782,0.078184704,0.019754303,-0.041746692,0.00231086,0.260931196,0.192846107,0.857890132,56
803,135,2508,9,3,25080903,903,7/1/2025,32,20.59156196,602.9714412,44.18647625,1129.346481,0.284318331,0.044814008,0.130736595,0.025595598,-0.027222331,0.001765168,0.399498515,0.239899451,0.392392374,19
804,136,2508,9,4,25080904,904,7/1/2025,32,23.20579576,786.7793863,45.82590371,1118.341164,0.275874963,0.042275622,0.11300257,0.023011011,-0.033920337,0.001687279,0.383457827,0.236417922,0.545129775,18
805,137,2508,10,1,25081001,1001,7/1/2025,32,27.51425845,906.0125557,37.73441659,1065.163445,0.285689566,0.04881651,0.132956945,0.024910707,-0.030671874,0.001990529,0.41540349,0.24284343,0.388727876,18
806,138,2508,10,2,25081002,1002,7/1/2025,32,29.55511028,895.6106116,37.45717401,972.3618091,0.295760224,0.043983193,0.135226952,0.021748879,-0.02964715,0.00178282,0.430822497,0.245214473,0.568231113,20
807,139,2508,10,3,25081003,1003,7/1/2025,32,31.87896214,1133.554972,41.28433676,1116.463738,0.282046463,0.046766702,0.115675069,0.021698685,-0.03811102,0.001207202,0.413016816,0.242433926,0.282605129,11
808,140,2508,10,4,25081004,1004,7/1/2025,32,28.68691219,815.2250685,38.73633563,1053.873214,0.303947712,0.045119082,0.138975001,0.024216103,-0.032887089,0.001748601,0.438541014,0.246222793,0.560835566,23
809,141,2508,11,1,25081101,1101,7/1/2025,32,23.60230587,816.9459033,42.66132082,971.8689474,0.251045231,0.048528398,0.101255647,0.0244422,-0.039027259,0.001732682,0.369620322,0.23300114,0.426214866,17
810,142,2508,11,2,25081102,1102,7/1/2025,32,23.89859339,752.2406163,42.3184113,994.9487692,0.255176285,0.045142145,0.100662173,0.022767647,-0.039372124,0.001516854,0.379484244,0.235475953,0.601053457,27
811,143,2508,11,3,25081103,1103,7/1/2025,32,22.64790076,734.3052246,42.81344602,1014.254868,0.265270701,0.044632674,0.1146565,0.023002827,-0.028038072,0.001371374,0.371646674,0.233525424,0.232548391,6
812,144,2508,11,4,25081104,1104,7/1/2025,32,25.81020664,793.9767913,41.74132272,1016.045684,0.284683362,0.043258047,0.124364256,0.021848547,-0.029497195,0.00132773,0.403631209,0.240713056,0.519384649,15
813,145,2508,12,1,25081201,1201,7/1/2025,32,29.68024856,786.4082929,33.91435501,928.3444165,0.294418531,0.047402895,0.122704872,0.02402379,-0.032412905,0.001922913,0.456569731,0.248113812,0.570228201,25
814,146,2508,12,2,25081202,1202,7/1/2025,32,26.98740424,695.9798299,35.39528342,971.5883631,0.308951187,0.049866978,0.14172029,0.027555037,-0.020344831,0.002088571,0.470405409,0.24912416,0.330903126,11
815,147,2508,12,3,25081203,1203,7/1/2025,32,29.16111974,804.0032878,34.99547523,1017.122149,0.319063768,0.044557804,0.145336876,0.023410204,-0.019344179,0.001554273,0.484122441,0.249747903,0.4263556,15
816,148,2508,12,4,25081204,1204,7/1/2025,32,25.33989476,875.2002381,42.64154966,1042.634853,0.284833949,0.043130007,0.12407517,0.021941633,-0.026322292,0.002035435,0.394285558,0.238824457,0.605180176,25
817,149,2508,13,1,25081301,1301,7/1/2025,32,15.75467016,534.8075762,47.05121491,785.2745274,0.197816546,0.038977854,0.058346734,0.020752687,-0.041176475,0.002303524,0.257110911,0.191004891,0.643853094,26
818,150,2508,13,2,25081302,1302,7/1/2025,32,23.67863765,648.8063303,38.97847403,871.4526976,0.280455506,0.044516578,0.118542209,0.023242618,-0.024964699,0.002593215,0.406822644,0.24131798,0.41073642,19
819,151,2508,13,3,25081303,1303,7/1/2025,32,24.19960749,792.8383698,42.08354458,982.0723386,0.270088306,0.043788984,0.10464498,0.021470953,-0.032314397,0.001823682,0.389593044,0.237810304,0.30297452,13
820,152,2508,13,4,25081304,1304,7/1/2025,32,25.035688,702.0855063,39.52527604,983.8814857,0.297740147,0.043426141,0.129628913,0.022691303,-0.031017001,0.001874045,0.420649418,0.243703485,0.594273425,28
821,153,2508,14,1,25081401,1401,7/1/2025,32,20.34539456,515.6929129,39.48026939,744.6423268,0.265513345,0.040304189,0.111465111,0.022945996,-0.028697097,0.002234325,0.366799367,0.232257591,0.571790525,26
822,154,2508,14,2,25081402,1402,7/1/2025,32,22.12057163,653.1746244,40.69193552,915.1548464,0.273071145,0.044849106,0.117948599,0.025638119,-0.024599451,0.00237497,0.375460223,0.234489844,0.413014947,11
823,155,2508,14,3,25081403,1403,7/1/2025,32,27.72822414,789.5722733,35.42374904,998.8052583,0.333080756,0.045833478,0.165859261,0.025793617,-0.013390141,0.001950658,0.477570043,0.249496897,0.311017953,10
824,156,2508,14,4,25081404,1404,7/1/2025,32,23.61205016,717.7782299,41.57495638,974.0765494,0.288237278,0.043607654,0.125734868,0.024756948,-0.027799442,0.002256993,0.402862595,0.240564325,0.431852149,18
825,157,2508,15,1,25081501,1501,7/1/2025,32,27.49186227,650.6775666,33.62065375,855.0085251,0.317023863,0.044051263,0.154170941,0.024519316,-0.016011025,0.002560186,0.452659415,0.247758869,0.535869209,22
826,158,2508,15,2,25081502,1502,7/1/2025,32,25.85522693,667.7090394,38.18934169,856.111994,0.287782769,0.043821936,0.127038936,0.023492324,-0.023675208,0.002410434,0.403352869,0.240659332,0.543847177,19
827,159,2508,15,3,25081503,1503,7/1/2025,32,24.78369539,749.4854427,40.91983974,908.1911482,0.273632742,0.042897297,0.112669215,0.022516264,-0.025422655,0.001540153,0.368502821,0.232708492,0.423215034,16
828,160,2508,15,4,25081504,1504,7/1/2025,32,24.49813296,657.081908,39.70469621,904.6069039,0.296886622,0.041029723,0.127689877,0.022946715,-0.025072194,0.001771143,0.403963041,0.240776902,0.438293994,16
829,161,2508,16,1,25081601,1601,7/1/2025,32,28.20767574,765.4944454,32.76769973,831.8249581,0.315300913,0.045666521,0.154943459,0.025976961,-0.021026461,0.002524758,0.450432033,0.247543017,0.641931427,40
830,162,2508,16,2,25081602,1602,7/1/2025,32,17.57859577,477.4027593,43.19976004,842.9228207,0.238036637,0.044417513,0.101577913,0.027453632,-0.029039505,0.002539176,0.314792093,0.215698031,0.602978165,26
831,163,2508,16,3,25081603,1603,7/1/2025,32,23.90026998,933.5844525,43.99475306,1029.537286,0.250056797,0.047180421,0.093711963,0.024826171,-0.029083631,0.001794694,0.332924268,0.2220857,0.26742978,8
832,164,2508,16,4,25081604,1604,7/1/2025,32,22.75528174,637.2369262,40.85254749,846.7838109,0.288399943,0.04024375,0.126964268,0.022823023,-0.01497901,0.001841858,0.378349644,0.235201191,0.54233272,26
833,165,2508,17,1,25081701,1701,7/1/2025,32,23.36891457,680.4063433,38.81258244,862.2936506,0.275639649,0.045570377,0.124386663,0.025465747,-0.025529866,0.001785699,0.375402061,0.234475354,0.574295505,21
834,166,2508,17,2,25081702,1702,7/1/2025,32,23.09201484,635.400882,39.16592124,809.0369733,0.280448567,0.041966586,0.127535229,0.022868032,-0.022007937,0.001613493,0.372041017,0.233626499,0.763119042,43
835,167,2508,17,3,25081703,1703,7/1/2025,32,23.82805257,583.2160031,37.240421,897.8807282,0.303896373,0.041424071,0.14700219,0.023093727,-0.009471642,0.001648031,0.413917217,0.242589754,0.45963582,17
836,168,2508,17,4,25081704,1704,7/1/2025,32,29.46444154,815.3806073,34.08827443,909.1622534,0.336688744,0.041946434,0.163884661,0.02200212,-0.003433589,0.001923343,0.464959642,0.248772173,0.593150211,30
837,169,2508,18,1,25081801,1801,7/1/2025,32,19.92260315,482.3814845,42.70028343,879.9373409,0.274268514,0.042748095,0.1269391,0.025486901,-0.019061296,0.001947723,0.365754619,0.231978178,0.549091439,26
838,170,2508,18,2,25081802,1802,7/1/2025,32,22.08031942,616.0780654,41.75853477,892.9301298,0.2769054,0.042218521,0.124743384,0.023643996,-0.017136868,0.001781283,0.367310785,0.232393572,0.670202683,38
839,171,2508,18,3,25081803,1803,7/1/2025,32,16.56572239,446.5793502,45.64436023,899.2683226,0.257773487,0.040625158,0.113246502,0.024516632,-0.013352468,0.001700778,0.320418791,0.217750589,0.420202683,16
840,172,2508,18,4,25081804,1804,7/1/2025,32,24.09909787,645.7666371,37.19151288,882.056061,0.313811858,0.039250237,0.150398811,0.021243478,-0.005812422,0.00156797,0.417513832,0.243196032,0.739095565,36
841,173,2508,19,1,25081901,1901,7/1/2025,32,24.76362051,719.2428901,40.82947862,875.5400688,0.283162815,0.036625258,0.125103112,0.019172787,-0.006685315,0.001458738,0.367010984,0.232313922,0.774251759,49
842,174,2508,19,2,25081902,1902,7/1/2025,32,19.56802443,739.3639724,49.64426086,970.9574459,0.234563785,0.038016347,0.082707797,0.018912638,-0.012691963,0.001179857,0.29216424,0.206804297,0.514991889,15
843,175,2508,19,3,25081903,1903,7/1/2025,32,19.1398975,629.6107852,46.9468651,901.040663,0.261442297,0.033475065,0.107288428,0.017244399,-0.008522017,0.001179554,0.308417839,0.213296276,0.631480131,27
844,176,2508,19,4,25081904,1904,7/1/2025,32,11.95783707,357.0231875,55.55114879,796.2860205,0.207487414,0.028977354,0.066957935,0.015977088,-0.03215869,0.001085668,0.224332943,0.174007674,0.657723014,34
845,177,2508,20,1,25082001,2001,7/1/2025,32,22.08006327,696.1203931,45.65168661,934.2857839,0.255410962,0.037337848,0.104494552,0.018348281,-0.022563043,0.001998125,0.327397671,0.220208436,0.670597456,32
846,178,2508,20,2,25082002,2002,7/1/2025,32,20.75912648,583.9824663,44.00920962,983.2639457,0.274835662,0.039327147,0.124019925,0.020740132,-0.014359298,0.002099822,0.369039505,0.232849349,0.670281403,38
847,179,2508,20,3,25082003,2003,7/1/2025,32,24.25416519,781.0837926,45.75912524,974.5053339,0.272454895,0.034601698,0.113642506,0.01668027,-0.016729423,0.001335299,0.337169034,0.223486077,0.670895536,30
848,180,2508,20,4,25082004,2004,7/1/2025,32,27.93005563,791.0340203,38.90873692,959.3762194,0.316631621,0.036109168,0.147579799,0.017783669,-0.012187128,0.001933305,0.422720332,0.244027853,0.814241712,54
849,181,2508,21,1,25082101,2101,7/1/2025,32,26.15385454,825.4791093,43.52461563,1145.012382,0.279718,0.045807117,0.12453345,0.023309195,-0.020732983,0.001706437,0.390851597,0.238086626,0.353018373,12
850,182,2508,21,2,25082102,2102,7/1/2025,32,29.22416378,911.290835,42.63078266,1108.417933,0.294470865,0.044585659,0.131282891,0.0217213,-0.016396041,0.001551537,0.425047025,0.244382051,0.53019119,19
851,183,2508,21,3,25082103,2103,7/1/2025,32,28.65958085,856.2488438,41.71378738,1090.178379,0.301625613,0.043366643,0.137970628,0.021808632,-0.011948155,0.001383651,0.424467882,0.244294899,0.469936392,16
852,184,2508,21,4,25082104,2104,7/1/2025,32,22.40676026,576.9762116,43.23600927,1044.660182,0.291970544,0.04251817,0.140675374,0.024664159,-0.01100006,0.001894805,0.393076189,0.238567299,0.728976051,36
853,185,2508,22,1,25082201,2201,7/1/2025,32,36.73300613,997.0261921,32.31305249,982.8288378,0.341715403,0.041459519,0.160359393,0.018941573,-0.016227745,0.002112741,0.505766871,0.249966743,0.809777259,49
854,186,2508,22,2,25082202,2202,7/1/2025,32,27.46934213,747.0233996,42.19036506,1009.778759,0.291993162,0.043865252,0.126316144,0.021039261,-0.020440016,0.001865861,0.4298645,0.245081012,0.56692368,20
855,187,2508,22,3,25082203,2203,7/1/2025,32,24.30650965,788.3707231,47.12688366,1046.230257,0.256973711,0.041019196,0.100618669,0.019634497,-0.023022616,0.001609798,0.35110675,0.2278308,0.42982648,13
856,188,2508,22,4,25082204,2204,7/1/2025,32,33.84377214,1110.43103,39.65771054,1187.321066,0.310185223,0.045672873,0.13206869,0.021022402,-0.021523999,0.001602374,0.448133006,0.247309815,0.381780402,10
857,189,2508,23,1,25082301,2301,7/1/2025,32,23.33848797,601.6777403,46.45775378,924.8404675,0.255062491,0.036616669,0.098116238,0.017859768,-0.030630089,0.001909802,0.326542301,0.219912427,0.80820969,48
858,190,2508,23,2,25082302,2302,7/1/2025,32,19.79293893,447.5178945,47.43629224,935.7041584,0.256222166,0.037583847,0.106834487,0.020532766,-0.022336133,0.002028766,0.326008724,0.219727036,0.815003828,66
859,191,2508,23,3,25082303,2303,7/1/2025,32,34.44933068,948.6267777,35.04868179,994.8265979,0.337187249,0.037250241,0.153960575,0.016972975,-0.012332701,0.001416665,0.476130756,0.249430259,0.724625002,38
860,192,2508,23,4,25082304,2304,7/1/2025,32,22.54781637,674.1788515,49.69741562,1046.123383,0.260167547,0.038575499,0.099054474,0.019261603,-0.024280868,0.001344178,0.341175508,0.224774781,0.761733773,40
861,193,2508,24,1,25082401,2401,7/1/2025,32,26.06288845,653.8074887,44.99394286,1010.11721,0.296083055,0.035175737,0.132269866,0.019240459,-0.017813141,0.001826845,0.353423836,0.228515428,0.746222684,35
862,194,2508,24,2,25082402,2402,7/1/2025,32,23.80110723,500.4929768,47.00773972,1017.582895,0.291942513,0.035428584,0.12674482,0.019937462,-0.019097161,0.001799764,0.373540962,0.234008112,0.476795479,16
863,195,2508,24,3,25082403,2403,7/1/2025,32,24.912759,664.5639266,46.5174591,1024.041437,0.313096574,0.035459341,0.141479221,0.020307229,-0.006145042,0.00180539,0.389885496,0.237874796,0.417913712,19
864,196,2508,24,4,25082404,2404,7/1/2025,32,36.56812606,901.0422074,33.13305164,1018.396734,0.386051439,0.034507766,0.187536776,0.019633465,0.002537884,0.002694619,0.533177035,0.248899284,0.646605304,31
865,1001,2509,1,1,25090101,101,7/1/2025,32,23.56391941,426.9599469,46.92778973,1003.354042,0.271887859,0.033813561,0.10951512,0.018843315,-0.032451392,0.001480461,0.347092342,0.226619248,0.629996173,27
866,1002,2509,1,2,25090102,102,7/1/2025,32,25.85722468,543.461124,46.55741013,1002.439211,0.272430878,0.033370339,0.109370949,0.0170453,-0.036495784,0.001535109,0.355370098,0.229082191,0.348448948,13
867,1003,2509,1,3,25090103,103,7/1/2025,32,19.48695865,390.1169363,54.52815677,861.5184514,0.214896821,0.026780193,0.070872387,0.013855701,-0.046134023,0.001870196,0.225232346,0.174502736,0.819939852,63
868,1004,2509,1,4,25090104,104,7/1/2025,32,26.12580742,617.3845704,45.33667111,1070.187859,0.276285354,0.036845634,0.119898703,0.019299484,-0.031188122,0.001806894,0.366465891,0.232168642,0.472667286,21
869,1005,2509,1,5,25090105,105,7/1/2025,32,20.96742005,451.5977008,51.53385316,918.0584536,0.235850611,0.030228092,0.086390388,0.015958477,-0.034649291,0.001198126,0.275525505,0.199611201,0.455920681,21
870,1006,2509,2,1,25090201,201,7/1/2025,32,17.38755146,420.4689865,56.71834565,893.6631111,0.211536026,0.027764809,0.058087708,0.014235243,-0.046012464,0.001110869,0.232367295,0.178372735,0.733253131,32
871,1007,2509,2,2,25090202,202,7/1/2025,32,19.82815865,407.5603302,51.80872291,954.5259433,0.234814741,0.030167492,0.084552195,0.015762459,-0.04181535,0.001236703,0.270437509,0.197301063,0.600670774,33
872,1008,2509,2,3,25090203,203,7/1/2025,32,15.22083197,341.392979,60.12821938,874.2191305,0.182507639,0.026401961,0.053518598,0.014226458,-0.049108539,0.001166494,0.183894886,0.150077557,0.533163219,29
873,1009,2509,2,4,25090204,204,7/1/2025,32,20.58457345,488.3531226,51.84035978,927.3961998,0.230521399,0.029265996,0.0884332,0.014468791,-0.036588803,0.001184086,0.264022895,0.194314806,0.76768984,36
874,1010,2509,2,5,25090205,205,7/1/2025,32,16.41376772,415.9113753,59.59601416,885.3739634,0.192227914,0.026462467,0.057305877,0.013727823,-0.040331978,0.000997745,0.201199564,0.160718299,0.472833318,23
875,1011,2509,3,1,25090301,301,7/1/2025,32,14.49161646,370.5305808,56.71846563,900.3711181,0.183954837,0.028172493,0.030154804,0.014887317,-0.033906042,0.001240898,0.196297609,0.157764858,0.758183873,37
876,1012,2509,3,2,25090302,302,7/1/2025,32,16.46091769,417.1078744,53.45689359,927.8880793,0.209632643,0.028922403,0.054786771,0.014472361,-0.038255442,0.0013177,0.232312768,0.178343546,0.645601692,30
877,1013,2509,3,3,25090303,303,7/1/2025,32,19.27923335,507.2864607,50.31704246,974.0125761,0.239257406,0.031685424,0.081871751,0.015919671,-0.036188581,0.001770077,0.292265329,0.206846306,0.88850206,59
878,1014,2509,3,4,25090304,304,7/1/2025,32,19.38586497,570.5274145,52.76016789,1012.356387,0.230407467,0.032817412,0.076856313,0.016091356,-0.039116329,0.001486231,0.282019134,0.202484342,0.76740117,46
879,1015,2509,3,5,25090305,305,7/1/2025,32,17.34606576,448.3224382,54.83408036,896.3690149,0.214567372,0.028269214,0.068897368,0.014335347,-0.035680354,0.001078767,0.235890725,0.180246291,0.778883482,37
880,1016,2509,4,1,25090401,401,7/1/2025,32,15.18209077,362.98726,51.31340329,821.1878209,0.202303601,0.031170563,0.057673128,0.016372015,-0.042487742,0.001418268,0.23112989,0.177708864,0.605949039,34
881,1017,2509,4,2,25090402,402,7/1/2025,32,18.26112444,414.0786403,47.4925946,893.0669934,0.232895369,0.033069812,0.081566664,0.017111434,-0.040482844,0.001533723,0.285390991,0.203942973,0.568881922,29
882,1018,2509,4,3,25090403,403,7/1/2025,32,17.89795807,472.5461426,52.66060903,978.231624,0.217947056,0.033238434,0.067727595,0.01729949,-0.047416374,0.001763586,0.264360296,0.19447393,0.711937007,45
883,1019,2509,4,4,25090404,404,7/1/2025,32,29.67037461,937.5281321,44.4866623,1032.554983,0.286011264,0.037943523,0.11078191,0.017212166,-0.037206517,0.00189984,0.387153062,0.237265569,0.81534676,49
884,1020,2509,4,5,25090405,405,7/1/2025,32,26.91491276,833.7576729,47.97733368,986.3826768,0.260912235,0.034929468,0.093168824,0.015657695,-0.035645577,0.001216647,0.340621592,0.224598523,0.530219079,26
885,1021,2509,5,1,25090501,501,7/1/2025,32,25.590919,758.4763898,44.84542135,937.4018957,0.249174425,0.034318372,0.084328369,0.016297854,-0.045183752,0.001686817,0.322386351,0.218453392,0.769275637,42
886,1022,2509,5,2,25090502,502,7/1/2025,32,23.81282533,710.3264515,48.33284277,1017.545975,0.234377172,0.034587469,0.076440771,0.016822963,-0.047908332,0.001669576,0.299130624,0.209651494,0.602449604,30
887,1023,2509,5,3,25090503,503,7/1/2025,32,27.40093246,649.5190798,40.12766584,919.9584434,0.29850519,0.036515034,0.130718203,0.019495516,-0.022049435,0.002883205,0.421026802,0.243763234,0.892428827,87
888,1024,2509,5,4,25090504,504,7/1/2025,32,24.0363012,609.5424644,46.12547352,951.9811817,0.256877486,0.034263874,0.098986253,0.017679527,-0.031770674,0.002424819,0.331861663,0.2217295,0.893660457,72
889,1025,2509,5,5,25090505,505,7/1/2025,32,22.28451073,720.1615217,53.00909562,986.8488368,0.214845193,0.033118438,0.066060207,0.015507215,-0.044021616,0.001168594,0.267251956,0.195828348,0.564351202,22
890,1026,2509,6,1,25090601,601,7/1/2025,32,21.52434437,579.6029868,50.25876452,923.4900076,0.229048676,0.03318263,0.072852316,0.016972717,-0.046032228,0.002500199,0.288806499,0.205397305,0.772578969,46
891,1027,2509,6,2,25090602,602,7/1/2025,32,20.53245939,479.676015,50.2339311,1011.694318,0.226725443,0.032355887,0.074026521,0.016639437,-0.045645222,0.001895843,0.28014281,0.201662816,0.618173533,27
892,1028,2509,6,3,25090603,603,7/1/2025,32,21.03135053,522.0770391,50.43449649,1026.495077,0.225361315,0.033520583,0.07464052,0.017319702,-0.045633025,0.001703091,0.276566163,0.200077321,0.762097436,34
