fid,id,Trial,Row,Column,,MasonPlot#,,,709ExG_mean,709ExG_variance,709ExR_mean,709ExR_variance,709gNDVI_mean,709gNDVI_variance,709gNDRE_mean,709gNDRE_variance,709NDVI_mean,709NDVI_variance,709THRESH_mean,709THRESH_variance,709PltCounts_,709HA_mean
641,141,2506,11,1,25061101,1101,7/09/2025,40,30.8437412,983.0252481,45.7103891,1139.489891,0.223284697,0.055051173,0.067396414,0.028555958,-0.053581196,0.002712896,0.449828256,0.247482796,0.952188258,343
642,142,2506,11,2,25061102,1102,7/09/2025,40,26.97384719,625.2186449,47.33000393,838.1793169,0.210502175,0.041162773,0.062281439,0.021397022,-0.057710252,0.001824467,0.398400991,0.239677641,0.967575548,378
643,143,2506,11,3,25061103,1103,7/09/2025,40,26.00475936,682.1644709,48.27419528,1050.413065,0.213985386,0.050717848,0.067169761,0.028627842,-0.057454574,0.002581168,0.405136726,0.241000959,0.958390289,378
644,144,2506,11,4,25061104,1104,7/09/2025,40,27.2937764,521.8610905,45.59556745,797.3136234,0.24336996,0.041507436,0.086575883,0.022511797,-0.050506376,0.001736554,0.462404956,0.248586613,0.977999745,428
645,145,2506,12,1,25061201,1201,7/09/2025,40,32.27275544,1020.932225,45.06550976,1308.041555,0.244796705,0.061911291,0.091584123,0.033662258,-0.05476863,0.003197725,0.469673494,0.249080303,0.933728242,272
646,146,2506,12,2,25061202,1202,7/09/2025,40,29.47426077,740.310447,48.75739229,986.6177481,0.217608237,0.045582266,0.062363527,0.024363902,-0.060107628,0.002068828,0.410363278,0.241965258,0.954285298,318
647,147,2506,12,3,25061203,1203,7/09/2025,40,20.38226679,525.504841,53.95003943,1038.26575,0.17253822,0.050472994,0.030138213,0.03021678,-0.060428442,0.002986206,0.336750789,0.223349695,0.895616513,280
648,148,2506,12,4,25061204,1204,7/09/2025,40,24.94326181,621.5962908,49.80455596,818.4011248,0.201737974,0.043635374,0.044959253,0.023435855,-0.058260535,0.001904691,0.385847835,0.236969283,0.964729685,303
649,149,2506,13,1,25061301,1301,7/09/2025,40,23.97335361,713.6700127,53.17984339,1133.899223,0.176415874,0.054316242,0.025289936,0.030485912,-0.073037001,0.003017429,0.355867275,0.229225758,0.915211606,224
650,150,2506,13,2,25061302,1302,7/09/2025,40,27.96584446,507.8077257,48.80705636,878.9942716,0.207116526,0.041541043,0.034868189,0.023698045,-0.065093739,0.002212093,0.393929155,0.238748976,0.952843602,339
651,151,2506,13,3,25061303,1303,7/09/2025,40,30.8653467,690.3733235,45.69411367,1070.049172,0.233820484,0.051166701,0.051737873,0.029865139,-0.056372121,0.002706651,0.441024052,0.246521838,0.964585802,319
652,152,2506,13,4,25061304,1304,7/09/2025,40,28.38465871,595.7149009,46.69595066,860.7125266,0.221537165,0.043948129,0.043571609,0.023624894,-0.053301796,0.001935327,0.407665015,0.24147425,0.960212878,273
653,153,2506,14,1,25061401,1401,7/09/2025,40,29.89389801,778.2655424,39.78512096,1071.711989,0.260266233,0.057027824,0.102559947,0.032226357,-0.041690545,0.002598391,0.485512348,0.249790108,0.972731581,239
654,154,2506,14,2,25061402,1402,7/09/2025,40,29.04150943,502.9832389,42.64787384,828.8562204,0.273276498,0.041438731,0.112832249,0.024203183,-0.035367183,0.002125091,0.496310898,0.249986391,0.999580751,367
655,155,2506,14,3,25061403,1403,7/09/2025,40,26.08197967,631.4251647,50.92924749,969.390067,0.232532107,0.049112279,0.078828264,0.029060251,-0.045342271,0.002794665,0.421750514,0.243877018,0.960503773,298
656,156,2506,14,4,25061404,1404,7/09/2025,40,36.34540539,605.275243,34.72742122,653.8166728,0.348518229,0.038914986,0.16701061,0.02170565,-0.013953701,0.001993162,0.623926329,0.234642265,0.992982264,354
657,157,2506,15,1,25061501,1501,7/09/2025,40,15.16972787,431.3987377,53.75196912,632.748585,0.15236782,0.034254171,0.016756882,0.018028562,-0.065620149,0.00166351,0.256267959,0.190594692,0.905458854,148
658,158,2506,15,2,25061502,1502,7/09/2025,40,19.60443831,399.606239,51.05104621,682.2692539,0.198033652,0.033780743,0.053258547,0.018040137,-0.060616915,0.001664047,0.347517531,0.226749097,0.968739747,359
659,159,2506,15,3,25061503,1503,7/09/2025,40,16.468523,402.9046767,56.94847684,852.5270692,0.162063795,0.039952469,0.025212303,0.022838094,-0.070361227,0.002165203,0.301565403,0.210623711,0.89936935,301
660,160,2506,15,4,25061504,1504,7/09/2025,40,21.92809685,475.8422962,51.91213964,750.7567512,0.206736222,0.036754002,0.051519881,0.019313744,-0.0625395,0.001678507,0.375872748,0.234592425,0.980532974,333
661,161,2506,16,1,25061601,1601,7/09/2025,40,11.26652206,465.2939161,59.28990928,497.6938282,0.110434451,0.02318013,-0.029804087,0.010909781,-0.084137721,0.001097867,0.158656826,0.133484837,0.86956601,162
662,162,2506,16,2,25061602,1602,7/09/2025,40,23.73782497,523.6955659,46.83637439,648.5696875,0.244224115,0.03178395,0.077798318,0.017313359,-0.049293586,0.001793531,0.409571022,0.2418226,0.998341414,369
663,163,2506,16,3,25061603,1603,7/09/2025,40,14.47698545,407.3502276,59.15733793,690.6220244,0.169836294,0.028840267,0.0238444,0.016156615,-0.0638911,0.001759738,0.246924355,0.185952718,0.95412125,183
664,164,2506,16,4,25061604,1604,7/09/2025,40,17.79918898,405.5050834,55.11246656,688.0117866,0.199525406,0.028928419,0.044656085,0.015939957,-0.058658135,0.001797816,0.302920222,0.211159561,0.977488972,225
665,165,2506,17,1,25061701,1701,7/09/2025,40,11.75784286,337.7180144,53.30941143,734.3063574,0.165144226,0.042089364,0.025863815,0.026486614,-0.06986632,0.002148913,0.284314278,0.203479669,0.800207794,138
666,166,2506,17,2,25061702,1702,7/09/2025,40,19.3997127,404.7362949,50.91161873,654.6291115,0.223761983,0.030609644,0.069745107,0.017336769,-0.053414057,0.001670724,0.358307749,0.229923306,0.977107863,287
667,167,2506,17,3,25061703,1703,7/09/2025,40,14.15007463,318.9263356,59.49684307,647.6215031,0.172170498,0.028957938,0.0282098,0.016270368,-0.061944139,0.001688245,0.271874736,0.197958864,0.881071721,306
668,168,2506,17,4,25061704,1704,7/09/2025,40,19.24903578,410.7137476,55.18208947,677.423122,0.204224124,0.027483167,0.051292213,0.014529662,-0.0577631,0.001571114,0.317671237,0.216756222,0.97333309,295
669,169,2506,18,1,25061801,1801,7/09/2025,40,15.93269881,443.5019472,53.29749943,666.8343232,0.192017741,0.033844268,0.052539788,0.018675254,-0.050990633,0.001538483,0.304939175,0.211951275,0.90540245,167
670,170,2506,18,2,25061802,1802,7/09/2025,40,27.63727257,436.3797508,40.75035205,643.6430731,0.310977426,0.032133826,0.14731716,0.018387417,-0.018879751,0.001723723,0.530135752,0.249091836,0.992345265,384
671,171,2506,18,3,25061803,1803,7/09/2025,40,20.99161036,483.4168778,54.59061373,845.9429686,0.231113823,0.038597531,0.080814059,0.022316341,-0.041672913,0.00199393,0.387274775,0.237293024,0.930843404,363
672,172,2506,18,4,25061804,1804,7/09/2025,40,21.69452579,428.4903755,54.86861343,740.374976,0.22229802,0.029363006,0.066337455,0.015853965,-0.046451708,0.001389815,0.356302095,0.229350912,0.979112367,307
673,173,2506,19,1,25061901,1901,7/09/2025,40,20.14880852,615.9303376,53.53625711,776.838022,0.196659983,0.037893589,0.054684786,0.019624428,-0.055901777,0.001445649,0.338797814,0.224013855,0.866294858,199
674,174,2506,19,2,25061902,1902,7/09/2025,40,21.81470008,576.2621438,55.16760349,995.6303123,0.229539289,0.040575617,0.07662912,0.024066208,-0.047199935,0.001996844,0.370149254,0.233138784,0.908805891,211
675,175,2506,19,3,25061903,1903,7/09/2025,40,18.00476003,444.2812696,64.19406827,896.6554362,0.191594617,0.03393189,0.042183506,0.020000865,-0.057748868,0.001767706,0.311260703,0.214377478,0.92018882,296
676,176,2506,19,4,25061904,1904,7/09/2025,40,20.07728476,357.6453306,57.81213468,770.6401278,0.218923132,0.029972031,0.063850015,0.017375205,-0.049467457,0.00156786,0.355143871,0.229016702,0.94707201,256
677,177,2506,20,1,25062001,2001,7/09/2025,40,18.34312593,505.2918356,59.00381376,801.3699548,0.172737084,0.03496031,0.039635861,0.018227864,-0.0616756,0.001616124,0.29721432,0.208877968,0.903545065,186
678,178,2506,20,2,25062002,2002,7/09/2025,40,31.20962199,724.1139089,51.88544307,1111.050796,0.255754844,0.041362875,0.096947675,0.021734206,-0.046443287,0.001869515,0.445383359,0.247017022,0.996792243,325
679,179,2506,20,3,25062003,2003,7/09/2025,40,27.59460982,526.8524433,56.20039989,1022.869076,0.247451271,0.039866431,0.094097499,0.02256504,-0.043075578,0.002277381,0.450054916,0.247505489,0.956690545,482
680,180,2506,20,4,25062004,2004,7/09/2025,40,16.13076533,269.5822134,60.84995214,1050.428855,0.21826472,0.042010407,0.081449227,0.02800874,-0.041549972,0.002686904,0.361181506,0.230729426,0.990212518,191
681,181,2506,21,1,25062101,2101,7/09/2025,40,28.36558716,711.3701478,56.70023654,1237.022036,0.236505901,0.047267005,0.088395664,0.025666416,-0.047457732,0.002297182,0.428752464,0.244923789,0.954359872,307
682,182,2506,21,2,25062102,2102,7/09/2025,40,34.82572941,812.8068495,54.19223274,1272.805074,0.251949244,0.043837659,0.089921615,0.02278798,-0.05261867,0.001788524,0.450518193,0.247551551,0.997320794,341
683,183,2506,21,3,25062103,2103,7/09/2025,40,19.84951292,599.2512711,75.33666873,1074.666557,0.125747269,0.036441608,-0.003113158,0.019576406,-0.078610923,0.001545849,0.2254913,0.174644974,0.897216703,188
684,184,2506,21,4,25062104,2104,7/09/2025,40,20.41144982,348.0837659,58.60833945,1151.708026,0.228798849,0.045737453,0.089658684,0.029975087,-0.041818119,0.002705989,0.401166394,0.240231918,0.982739766,213
685,185,2506,22,1,25062201,2201,7/09/2025,40,32.26131403,844.1823275,63.02593145,1383.75522,0.221362408,0.04604862,0.073427523,0.023624177,-0.053985427,0.002041487,0.408178208,0.241568759,0.967793088,273
686,186,2506,22,2,25062202,2202,7/09/2025,40,32.10994425,569.992952,55.08975731,1353.957491,0.25509458,0.047718663,0.100990565,0.027900377,-0.04645501,0.002564521,0.470775381,0.249145922,0.988553306,343
687,187,2506,22,3,25062203,2203,7/09/2025,40,23.88770912,420.3993493,67.57831915,1163.21991,0.172945557,0.042047888,0.033743816,0.023904884,-0.067299266,0.002288662,0.336619163,0.223306702,0.954233118,379
688,188,2506,22,4,25062204,2204,7/09/2025,40,21.95050258,352.3678516,62.02686601,1063.080688,0.198584802,0.041045753,0.058277988,0.024234957,-0.05250833,0.0024479,0.356927668,0.229530308,0.971929569,255
689,189,2506,23,1,25062301,2301,7/09/2025,40,37.3791831,712.7902765,54.82786477,1541.064581,0.26688184,0.050001758,0.089393845,0.027531903,-0.058027354,0.002371689,0.486366197,0.249814119,0.952976342,269
690,190,2506,23,2,25062302,2302,7/09/2025,40,40.07634039,623.6997083,50.238877,1202.37227,0.275070194,0.043547565,0.077388532,0.024520337,-0.064247903,0.00234969,0.490848164,0.249916244,0.987551716,348
691,191,2506,23,3,25062303,2303,7/09/2025,40,37.52224224,705.7007694,52.50914466,1478.922718,0.25142846,0.054846577,0.053724707,0.030883772,-0.076271896,0.002733796,0.463089138,0.248637588,0.971494186,310
692,192,2506,23,4,25062304,2304,7/09/2025,40,35.0671003,527.783384,47.73283212,960.0472415,0.274563444,0.040525612,0.084944383,0.022819158,-0.053068927,0.00217434,0.495297629,0.249977888,0.990832544,367
693,193,2506,24,1,25062401,2401,7/09/2025,40,38.84049114,674.877314,50.19714439,1454.438544,0.333404726,0.045301557,0.151221912,0.027697457,-0.021604975,0.00266264,0.531499057,0.249007809,0.917052455,189
694,194,2506,24,2,25062402,2402,7/09/2025,40,34.11636487,371.0403892,51.30350615,1135.45073,0.309488967,0.036616439,0.126860104,0.024090524,-0.026088916,0.002922811,0.516714072,0.24972064,0.980842144,283
695,195,2506,24,3,25062403,2403,7/09/2025,40,35.50066165,379.4168211,49.16682152,1156.231259,0.316855963,0.038882126,0.128601232,0.025035114,-0.026268266,0.00302445,0.549314413,0.247568089,0.965659917,393
696,196,2506,24,4,25062404,2404,7/09/2025,40,33.30293902,589.695205,55.53018973,1067.084599,0.26900145,0.03533615,0.082826533,0.018795564,-0.041939798,0.001786078,0.437982096,0.24615378,0.967885979,261
697,101,2507,1,1,25070101,101,7/09/2025,40,24.51920153,349.2876402,50.89255026,1135.008414,0.295767728,0.043051403,0.133950424,0.028697415,-0.019094528,0.003136929,0.508868743,0.249921345,0.945356785,305
698,102,2507,1,2,25070102,102,7/09/2025,40,19.24134144,232.6929229,55.41535169,909.9652561,0.257757474,0.035082363,0.108761011,0.02434785,-0.025594807,0.002984231,0.406206003,0.241202686,0.98851727,292
699,103,2507,1,3,25070103,103,7/09/2025,40,19.76464624,290.6003094,51.91890491,1093.026292,0.265089757,0.043249523,0.112392538,0.030415802,-0.033179778,0.003406421,0.448005858,0.247296609,0.833737355,202
700,104,2507,2,1,25070201,201,7/09/2025,40,26.11342325,441.3266446,48.87479516,1231.997047,0.284993462,0.048315482,0.131799765,0.031207892,-0.024672184,0.003459332,0.495846591,0.249982749,0.958622701,234
701,105,2507,2,2,25070202,202,7/09/2025,40,18.66372878,249.2106623,54.75714245,1141.930555,0.237416078,0.047400627,0.103251718,0.033135431,-0.031172035,0.004092,0.405851378,0.241136037,0.987386304,263
702,106,2507,2,3,25070203,203,7/09/2025,40,17.8840249,286.5858061,50.69507874,1056.105367,0.225863695,0.051805334,0.087826545,0.035567153,-0.043397879,0.003977193,0.40263106,0.24051929,0.750205064,137
703,107,2507,3,1,25070301,301,7/09/2025,40,23.91970721,507.9814472,50.99990427,1178.440653,0.243837839,0.052753169,0.097090155,0.033095599,-0.039524614,0.003395475,0.459093468,0.248326656,0.954868579,376
704,108,2507,3,2,25070302,302,7/09/2025,40,19.48237513,333.5797755,52.01551326,1047.987648,0.231137617,0.049823618,0.096451096,0.033360434,-0.039790871,0.003380951,0.417337688,0.243166942,0.991142055,289
705,109,2507,3,3,25070303,303,7/09/2025,40,18.57045903,365.1041738,50.01128696,1116.426144,0.219085673,0.060373997,0.081681903,0.040942898,-0.046929481,0.00410225,0.425485779,0.244447631,0.838424525,177
706,110,2507,4,1,25070401,401,7/09/2025,40,26.23238524,603.8580219,49.43252041,1293.067403,0.249552796,0.060028137,0.095029733,0.038155976,-0.044398711,0.003671148,0.471838919,0.249206953,0.911236672,271
707,111,2507,4,2,25070402,402,7/09/2025,40,26.4291588,563.8261018,44.82969387,1199.563255,0.273220799,0.059546074,0.125492737,0.038732534,-0.033619593,0.003876517,0.479653046,0.249586001,0.981427816,187
708,112,2507,4,3,25070403,403,7/09/2025,40,27.38842719,609.3840146,37.08880187,1318.184758,0.293890052,0.073175966,0.144335353,0.049152453,-0.027304746,0.004749794,0.517508522,0.249693452,0.704685877,77
709,113,2507,5,1,25070501,501,7/09/2025,40,26.29700042,700.281457,47.85075342,1307.756625,0.24970896,0.061506997,0.101266376,0.038308174,-0.036484306,0.003854149,0.475763977,0.249412615,0.936384681,270
710,114,2507,5,2,25070502,502,7/09/2025,40,22.81822534,425.8431372,45.06924615,1183.79138,0.265331049,0.058798983,0.126546608,0.03915317,-0.027610008,0.003887746,0.480696122,0.24962736,0.960372578,221
711,115,2507,5,3,25070503,503,7/09/2025,40,21.15756859,486.8729807,44.46995662,1169.987681,0.233776501,0.065125261,0.09890824,0.042477801,-0.041885789,0.004030163,0.442369444,0.246678719,0.873514617,160
712,116,2507,6,1,25070601,601,7/09/2025,40,31.58190165,622.5156968,42.72493662,1232.689681,0.303619762,0.053635568,0.142959148,0.032922329,-0.028615123,0.003852886,0.558074692,0.24662733,0.961635197,317
713,117,2507,6,2,25070602,602,7/09/2025,40,24.32053954,463.1056628,46.7957648,1149.923737,0.26549221,0.050913759,0.125193104,0.032637487,-0.032980308,0.003968113,0.471671548,0.249197499,0.965916961,279
714,118,2507,6,3,25070603,603,7/09/2025,40,18.74720572,446.0504845,46.47599312,1311.936583,0.239064561,0.066855343,0.108748592,0.04569927,-0.036071489,0.004840232,0.422337341,0.243968511,0.746332039,73
715,119,2507,7,1,25070701,701,7/09/2025,40,17.64982824,381.3812374,55.78222672,1327.982084,0.209815635,0.055611255,0.080365166,0.037056063,-0.043401662,0.004071015,0.367010193,0.232313711,0.880172068,155
716,120,2507,7,2,25070702,702,7/09/2025,40,20.32396508,376.7036076,52.00395383,1087.848158,0.236799348,0.047869414,0.103350016,0.0310263,-0.037946747,0.003381895,0.412475359,0.242339437,0.976723839,250
717,121,2507,7,3,25070703,703,7/09/2025,40,21.56466015,546.3882939,47.8200614,1248.630156,0.241240202,0.061742222,0.098701725,0.03958784,-0.043305636,0.003871101,0.425903496,0.244509708,0.845138712,129
718,122,2507,8,1,25070801,801,7/09/2025,40,21.62811919,554.6762149,54.99331943,1307.458374,0.20711572,0.056690986,0.061884742,0.036294358,-0.051898794,0.003590286,0.385202501,0.236821534,0.848677615,209
719,123,2507,8,2,25070802,802,7/09/2025,40,22.79451862,455.4695514,47.82412823,1093.926285,0.248315837,0.051379444,0.105752145,0.033350228,-0.039563975,0.003114139,0.43803166,0.246159925,0.980715249,277
720,124,2507,8,3,25070803,803,7/09/2025,40,23.59340505,566.7886398,42.04729669,1346.680487,0.262859658,0.069362404,0.119757889,0.046453207,-0.041207042,0.004203004,0.459394008,0.248351153,0.804965185,103
721,125,2507,9,1,25070901,901,7/09/2025,40,23.53541356,573.9165484,48.75155031,1181.572503,0.232487326,0.056360274,0.076804785,0.034603655,-0.040939098,0.00351435,0.439916641,0.24638999,0.930334293,318
722,126,2507,9,2,25070902,902,7/09/2025,40,19.33060132,349.5994762,48.37953527,904.2162796,0.22436012,0.047636284,0.084552219,0.030826829,-0.040706707,0.00324002,0.408252359,0.24158237,0.971764491,296
723,127,2507,9,3,25070903,903,7/09/2025,40,18.30991468,470.9422206,48.73664855,1123.411205,0.195179417,0.063350603,0.062383525,0.041507346,-0.056087678,0.003803135,0.370033509,0.233108711,0.806146443,107
724,128,2507,10,1,25071001,1001,7/09/2025,40,24.14422481,649.7132759,45.83341216,1220.985255,0.244545784,0.06363653,0.095202297,0.039352684,-0.041074375,0.004353572,0.447851552,0.247280539,0.931972293,212
725,129,2507,10,2,25071002,1002,7/09/2025,40,23.1711382,516.9189677,44.56994454,894.6520576,0.244272568,0.052040732,0.099708827,0.032189192,-0.039833242,0.003753543,0.44615861,0.247101105,0.959771058,326
726,130,2507,10,3,25071003,1003,7/09/2025,40,24.1652725,613.8779941,41.33566539,1180.515524,0.247295136,0.069720848,0.103968137,0.046251926,-0.041274656,0.004494917,0.448359386,0.247333247,0.820471695,141
727,131,2507,11,1,25071101,1101,7/09/2025,40,30.45022535,784.9198042,41.44891268,1268.8374,0.281443289,0.063170927,0.115859288,0.038500993,-0.044881665,0.002990315,0.52428169,0.2494104,0.95743944,270
728,132,2507,11,2,25071102,1102,7/09/2025,40,21.44876634,481.6622579,46.42791234,950.1938993,0.231396403,0.051721643,0.088737438,0.032728623,-0.045678018,0.002971207,0.418319063,0.243328224,0.97400751,275
729,133,2507,11,3,25071103,1103,7/09/2025,40,15.03884945,388.7991725,50.03997069,878.2078515,0.17259655,0.053828048,0.047356396,0.034735041,-0.058039394,0.003491325,0.322543385,0.21850915,0.816357406,90
730,134,2507,12,1,25071201,1201,7/09/2025,40,22.45849524,609.905483,46.8496255,1183.467605,0.230697,0.0629266,0.083814526,0.040812489,-0.043531481,0.003750486,0.432533649,0.245448291,0.854593836,219
731,135,2507,12,2,25071202,1202,7/09/2025,40,17.04907509,347.2059989,49.3157136,920.6777239,0.214123617,0.053568301,0.083482385,0.036659383,-0.043080106,0.003269964,0.386322043,0.237077322,0.968814931,255
732,136,2507,12,3,25071203,1203,7/09/2025,40,17.05240482,393.4567322,44.71516108,980.8426565,0.213414138,0.06262078,0.085538777,0.042820573,-0.043052534,0.004047334,0.392515206,0.238447019,0.862491342,129
733,137,2507,13,1,25071301,1301,7/09/2025,40,20.50918,467.5694134,50.59073554,1037.555793,0.197498066,0.052451342,0.040407648,0.033597297,-0.045989858,0.003168445,0.360216265,0.230460507,0.910457826,233
734,138,2507,13,2,25071302,1302,7/09/2025,40,19.46196755,342.739144,47.33332771,883.0718646,0.213671254,0.04778509,0.059882902,0.031804794,-0.038064551,0.003089811,0.388494478,0.237566519,0.94246086,263
735,139,2507,13,3,25071303,1303,7/09/2025,40,14.85237639,377.4043532,50.28146187,909.0199049,0.172081222,0.054320552,0.035485227,0.036219462,-0.049569004,0.003362006,0.317378083,0.216649235,0.835016221,104
736,140,2507,14,1,25071401,1401,7/09/2025,40,23.57873694,512.180169,44.24462652,977.7222228,0.26585294,0.053588573,0.110813171,0.033776674,-0.024491532,0.003624674,0.479854717,0.249594168,0.96300144,303
737,141,2507,14,2,25071402,1402,7/09/2025,40,25.14914405,452.7815346,38.49017907,859.6460297,0.30163788,0.048809329,0.146061287,0.031047412,-0.017182874,0.003159685,0.523144498,0.249464332,0.983869792,287
738,142,2507,14,3,25071403,1403,7/09/2025,40,15.95134389,364.1366138,47.57886967,869.1050905,0.212066749,0.05539633,0.07383139,0.037041676,-0.039894102,0.003806794,0.377415901,0.234973139,0.854791674,100
739,143,2507,15,1,25071501,1501,7/09/2025,40,11.14130465,272.6423546,57.69942285,791.3582138,0.151839574,0.039445669,0.024616413,0.025116751,-0.059599971,0.003069592,0.256904755,0.190904702,0.887772958,167
740,144,2507,15,2,25071502,1502,7/09/2025,40,14.875609,276.0598036,48.82197752,804.0368009,0.207333618,0.044140185,0.071437684,0.029085673,-0.044422242,0.003595235,0.360134051,0.230437516,0.977617381,291
741,145,2507,15,3,25071503,1503,7/09/2025,40,19.05007745,406.7816635,43.15261512,883.9393423,0.245253619,0.052351212,0.098792675,0.034360631,-0.038220137,0.003721324,0.443712153,0.246831678,0.888402865,214
742,146,2507,16,1,25071601,1601,7/09/2025,40,10.14461868,233.7684776,58.66325836,729.6750899,0.157742792,0.033227361,0.023495248,0.022685089,-0.060487829,0.002614825,0.212578475,0.167388867,0.858093207,88
743,147,2507,16,2,25071602,1602,7/09/2025,40,13.30051828,272.2394448,53.75155766,666.0600125,0.179836435,0.03184812,0.037007269,0.020121041,-0.06132089,0.002290443,0.275956284,0.199804413,0.974683775,249
744,148,2507,16,3,25071603,1603,7/09/2025,40,11.2189744,293.9508675,52.84570978,723.3333047,0.166724442,0.038354934,0.02964585,0.025870415,-0.062885498,0.002802735,0.253498916,0.189237216,0.803335764,98
745,149,2507,17,1,25071701,1701,7/09/2025,40,14.32680015,323.8019905,57.0251359,804.9984521,0.194012494,0.036281428,0.049453223,0.023041516,-0.058509786,0.002480972,0.297513447,0.208999196,0.863014947,224
746,150,2507,17,2,25071702,1702,7/09/2025,40,14.88099662,333.5291096,54.26431306,648.434778,0.185630213,0.029446617,0.037219686,0.017576,-0.065055542,0.002091459,0.277533784,0.200508783,0.962235264,285
747,151,2507,17,3,25071703,1703,7/09/2025,40,8.501436134,205.6168598,56.39529171,650.1009096,0.159265622,0.034389235,0.023964314,0.024192234,-0.065612545,0.002691641,0.236089209,0.180351095,0.762581798,84
748,152,2507,18,1,25071801,1801,7/09/2025,40,10.78973463,180.3510784,63.68983041,808.5737323,0.176382262,0.029020921,0.043134216,0.020389503,-0.047941362,0.002058,0.240999493,0.182918737,0.895315348,172
749,153,2507,18,2,25071802,1802,7/09/2025,40,13.24471861,218.0612327,51.63105177,842.5116989,0.230063073,0.038613434,0.092616011,0.02768122,-0.030700867,0.002697299,0.344403132,0.225789615,0.963876283,179
750,154,2507,18,3,25071803,1803,7/09/2025,40,10.89321208,232.953235,54.21353641,754.358937,0.196211533,0.038475046,0.059127949,0.026716139,-0.042655285,0.002844749,0.298938596,0.209574312,0.854924263,104
751,155,2507,19,1,25071901,1901,7/09/2025,40,10.21914954,179.6447361,65.4791439,869.6305169,0.164009875,0.034374182,0.034709851,0.024282459,-0.060061244,0.00227857,0.253139961,0.189060121,0.883352167,183
752,156,2507,19,2,25071902,1902,7/09/2025,40,11.45959269,208.57033,60.46787979,743.4675688,0.16672353,0.032129651,0.036096309,0.021560349,-0.058744084,0.002192033,0.251147855,0.18807261,0.953104781,183
753,157,2507,19,3,25071903,1903,7/09/2025,40,13.32625472,317.7206293,58.84184645,851.4548991,0.187220509,0.037468251,0.047198873,0.023546843,-0.060788753,0.002236838,0.304033121,0.211596982,0.894617894,199
754,158,2507,20,1,25072001,2001,7/09/2025,40,12.86745495,257.743862,63.30269143,1121.494112,0.198209841,0.044152606,0.066365066,0.031261051,-0.043986253,0.003502884,0.319904279,0.217565531,0.860671126,171
755,159,2507,20,2,25072002,2002,7/09/2025,40,15.5589345,329.8850355,59.25525709,1026.848969,0.208691035,0.040960234,0.069091677,0.026645157,-0.046495298,0.002862551,0.324407276,0.219167195,0.958623455,157
756,160,2507,20,3,25072003,2003,7/09/2025,40,14.66416082,316.8307602,60.63642201,1089.265166,0.198470674,0.043534596,0.051386582,0.028887833,-0.05445813,0.003170452,0.33606442,0.223125126,0.83301438,129
757,161,2507,21,1,25072101,2101,7/09/2025,40,16.05112613,353.4651226,65.60219031,1180.936553,0.181654265,0.043408152,0.053009105,0.028584005,-0.051011266,0.003066403,0.292539414,0.206960105,0.898115408,122
758,162,2507,21,2,25072102,2102,7/09/2025,40,23.18222523,418.9549103,53.35826645,1164.908033,0.254120602,0.044822476,0.108937447,0.028315113,-0.034873379,0.003103327,0.431190335,0.24526523,0.986658404,318
759,163,2507,21,3,25072103,2103,7/09/2025,40,18.07618002,442.5056025,61.53407121,1128.404,0.205459834,0.042352061,0.064375286,0.026230346,-0.045340904,0.00307564,0.337585896,0.223621659,0.877636208,143
760,164,2507,22,1,25072201,2201,7/09/2025,40,18.87553491,337.7313834,61.04536037,1452.36969,0.214951065,0.055646109,0.083017412,0.038336554,-0.042212087,0.004380107,0.375394144,0.234473381,0.92040608,149
761,165,2507,22,2,25072202,2202,7/09/2025,40,21.77171433,337.896639,54.60585435,1230.154907,0.244563917,0.046475788,0.107752778,0.031141193,-0.031776319,0.004084518,0.425355684,0.244428226,0.997958477,327
762,166,2507,22,3,25072203,2203,7/09/2025,40,18.13534978,378.0381184,60.48405993,1399.091584,0.216623312,0.054845868,0.08770429,0.037800617,-0.041236732,0.004466423,0.364791033,0.231718535,0.846420239,97
763,167,2507,23,1,25072301,2301,7/09/2025,40,20.03220539,305.7478508,59.68570462,1422.711991,0.223088667,0.057540039,0.084685181,0.040260099,-0.043918937,0.004330836,0.377512527,0.234996819,0.902489702,115
764,168,2507,23,2,25072302,2302,7/09/2025,40,20.75973861,348.0921773,57.11165817,1325.275981,0.229799882,0.049523239,0.096158538,0.03283581,-0.036266813,0.004057494,0.37720756,0.234922017,0.948471648,156
765,169,2507,23,3,25072303,2303,7/09/2025,40,18.69704565,366.9745155,63.88487902,1289.735751,0.202732854,0.049051175,0.068467983,0.031638343,-0.046625449,0.003812266,0.345790971,0.226219575,0.812284699,119
766,170,2507,24,1,25072401,2401,7/09/2025,40,23.86843884,268.2921645,53.51527935,1361.534817,0.322353459,0.048782195,0.155469604,0.037983365,0.002213021,0.004826309,0.506392205,0.24995914,0.87701646,132
767,171,2507,24,2,25072402,2402,7/09/2025,40,23.50501154,278.7609834,50.99550649,1319.838024,0.325730087,0.044967566,0.163140016,0.035429166,0.006429224,0.004308172,0.490793401,0.249915239,0.935882482,141
768,172,2507,24,3,25072403,2403,7/09/2025,40,21.94145641,278.7278466,56.21957648,1337.233383,0.297745714,0.043438846,0.1371856,0.032723801,-0.006326705,0.004038037,0.458577382,0.248284167,0.851843751,136
