fid,id,Trial,Row,Column,MasonPlot#,layer,path,,723ExG_mean,723ExG_variance,723ExR_mean,723ExR_variance,723NDVI_mean,723NDVI_variance,723gNDVI_mean,723gNDVI_variance,723NDRE_mean,723NDRE_variance,723THRESH_mean,723THRESH_variance,723HA_mean,
739,143,2507,15,1,25071501,1501,7/23/2025,55,23.05579223,382.2037527,195.6626201,7088601.56,0.25473937,0.032344122,0.099654914,0.018020485,-0.036419846,0.002499835,0.505297941,0.249971932,0.965935188,122
740,144,2507,15,2,25071502,1502,7/23/2025,55,23.87394889,264.2799777,227.5524845,4975355.997,0.350715489,0.042957073,0.203217185,0.029560846,-0.00154836,0.003425095,0.654717702,0.226062433,0.918433188,90
741,145,2507,15,3,25071503,1503,7/23/2025,55,29.02791358,431.08064,-64.2779777,5532873.285,0.28593639,0.030850008,0.124263639,0.017782547,-0.038916839,0.002386884,0.552017043,0.247294227,0.981426801,143
742,146,2507,16,1,25071601,1601,7/23/2025,55,20.07183422,284.5443129,558.0015014,5365897.485,0.27382735,0.036225196,0.131268843,0.022056856,-0.026195072,0.002952871,0.513842625,0.249808382,0.979749189,137
743,147,2507,16,2,25071602,1602,7/23/2025,55,26.21297105,366.5537968,79.07935031,6235844.435,0.335492952,0.039905664,0.180501878,0.024432398,-0.014832686,0.003357679,0.632250137,0.232509901,0.9087993,83
744,148,2507,16,3,25071603,1603,7/23/2025,55,20.75040952,262.1214438,641.7592172,4983644.147,0.296416894,0.039117024,0.158573255,0.024383183,-0.018604462,0.00329421,0.558425248,0.24658649,0.747179235,48
745,149,2507,17,1,25071701,1701,7/23/2025,55,16.21549723,268.7604328,1197.819709,5972104.239,0.219665704,0.037674331,0.08904017,0.022191795,-0.040418924,0.002213191,0.411930189,0.242243708,0.965603981,101
746,150,2507,17,2,25071702,1702,7/23/2025,55,19.43155193,304.8585484,960.7715562,5900192.915,0.238567772,0.034635075,0.102435251,0.019821717,-0.046767769,0.001826239,0.446325678,0.247119067,0.934183906,120
747,151,2507,17,3,25071703,1703,7/23/2025,55,13.22969983,148.7475548,1333.072499,3541486.203,0.227272918,0.034247438,0.107235132,0.022491096,-0.034375511,0.002627352,0.407478218,0.24143972,0.968341049,98
748,152,2507,18,1,25071801,1801,7/23/2025,55,17.44042809,241.0573609,783.5247187,4664572.008,0.274390918,0.037140824,0.137980168,0.023424182,-0.017092207,0.00241872,0.502675549,0.249992841,0.97025426,96
749,153,2507,18,2,25071802,1802,7/23/2025,55,18.26390823,261.0995727,716.6442005,5548824.405,0.281696735,0.041050741,0.143196891,0.025937898,-0.017524995,0.003019646,0.524429878,0.249403181,0.88843525,72
750,154,2507,18,3,25071803,1803,7/23/2025,55,20.66518332,290.0953837,414.7961346,4495107.424,0.296021382,0.036480481,0.150472736,0.021701488,-0.020463466,0.00224907,0.536105272,0.248696409,0.823381452,57
751,155,2507,19,1,25071901,1901,7/23/2025,55,17.04697015,243.8553541,907.466305,5006069.495,0.26346154,0.042011712,0.129338891,0.026571782,-0.020135183,0.003097814,0.499440181,0.249999687,0.913291531,93
752,156,2507,19,2,25071902,1902,7/23/2025,55,19.81798078,277.1931713,610.9584686,5204190.775,0.292977032,0.041507739,0.15328745,0.025809618,-0.018177782,0.002741574,0.538085618,0.248549486,0.888483832,63
753,157,2507,19,3,25071903,1903,7/23/2025,55,21.00849332,283.5859398,656.1111176,4459590.334,0.267289545,0.036162559,0.124586917,0.022305114,-0.033070991,0.002357977,0.501242592,0.249998456,0.944862658,94
754,158,2507,20,1,25072001,2001,7/23/2025,55,20.48304483,261.3057929,640.9758476,6322619.349,0.305651396,0.039965682,0.169327471,0.023773718,-0.005854736,0.003928511,0.579560968,0.243670052,0.970237119,103
755,159,2507,20,2,25072002,2002,7/23/2025,55,21.9071571,300.7314474,573.3041147,7302631.218,0.283839698,0.036832845,0.142541149,0.020220356,-0.029115785,0.003167693,0.533437099,0.24888196,0.969033646,126
756,160,2507,20,3,25072003,2003,7/23/2025,55,22.98615473,285.6957858,232.929496,6111625.246,0.297022773,0.035971792,0.14501907,0.020203094,-0.020343998,0.003188319,0.576613234,0.244130412,0.926851497,63
757,161,2507,21,1,25072101,2101,7/23/2025,55,24.85635495,378.7328132,771.4068423,5689537.595,0.273075933,0.036831387,0.137580126,0.020561493,-0.029356205,0.002353026,0.515959044,0.249745309,0.961232115,168
758,162,2507,21,2,25072102,2102,7/23/2025,55,36.59113247,381.2930217,-780.0783388,4623213.621,0.416673212,0.027066484,0.242461626,0.01588154,0.009217313,0.002471129,0.795184012,0.162866399,0.981318121,136
759,163,2507,21,3,25072103,2103,7/23/2025,55,36.6743659,406.2470626,-775.0886558,4457393.132,0.386085442,0.026811849,0.209408241,0.014897379,-0.003055953,0.001932806,0.746361973,0.189305778,0.950441091,94
760,164,2507,22,1,25072201,2201,7/23/2025,55,29.14717527,378.411073,211.8008409,5324816.345,0.342471846,0.03615238,0.196968054,0.021490102,-0.001962704,0.002232416,0.636703711,0.231312095,0.97207488,132
761,165,2507,22,2,25072202,2202,7/23/2025,55,35.86968985,387.0298414,-589.432281,5114095.224,0.381113972,0.02659361,0.212612594,0.016256989,0.000924285,0.002102651,0.741208911,0.191818261,0.98707643,172
762,166,2507,22,3,25072203,2203,7/23/2025,55,29.29360505,339.9516031,152.2073812,4441119.872,0.356921726,0.036930442,0.209939118,0.022005722,0.002640077,0.002388148,0.657551834,0.225177419,0.842774861,65
763,167,2507,23,1,25072301,2301,7/23/2025,55,27.9909354,312.8047559,238.6392614,5045781.525,0.331830884,0.03715026,0.184034365,0.02471612,-0.004324108,0.002431548,0.599492164,0.240101309,0.946194226,125
764,168,2507,23,2,25072302,2302,7/23/2025,55,33.2079727,416.4034641,-194.8882897,5344985.405,0.379853061,0.040811404,0.222480394,0.026989933,0.001114752,0.002794286,0.674566553,0.219526519,0.883408971,92
765,169,2507,23,3,25072303,2303,7/23/2025,55,31.4098195,454.7277089,-249.4780039,6314642.399,0.265795943,0.033089596,0.096650877,0.017794852,-0.047828215,0.002295273,0.544660168,0.248005469,0.956291922,111
766,170,2507,24,1,25072401,2401,7/23/2025,55,36.89972685,407.1894809,-1444.161868,3205795.255,0.464755177,0.020982514,0.273374195,0.014305894,0.041694404,0.002240519,0.839715925,0.134593091,0.957550351,142
767,171,2507,24,2,25072402,2402,7/23/2025,55,32.86715444,312.6854016,-895.6194927,3239302.075,0.431942513,0.02876605,0.254375553,0.02064519,0.028177223,0.003039285,0.769581479,0.177325826,0.936368773,112
768,172,2507,24,3,25072403,2403,7/23/2025,55,37.04205927,402.2868559,-1172.358219,3154094.228,0.413782795,0.028900408,0.222978577,0.018624297,0.007652683,0.002516686,0.741390141,0.1917308,0.796124822,53
769,101,2508,1,1,25080101,101,7/23/2025,55,24.98396919,306.9687738,380.094011,4186740.733,0.314624444,0.035457152,0.168658031,0.022899985,-0.013685139,0.002529625,0.55692711,0.246759304,0.928654758,91
770,102,2508,1,2,25080102,102,7/23/2025,55,27.05035225,288.6947504,24.38549498,4858693.027,0.338499802,0.030610838,0.182583784,0.019329937,-0.011889333,0.002154853,0.633335154,0.232221737,0.922612864,88
771,103,2508,1,3,25080103,103,7/23/2025,55,26.630452,348.2804492,226.1247471,4737938.909,0.329847845,0.037669456,0.178044994,0.023405791,-0.007374183,0.002661511,0.597869726,0.240421517,0.635172326,35
772,104,2508,1,4,25080104,104,7/23/2025,55,23.16140571,312.0033021,427.1019171,4005073.153,0.321725013,0.037007149,0.179359346,0.023777541,-0.0077107,0.0026428,0.547703566,0.24772437,0.867613284,79
773,105,2508,2,1,25080201,201,7/23/2025,55,24.59918619,328.0931852,475.5919384,4758068.945,0.293602727,0.034654515,0.14722794,0.021514668,-0.028329524,0.002300024,0.556447649,0.246813663,0.9856557,113
774,106,2508,2,2,25080202,202,7/23/2025,55,21.88758737,341.0167703,512.9400014,6104694.997,0.301852895,0.045536226,0.15629468,0.029204364,-0.01441855,0.003800818,0.546745304,0.247814877,0.926052166,77
775,107,2508,2,3,25080203,203,7/23/2025,55,25.83699779,320.0666212,42.02976025,4494366.706,0.358738922,0.035979512,0.205996772,0.022270298,0.011008167,0.003251364,0.655504875,0.225818234,0.806518054,54
776,108,2508,2,4,25080204,204,7/23/2025,55,28.36861503,358.2339392,-244.7437658,5068093.25,0.376814714,0.034184645,0.218052355,0.02015183,0.00716487,0.003523518,0.690027028,0.213889729,0.93199424,85
777,109,2508,3,1,25080301,301,7/23/2025,55,26.20531302,313.3373207,240.3294614,5049474.091,0.326546922,0.036336645,0.177733117,0.022505496,-0.01753006,0.002419792,0.615338412,0.236697051,0.990158018,136
778,110,2508,3,2,25080302,302,7/23/2025,55,27.08908431,365.7967995,447.6724246,5935760.586,0.309780962,0.040693981,0.16250279,0.024565437,-0.028917912,0.002283477,0.599748751,0.240050187,0.962085999,102
779,111,2508,3,3,25080303,303,7/23/2025,55,30.28730172,380.8308549,81.07098526,4413099.818,0.349237316,0.032939565,0.197400016,0.01923046,-0.009429857,0.002003751,0.658858219,0.224764066,0.767105311,61
780,112,2508,3,4,25080304,304,7/23/2025,55,22.15933361,263.8208507,614.7597104,3940492.671,0.319375837,0.036355115,0.183719779,0.024038186,-0.008925757,0.003438644,0.578451454,0.243845369,0.967189807,134
781,113,2508,4,1,25080401,401,7/23/2025,55,27.69425325,378.134914,564.1392711,6799906.815,0.309587718,0.037770692,0.170728135,0.021950426,-0.026300417,0.002493545,0.588359008,0.242192686,0.968612726,145
782,114,2508,4,2,25080402,402,7/23/2025,55,22.89513773,281.9213253,1183.28769,7684669.15,0.288658759,0.046800231,0.162646197,0.030103902,-0.034709818,0.003085546,0.577302138,0.24402438,0.97707141,149
783,115,2508,4,3,25080403,403,7/23/2025,55,32.83001147,248.0419279,-336.6885435,3027466.756,0.464931333,0.022155639,0.313711114,0.014125139,0.039728862,0.002074814,0.871102495,0.112282938,0.981718764,99
784,116,2508,4,4,25080404,404,7/23/2025,55,36.02782101,483.8263208,-109.7243561,5423851.007,0.363035437,0.034891647,0.205589629,0.02011246,-0.015481254,0.003067114,0.687170666,0.214967142,0.92288063,102
785,117,2508,5,1,25080501,501,7/23/2025,55,29.45632526,337.618652,45.93571226,5179550.907,0.335938524,0.030356043,0.181849582,0.018225339,-0.019680215,0.002410198,0.670835267,0.220815311,0.993839087,156
786,118,2508,5,2,25080502,502,7/23/2025,55,34.09579988,304.5862672,-522.429368,3695179.268,0.423175489,0.026591055,0.25855002,0.016638147,0.000487083,0.001983579,0.797749741,0.161345092,0.980752757,155
787,119,2508,5,3,25080503,503,7/23/2025,55,24.40604687,323.7420195,929.9835914,5923287.336,0.28871871,0.046556437,0.153144835,0.030039167,-0.031190534,0.002861315,0.575189818,0.244346491,0.933180227,94
788,120,2508,5,4,25080504,504,7/23/2025,55,28.52568479,298.1960317,-107.4127209,4434351.183,0.385792963,0.028012526,0.233566379,0.018045793,0.00575668,0.002306465,0.731873174,0.196234831,0.975230562,151
789,121,2508,6,1,25080601,601,7/23/2025,55,24.90221191,374.9703665,805.5688048,5508574.307,0.263949972,0.03885019,0.124519219,0.023959529,-0.043365804,0.002468588,0.512206445,0.249851003,0.991488664,152
790,122,2508,6,2,25080602,602,7/23/2025,55,26.3740308,394.4231129,556.9218084,5354662.427,0.292146642,0.037048273,0.148577132,0.022214657,-0.034836354,0.002222355,0.553319865,0.247156992,0.967537912,106
791,123,2508,6,3,25080603,603,7/23/2025,55,26.05634765,350.3634534,397.7354914,4265487.091,0.335338561,0.039963321,0.190982156,0.025519953,-0.007461018,0.002809176,0.62345679,0.234758421,0.756880901,52
792,124,2508,6,4,25080604,604,7/23/2025,55,26.40962211,323.2392106,-106.2814055,4302938.928,0.349983514,0.031676047,0.193342237,0.019492518,0.003264194,0.002682901,0.657710791,0.225127306,0.950037367,105
793,125,2508,7,1,25080701,701,7/23/2025,55,21.9858309,308.4319432,609.8005791,5175809.04,0.268021638,0.041355713,0.12339519,0.026348111,-0.03583998,0.002734192,0.524420541,0.249403637,0.953651557,95
794,126,2508,7,2,25080702,702,7/23/2025,55,29.09628983,359.7161098,-144.4485951,4655346.984,0.363331354,0.038847225,0.203052388,0.025138648,-0.009563213,0.002476048,0.680034945,0.217587419,0.819122954,72
795,127,2508,7,3,25080703,703,7/23/2025,55,27.28051678,370.4081039,196.1973718,5337179.81,0.318001261,0.039162092,0.161682647,0.024006443,-0.019059959,0.002627232,0.625631641,0.234216691,0.891784992,83
796,128,2508,7,4,25080704,704,7/23/2025,55,23.86666303,328.5793984,339.4473397,5410878.081,0.294992105,0.035181573,0.143812436,0.021383566,-0.023350614,0.002878809,0.56714625,0.245491381,0.980242773,144
797,129,2508,8,1,25080801,801,7/23/2025,55,25.20705002,443.3660152,862.6066131,7958616.651,0.235509903,0.044424079,0.093522768,0.026199487,-0.053824162,0.003114171,0.477282656,0.249483922,0.975885387,137
798,130,2508,8,2,25080802,802,7/23/2025,55,26.89209556,385.129599,101.865016,7743791.029,0.290686085,0.0363572,0.133992633,0.020846222,-0.031716284,0.002773443,0.585283276,0.242726763,0.987679073,123
799,131,2508,8,3,25080803,803,7/23/2025,55,34.8050579,407.1529524,-242.8959087,4884642.574,0.382115269,0.040329201,0.217987656,0.025108091,-0.013829088,0.002475457,0.721624426,0.200882614,0.914939763,86
800,132,2508,8,4,25080804,804,7/23/2025,55,26.62812039,343.8280026,226.4672804,4789760.408,0.320763726,0.036051701,0.170016215,0.02248786,-0.014702464,0.003055403,0.612279456,0.237393324,0.956764245,118
801,133,2508,9,1,25080901,901,7/23/2025,55,31.1131349,346.5143168,29.49950263,4103772.18,0.369139392,0.036543445,0.219684614,0.023074597,-0.00504857,0.002723914,0.693364282,0.212610255,0.959043435,107
802,134,2508,9,2,25080902,902,7/23/2025,55,32.66735836,363.9443666,-63.64328735,4119771.728,0.361777,0.030353912,0.206790256,0.01843413,-0.021822344,0.002223247,0.687808874,0.214727827,0.989373918,183
803,135,2508,9,3,25080903,903,7/23/2025,55,33.39192178,262.4140298,-333.9722586,2540530.281,0.436044477,0.02509126,0.279686474,0.016136569,0.025236937,0.001815212,0.826774449,0.143218459,0.936955492,136
804,136,2508,9,4,25080904,904,7/23/2025,55,28.31717773,337.8818683,147.0024738,5112359.703,0.337476438,0.035873934,0.18587528,0.022342824,-0.002487082,0.00253881,0.642656254,0.229649193,0.964582574,127
805,137,2508,10,1,25081001,1001,7/23/2025,55,39.87849166,466.9503123,-397.8609128,4978800.76,0.39663277,0.0402934,0.230659346,0.025830235,-0.003152536,0.002939707,0.769926003,0.177139953,0.952735094,127
806,138,2508,10,2,25081002,1002,7/23/2025,55,45.26451313,469.9703638,-879.5722303,4530259.074,0.418380017,0.032142699,0.237797842,0.020099278,-0.000335736,0.00221574,0.805854404,0.156453083,0.934586082,150
807,139,2508,10,3,25081003,1003,7/23/2025,55,38.22465312,475.9110463,-85.84723049,5130308.486,0.338404138,0.040027155,0.175351874,0.023726706,-0.014958676,0.002123828,0.666502786,0.222276822,0.93432493,112
808,140,2508,10,4,25081004,1004,7/23/2025,55,36.95631757,420.5494733,-397.8175764,4577410.102,0.385663111,0.036609994,0.219298862,0.023973086,0.005501058,0.003171672,0.75576062,0.184586505,0.92784501,121
809,141,2508,11,1,25081101,1101,7/23/2025,55,34.3207372,417.570329,42.28621999,5588900.165,0.374716502,0.043858835,0.223147012,0.027989403,-0.006250372,0.003566407,0.727317406,0.198326797,0.900625194,110
810,142,2508,11,2,25081102,1102,7/23/2025,55,28.18076041,281.0751045,767.2645583,5291550.775,0.327225419,0.04482915,0.192111717,0.029472238,-0.021651449,0.002846357,0.647711133,0.228181421,0.995498123,166
811,143,2508,11,3,25081103,1103,7/23/2025,55,32.31363338,434.6972426,176.4897586,4672805.922,0.3728467,0.042687232,0.227306927,0.026718422,0.004619734,0.002836126,0.686830894,0.215094217,0.853734553,79
812,144,2508,11,4,25081104,1104,7/23/2025,55,36.58310121,479.915168,-226.4542678,5443817.879,0.369914407,0.037346189,0.209204134,0.022260163,-0.008748212,0.002086262,0.702687203,0.208917898,0.918326802,90
813,145,2508,12,1,25081201,1201,7/23/2025,55,34.43525877,422.0985465,-72.44857556,6215378.457,0.348678436,0.039019784,0.189589649,0.024274842,-0.024834593,0.003045684,0.704028404,0.208372411,0.960450536,123
814,146,2508,12,2,25081202,1202,7/23/2025,55,34.90845051,414.5192091,-200.0643714,5299837.497,0.406358873,0.040132639,0.25123883,0.025915935,0.002986718,0.003469214,0.765488055,0.179516093,0.963054097,138
815,147,2508,12,3,25081203,1203,7/23/2025,55,35.35664947,348.2975971,-373.5690295,4355188.272,0.38963646,0.029043582,0.226228767,0.018881473,-0.000198158,0.00241533,0.789062713,0.166442748,0.939379579,116
816,148,2508,12,4,25081204,1204,7/23/2025,55,36.90605804,451.5600684,-395.238652,4288143.078,0.383576195,0.034312558,0.219357855,0.020391533,-0.012047175,0.001981134,0.726255153,0.198808606,0.914512778,123
817,149,2508,13,1,25081301,1301,7/23/2025,55,27.18835831,378.3074649,571.4999044,7151113.437,0.322817542,0.045225082,0.186898463,0.027995005,-0.018870462,0.003177855,0.595407759,0.240897359,0.949075002,93
818,150,2508,13,2,25081302,1302,7/23/2025,55,30.98694774,424.2765486,313.1198244,8078232.845,0.336264711,0.041746036,0.190754567,0.024127065,-0.018028455,0.002842347,0.653869259,0.226324251,0.923190493,103
819,151,2508,13,3,25081303,1303,7/23/2025,55,23.4700101,275.8975759,1209.32981,6193959.361,0.262853791,0.043512828,0.13585949,0.027624645,-0.039284808,0.002647528,0.539517868,0.248438338,0.96172493,95
820,152,2508,13,4,25081304,1304,7/23/2025,55,30.50755155,414.6977376,98.8674865,5310770.144,0.336835065,0.038209171,0.184478958,0.022710902,-0.022072094,0.002688487,0.642496245,0.22969482,0.946379427,97
821,153,2508,14,1,25081401,1401,7/23/2025,55,31.11090482,366.0264704,-18.61509313,3907481.254,0.366368545,0.027513064,0.215764582,0.016725785,-0.006833119,0.001756036,0.694670453,0.212103415,0.966516596,146
822,154,2508,14,2,25081402,1402,7/23/2025,55,28.61741338,329.5471596,81.21558481,4773597.443,0.35809261,0.031948899,0.209274249,0.019944471,-0.0042289,0.002205681,0.683730581,0.216243074,0.972531078,160
823,155,2508,14,3,25081403,1403,7/23/2025,55,33.16678046,270.3874286,-408.775749,2441969.745,0.462698921,0.020588624,0.307974453,0.012955407,0.032411453,0.001526929,0.855750061,0.123441894,0.843986367,88
824,156,2508,14,4,25081404,1404,7/23/2025,55,28.21263693,373.6645678,-59.37354571,5571918.626,0.33196743,0.028414266,0.177386136,0.015416446,-0.013783721,0.002299168,0.635561505,0.231623078,0.982155551,118
825,157,2508,15,1,25081501,1501,7/23/2025,55,26.88857931,337.5508895,18.93384709,4898755.087,0.338580355,0.033842224,0.186158,0.021091959,-0.014558273,0.00255715,0.65068699,0.227293431,0.942314001,101
826,158,2508,15,2,25081502,1502,7/23/2025,55,24.74050616,350.1630542,349.0482457,6114642.265,0.312691857,0.041029733,0.167465095,0.025692048,-0.020961676,0.002807113,0.591143629,0.241692839,0.94458824,119
827,159,2508,15,3,25081503,1503,7/23/2025,55,24.83714769,376.3202947,345.640889,5331386.569,0.299333083,0.039167543,0.152209892,0.024047494,-0.013929315,0.002774926,0.573000874,0.244670872,0.805588466,65
828,160,2508,15,4,25081504,1504,7/23/2025,55,26.37980835,357.4083406,2.319375483,4243134.12,0.354090714,0.037027417,0.200785435,0.024066973,0.002908573,0.002628428,0.647110213,0.228358585,0.887088543,65
829,161,2508,16,1,25081601,1601,7/23/2025,55,27.8580987,324.0584614,8.364038651,4937004.381,0.326076926,0.031337682,0.170631025,0.019322909,-0.025961901,0.002210806,0.62023104,0.235544497,0.942473843,161
830,162,2508,16,2,25081602,1602,7/23/2025,55,21.54290316,310.6714851,401.9522833,6885469.032,0.274020264,0.040838329,0.125528545,0.024814808,-0.027983464,0.003028098,0.524611647,0.249394267,0.948675889,119
831,163,2508,16,3,25081603,1603,7/23/2025,55,25.20949728,440.5131137,410.0611014,5688694.613,0.265873621,0.046645904,0.111374,0.028423229,-0.036723803,0.00270894,0.527538844,0.249241612,0.907150539,70
832,164,2508,16,4,25081604,1604,7/23/2025,55,25.09003795,371.0408981,-115.4751258,4847882.436,0.327456489,0.035749619,0.167723355,0.021392883,-0.007468028,0.00254052,0.596658385,0.240657157,0.934931195,93
833,165,2508,17,1,25081701,1701,7/23/2025,55,18.87312251,280.6439054,639.6563169,5042858.622,0.268485887,0.041015832,0.129148962,0.02538682,-0.026004187,0.003553078,0.513709105,0.24981206,0.969067279,99
834,166,2508,17,2,25081702,1702,7/23/2025,55,23.25378147,350.0700623,237.3106207,5032569.343,0.307945807,0.039078457,0.158759252,0.02381927,-0.020581309,0.003154908,0.579369847,0.243700427,0.978636529,107
835,167,2508,17,3,25081703,1703,7/23/2025,55,25.09736785,310.9846217,-149.3997384,4456719.092,0.338254403,0.030594077,0.178025983,0.018556049,-0.007028037,0.00259541,0.660523154,0.224232317,0.891086402,83
836,168,2508,17,4,25081704,1704,7/23/2025,55,29.25019801,398.2952598,-287.4177525,4606631.099,0.354273739,0.035031315,0.188853982,0.022113551,-0.011558006,0.002492843,0.661504848,0.223916184,0.898126208,143
837,169,2508,18,1,25081801,1801,7/23/2025,55,24.99576618,342.5713287,-32.0325923,4853190.281,0.334324599,0.035128171,0.176393108,0.021215723,-0.014483268,0.002304361,0.624255668,0.234560529,0.889889361,79
838,170,2508,18,2,25081802,1802,7/23/2025,55,24.81750171,359.9048787,53.29556278,5292499.571,0.315420969,0.032948223,0.158293033,0.01949881,-0.018910358,0.002219095,0.591208191,0.241681066,0.925940103,132
839,171,2508,18,3,25081803,1803,7/23/2025,55,24.63916118,355.7995936,44.14809231,4391451.739,0.329584154,0.033612813,0.174156003,0.020366191,-0.004199681,0.00248977,0.609616907,0.237984134,0.87067787,63
840,172,2508,18,4,25081804,1804,7/23/2025,55,32.66320819,401.6333836,-661.5455235,3938688.574,0.388601152,0.025981224,0.215778319,0.015539908,-0.00131602,0.00219319,0.738566553,0.193086,0.964837769,133
841,173,2508,19,1,25081901,1901,7/23/2025,55,31.60888209,360.7847265,-538.5635376,3983066.728,0.372988365,0.027515655,0.20115946,0.016754026,-0.012677105,0.001806811,0.715210444,0.203684465,0.984925814,160
842,174,2508,19,2,25081902,1902,7/23/2025,55,25.01651967,466.9214703,429.9099912,5978522.892,0.274187164,0.043264096,0.121018873,0.025880962,-0.04015298,0.002297851,0.523386943,0.249453051,0.971565536,109
843,175,2508,19,3,25081903,1903,7/23/2025,55,31.68029608,387.7956644,-418.5399756,3970576.43,0.348057496,0.026935825,0.17697438,0.01572244,-0.015215769,0.001658868,0.662378455,0.223633237,0.967937735,139
844,176,2508,19,4,25081904,1904,7/23/2025,55,14.8237687,249.4986193,1330.634836,5286562.094,0.218932589,0.047453893,0.08765018,0.031728833,-0.047013521,0.00318729,0.432810964,0.245485633,0.940669316,86
845,177,2508,20,1,25082001,2001,7/23/2025,55,31.26315215,413.5587233,-350.944989,5689635.885,0.335196415,0.033863222,0.165866764,0.019969382,-0.02507527,0.002465098,0.646509596,0.228534938,0.979787486,158
846,178,2508,20,2,25082002,2002,7/23/2025,55,27.34737245,377.8961575,-53.11688432,6600933.772,0.311076928,0.036783042,0.149670286,0.022360912,-0.030863601,0.002628855,0.612094395,0.237434847,0.987004702,133
847,179,2508,20,3,25082003,2003,7/23/2025,55,32.10868021,394.5421873,-204.3483942,4624447.524,0.330646042,0.025889025,0.165767544,0.015201067,-0.018551402,0.00161171,0.643395608,0.2294377,0.991779374,170
848,180,2508,20,4,25082004,2004,7/23/2025,55,35.4855676,401.4125761,-672.0161997,4815672.885,0.377793005,0.022667434,0.203132933,0.01371566,-0.010173295,0.001470642,0.735164805,0.194697514,0.999088672,178
849,181,2508,21,1,25082101,2101,7/23/2025,55,29.82947472,410.1473435,10.56147218,5011356.779,0.338471325,0.040524292,0.183280968,0.024444214,-0.011345466,0.002512182,0.630692366,0.232919505,0.8858023,73
850,182,2508,21,2,25082102,2102,7/23/2025,55,31.90649485,461.5002524,92.1491712,6240754.732,0.314235096,0.04035975,0.157154479,0.02297267,-0.022195956,0.002342331,0.614567692,0.236874244,0.993493001,164
851,183,2508,21,3,25082103,2103,7/23/2025,55,24.89374539,399.4246214,749.3722516,5611091.984,0.266542383,0.038774353,0.127548176,0.022125945,-0.026864125,0.002140281,0.525376068,0.249356055,0.955419469,101
852,184,2508,21,4,25082104,2104,7/23/2025,55,22.1990335,290.5288188,411.2738741,5102610.56,0.311267903,0.036086572,0.168530195,0.02105298,-0.00364839,0.002670332,0.581347094,0.24338265,0.945085388,104
853,185,2508,22,1,25082201,2201,7/23/2025,55,46.8632565,355.4157288,-1391.785444,3239486.011,0.456502112,0.018046341,0.262873385,0.012329174,0.001243869,0.002024962,0.887016605,0.100218148,0.976504256,150
854,186,2508,22,2,25082202,2202,7/23/2025,55,34.19739536,427.1002493,-298.3085435,5883970.704,0.352928043,0.034616494,0.187286282,0.019253004,-0.020545006,0.002061298,0.68299342,0.216513408,0.963837194,114
855,187,2508,22,3,25082203,2203,7/23/2025,55,31.3836825,441.8020107,-17.97917525,5520239.86,0.317551132,0.035199673,0.159205431,0.019179203,-0.024553911,0.001960922,0.612630084,0.237314464,0.922712359,93
856,188,2508,22,4,25082204,2204,7/23/2025,55,38.75378188,408.8149978,-698.5893122,4633351.409,0.399501581,0.027258629,0.224201613,0.014862959,-0.021062127,0.00155582,0.758096226,0.183386338,0.988735783,147
857,189,2508,23,1,25082301,2301,7/23/2025,55,34.89555458,507.8277947,-378.700366,5258753.513,0.291455258,0.03781612,0.116224738,0.02067352,-0.068076975,0.002407638,0.578996232,0.243759595,0.988389049,160
858,190,2508,23,2,25082302,2302,7/23/2025,55,35.28767609,452.9155771,-786.8484713,4752336.903,0.3371112,0.035607039,0.152038359,0.020506653,-0.056056208,0.002740397,0.65144152,0.227065466,0.979331462,139
859,191,2508,23,3,25082303,2303,7/23/2025,55,51.50834221,347.3933181,-1951.448945,2778636.156,0.466481636,0.018516421,0.247930111,0.012913998,-0.018415604,0.001910572,0.909751236,0.082103925,0.846903994,113
860,192,2508,23,4,25082304,2304,7/23/2025,55,28.71061541,460.1511989,-311.3740132,6879734.233,0.271264356,0.035614719,0.101005346,0.019080222,-0.040552749,0.002203177,0.543657511,0.248094022,0.97885758,125
861,193,2508,24,1,25082401,2401,7/23/2025,55,41.02433429,472.2072735,-1568.396903,3785014.58,0.432534928,0.026839967,0.229071612,0.017462488,0.001826718,0.002409505,0.785224635,0.168646908,0.849433164,105
862,194,2508,24,2,25082402,2402,7/23/2025,55,24.97201136,264.6546423,-434.9024741,3541195.218,0.314142917,0.040279273,0.136584426,0.028006944,-0.02953824,0.0033844,0.595516356,0.240876626,0.894446166,77
863,195,2508,24,3,25082403,2403,7/23/2025,55,33.29535277,388.1208543,-1344.239679,3364836.223,0.402464823,0.026005431,0.205133872,0.016200942,0.009382099,0.002126338,0.732088248,0.196135045,0.81395476,70
864,196,2508,24,4,25082404,2404,7/23/2025,55,47.61950407,361.1194918,-2088.047469,2875809.278,0.510788959,0.013154978,0.295262312,0.00997293,0.025404051,0.001354745,0.933393413,0.06217015,0.847631545,115
865,1001,2509,1,1,25090101,101,7/23/2025,55,35.74881219,460.206879,-532.6356124,5112016.79,0.372121307,0.030836972,0.200133729,0.017619095,-0.014401391,0.00195574,0.676697067,0.218778146,0.890626424,69
866,1002,2509,1,2,25090102,102,7/23/2025,55,34.67926796,408.4729846,-583.3351163,4254980.423,0.371949358,0.029136357,0.197024002,0.016448877,-0.01091661,0.001876373,0.67208413,0.220387052,0.835034448,58
