fid,Date,Time,Version,Id,Name,UniqueID,Plot Numbe,qGISPlotID,BLOC,SPACING,DENSITY,VARIETY,Yield,618ExG_mean,618ExG_variance,618ExR_mean,618ExR_variance,618gNDVI_mean,618gNDVI_variance,618NVI_mean,618NVI_variance,618HA_mean,618HA_variance,PLTCOUNT
"1314",2024/06/05,12:35:50pm,4.71,"905",U21,500931f65e5dc7db,"12001",,,,,,,2828.42225596954,1802961.00090521,16618.1578793792,17886383.2685033,0.374044224246455,0.00301371772351896,0.235044700674269,0.00400672186433304,0.999473698060577,0.000526024945690893,85
"1315",2024/06/05,12:36:10pm,4.71,"905",U23,5009320a0e0bfd00,"13001",,,,,,,2740.51548361361,1178772.94447589,17106.3894327272,14589260.2827635,0.362532884384406,0.00211849527292406,0.231904773733722,0.0018084877246783,0.843133642978382,0.132259303056337,36
"1316",2024/06/05,12:36:29pm,4.71,"905",U25,5009321d20388b0a,"14001",,,,,,,2878.06991245197,2105029.8874933,16394.4264436564,18429965.2905278,0.378264296706748,0.00326680526052663,0.257947359013515,0.00470201383460261,1,0,68
"1317",2024/06/05,12:36:48pm,4.71,"905",U27,500932306674b973,"15001",,,,,,,2271.13294283955,1094383.358005,15932.5026245527,16404653.5088909,0.359037163047099,0.00274405397519054,0.236888220116885,0.00332945382518246,0.938103634306166,0.0580652056077054,64
"1318",2024/06/05,12:40:03pm,4.71,"905",D27,500932f31cc6ba6c,"15002",,,,,,,2574.95050107774,2750563.85465179,15761.0147952431,20944383.3599728,0.369170024911103,0.00311790217301847,0.246999350906965,0.00532039260830847,1,0,82
"1319",2024/06/05,12:40:23pm,4.71,"905",D25,500933074e0fb62c,"14002",,,,,,,2786.90824795656,2396830.72424734,15882.0656120785,20634716.7820736,0.382352717822341,0.00369710564966569,0.265353443505489,0.00617736639582307,0.999934210526316,6.57851454293675e-05,89
"1320",2024/06/05,12:40:42pm,4.71,"905",D23,5009331a53186b7f,"13002",,,,,,,2712.30258305165,1356621.57828733,16871.883314999,15845191.7824962,0.37112667531477,0.00236810398340081,0.238234874408147,0.00250269831428459,0.981973209821311,0.0177018250145264,63
"1321",2024/06/05,12:41:02pm,4.71,"905",D21,5009332e76a6c0ac,"12002",,,,,,,2895.2303051934,2764178.07107334,16186.9500050013,22405758.8949861,0.379762598330723,0.00409822161219336,0.248887145572439,0.00800848554318571,0.999907895948738,9.20955681062472e-05,87
"1322",2024/06/05,12:41:21pm,4.71,"905",D19,50093341439eab88,"11002",,,,,,,2734.11969011995,2345840.38951924,16278.8834330177,20077056.8360511,0.364266471085321,0.00297957599968074,0.229458289852271,0.0053796912325309,0.999368421052632,0.000631180055404306,85
"1323",2024/06/05,12:41:41pm,4.71,"905",D17,500933555f96dae6,"10002",,,,,,,2516.81384542172,2286369.30272014,15618.3566082711,17400850.7729508,0.359471803219949,0.00358130706040535,0.227837361865107,0.0075564206826441,0.999934211391955,6.57842799036156e-05,77
"1324",2024/06/05,12:42:00pm,4.71,"905",D15,5009336847e7a62c,"9002",,,,,,,2927.90801002127,4184547.12736391,16544.0248907766,19881292.8157509,0.369880024093705,0.00328910788730956,0.241851431027899,0.00620404503610862,0.963711481276809,0.0349716621320519,78
"1325",2024/06/05,12:42:19pm,4.71,"905",D13,5009337b4c676e32,"8002",,,,,,,2636.710414713,1591920.72352206,16520.6292402812,19110948.5526669,0.373280526143991,0.00369181833267165,0.239201836380659,0.00533108290442823,0.999539479743688,0.000460308177405962,91
"1326",2024/06/05,12:43:50pm,4.71,"905",D11,500933d64a119e6a,"7002",,,,,,,2791.89886138579,1856144.72685395,16750.3876696421,16624756.8907384,0.351885746309663,0.00300456182519792,0.224993419203731,0.00380359631613945,0.929907894736842,0.0651792020430932,80
"1327",2024/06/05,12:44:09pm,4.71,"905",D9,500933e969cb9441,"6002",,,,,,,2753.3982042633,1426931.58051967,16283.2747932552,19469736.3530767,0.358040744745615,0.00376045679313533,0.231663740593099,0.00583108243302351,1,0,96
"1328",2024/06/05,12:44:29pm,4.71,"905",D7,500933fd16119dc1,"5002",,,,,,,3052.23446914824,4604092.069761,16355.1059564004,19227013.179416,0.35374826326312,0.00323515882082744,0.239337413400334,0.00695353341447905,0.999,0.000998999999999564,88
"1329",2024/06/05,12:44:48pm,4.71,"905",D5,5009341069a5cf3a,"4002",,,,,,,2732.23216135263,1325496.56192284,16511.5924631459,18065598.0528743,0.352553416244786,0.0031781044912875,0.234430674493146,0.00436677509434724,0.980512901485546,0.0191073515059487,76
"1330",2024/06/05,12:45:07pm,4.71,"905",D3,500934236a5b17e0,"3002",,,,,,,2971.67494786345,3042534.27861196,15924.3401672632,20898014.0008795,0.364915639521651,0.00416912691376017,0.249291658034971,0.00806208979827818,0.999486828600753,0.000512908054364017,76
"1331",2024/06/05,12:45:27pm,4.71,"905",D1,50093437457bd535,"2002",,,,,,,2552.70498904775,1684709.22899519,16065.1974724171,18780397.0770333,0.370305349195231,0.00342620191021507,0.244192307121658,0.00559288445232781,0.996421146811926,0.00356604499793396,77
"1332",2024/06/05,12:45:46pm,4.71,"905",D-1,5009344a1efb522b,"1002",,,,,,,2496.47735352574,2066755.8328508,15636.3245522489,17793178.1874153,0.363267057160306,0.00333496224993108,0.255618493087315,0.00785493353013843,0.946381578947368,0.0507434859764843,60
"1333",2024/06/05,12:48:32pm,4.71,"905",U-1,500934f072334d02,"1003",,,,,,,2419.93259944574,1581501.19567136,16311.268330711,15618036.5016789,0.372192883141523,0.00273412882951712,0.242621899637601,0.00401731142493419,0.999381562672702,0.000618054862569333,69
"1334",2024/06/05,12:48:51pm,4.71,"905",U1,5009350366a1ff4b,"2003",,,,,,,2564.09126089938,1228275.81555288,16515.802562227,14974608.7984345,0.362606354148211,0.00205435998756261,0.228148923953099,0.00201108481683241,0.977961106286677,0.0215531808771763,53
"1335",2024/06/05,12:49:11pm,4.71,"905",U3,500935171af7787b,"3003",,,,,,,2660.62752288442,1268064.25740616,16758.3415357786,15943531.7359206,0.355431362645495,0.00289331756587505,0.229212502852335,0.00327882662101079,0.91740898146077,0.075769742196054,66
"1336",2024/06/05,12:49:30pm,4.71,"905",U5,5009352a113815c0,"4003",,,,,,,2688.31395259324,1262849.07030371,16974.0677129895,15830824.3925745,0.349258506979723,0.00242943050363105,0.225292857297028,0.00261631072236317,0.756417847603258,0.184249887430053,50
"1337",2024/06/05,12:49:50pm,4.71,"905",U7,5009353e15bf5d47,"5003",,,,,,,2729.84965184226,1995027.31900995,16872.9362721471,16446372.2253263,0.350423547537464,0.00264078408478631,0.223213221192506,0.00325742624875449,0.99475,0.00522243750000702,60
"1338",2024/06/05,12:50:09pm,4.71,"905",U9,500935512d0c02dd,"6003",,,,,,,2700.67858692457,1712050.86135273,16751.5792698558,16511423.2399325,0.352380673756676,0.00259454818229952,0.221871931928729,0.00333745421940049,0.98928947368421,0.010595810941809,66
"1339",2024/06/05,12:50:28pm,4.71,"905",U11,500935644000b597,"7003",,,,,,,2764.43243734998,2329744.45502681,16810.5413778086,17214228.3821169,0.361197488465426,0.00296329643471927,0.231710998067693,0.0038565638030787,0.989671324438831,0.0102219940222931,69
"1340",2024/06/05,12:50:48pm,4.71,"905",U13,500935784e8b457a,"8003",,,,,,,2854.4960740129,2223926.74905384,16878.8642512453,18821703.6872136,0.365383049995224,0.00270344455824994,0.22804460042516,0.00325824257610423,0.99807892209108,0.00191738736858745,69
"1341",2024/06/05,12:51:07pm,4.71,"905",U15,5009358b1edfc57e,"9003",,,,,,,2737.00093776462,1766511.55612855,16913.1355408578,14548459.3069831,0.359494188506757,0.00231154675962852,0.225974352028906,0.00299086441306388,0.967170620666061,0.0317516111864422,57
"1342",2024/06/05,12:52:51pm,4.71,"905",U17,500935f31bcc2919,"10003",,,,,,,2323.86906894718,1060776.32529049,16483.7133381843,15077193.3244452,0.363710861191873,0.00263372607746782,0.209997831452842,0.0030358600991804,0.671355263157895,0.22063737378831,39
"1343",2024/06/05,12:54:18pm,4.71,"905",U19,5009364a757496d3,"11003",,,,,,,2469.00196646512,1217166.16434645,16679.2403591243,15842017.7650551,0.362517184854015,0.00244170209610749,0.214896179679642,0.00250003296194102,0.841736842105263,0.13321593074786,79
"1344",2024/06/05,12:54:39pm,4.71,"905",U21,5009365f21d149a3,"12003",,,,,,,2800.25059834563,1776147.36444726,16864.8983598574,15587524.6922415,0.366094466939079,0.00273248595029101,0.227301264721971,0.00355543198080663,0.962288977486546,0.0362889012945222,63
"1345",2024/06/05,12:55:00pm,4.71,"905",U23,5009367418fc8b32,"13003",,,,,,,2759.30152631689,1203701.70299763,17044.6545640435,14183706.6712134,0.362219597549521,0.00231788502993888,0.231563472475322,0.00229361788585545,0.977670465012237,0.0218309268549989,66
"1346",2024/06/05,12:55:21pm,4.71,"905",U25,"5009368918945780","14003",,,,,,,2706.94414041177,1129727.39949985,16711.5128263185,14133331.0254968,0.361225447678906,0.00218949352841678,0.239041951817881,0.00203580939599906,0.822675719060025,0.145880380328899,35
"1347",2024/06/05,12:55:41pm,4.71,"905",U27,5009369d15384da7,"15003",,,,,,,2409.18388327093,1692920.59746171,16630.6520138838,18369353.492907,0.357102699932883,0.00220103989134576,0.229587490898472,0.00207546934190412,0.939459729733286,0.0568751459427051,53
"1348",2024/06/05,02:06:38pm,4.71,"905",D27,5009373e6aa6fcd8,"15010",,,,,,,2422.76761958081,1665561.3787017,15947.2031271331,19795940.3126085,0.390473315598652,0.00296472070520367,0.254087184309042,0.00432541404400699,0.980671306956487,0.0189550946687563,96
"1349",2024/06/05,02:07:15pm,4.71,"905",D25,5009376329cb0aec,"14010",,,,,,,2677.86971461363,1574896.38745834,16293.9784413968,14572300.299417,0.373976311475185,0.00241021407694331,0.24974212582966,0.00289425531520512,0.88714622176024,0.10011780297683,71
"1350",2024/06/05,02:07:32pm,4.71,"905",D23,50093774717eb2c8,"13010",,,,,,,2675.51941998964,1247904.58664191,16771.2666321497,16631811.6566809,0.357905069036178,0.00275754773945511,0.229735191904383,0.00322124205107203,0.996644780989724,0.00334396151566898,89
"1351",2024/06/05,02:07:49pm,4.71,"905",D21,"500937852328e859","12010",,,,,,,2758.54592597258,1456073.61403192,17164.7134224286,15334533.9108597,0.352290178507232,0.0023473930626554,0.21275424019353,0.00246139751281128,0.951934210526316,0.0457554693559439,49
"1352",2024/06/05,02:08:18pm,4.71,"905",D19,500937a227f165d2,"11010",,,,,,,2719.13130528496,1566855.2982681,17178.8686195214,17649363.1471302,0.370817607280449,0.00267187416815743,0.227740795396129,0.00281853714970416,0.954500598676333,0.0434292058028816,74
"1353",2024/06/05,02:08:35pm,4.71,"905",D17,500937b30887c4d7,"10010",,,,,,,2745.21953182407,2793199.24954188,16449.3754769276,19134580.2079784,0.395578615488639,0.00272641276183092,0.24822839016525,0.00468838241781285,0.999434210526316,0.000565469355955193,80
"1354",2024/06/05,02:08:52pm,4.71,"905",D15,500937c476ce6277,"9010",,,,,,,2563.93577057119,1178638.73968463,16932.7926786803,14782081.9243734,0.352881688766104,0.0022660146232842,0.221622809170808,0.00211305826269012,0.90356705832818,0.0871336294324018,45
"1355",2024/06/05,02:09:09pm,4.71,"905",D13,500937d54ad0b561,"8010",,,,,,,2633.19872073005,1943843.51213577,16817.6640886888,17604600.4510783,0.322276773514056,0.00308139757226796,0.230136582243573,0.00348408623445176,0.998802647333588,0.00119591901300511,82
"1356",2024/06/05,02:09:26pm,4.71,"905",D11,500937e652fe0b57,"7010",,,,,,,2835.24500850287,2613383.66117487,16513.3571072704,18379166.4806719,0.342612456636664,0.00290881554518428,0.230311639651013,0.00449270065740048,0.990473809555137,0.00943544214046649,75
"1357",2024/06/05,02:09:43pm,4.71,"905",D9,500937f715c59c12,"6010",,,,,,,2692.62984450012,1373512.16175877,16705.4119066776,18393355.5334662,0.351655788512213,0.00321066391890704,0.224879922829188,0.00429758610644215,0.994263233378508,0.00570385613020977,75
"1358",2024/06/05,02:10:00pm,4.71,"905",D7,500938082247109d,"5010",,,,,,,2948.30814396988,2793860.15317356,16767.9107843043,16689235.8357333,0.359121574678536,0.00270006692081644,0.235955365923402,0.00470586971305125,0.999289473684211,0.000710021468145049,80
"1359",2024/06/05,02:10:16pm,4.71,"905",D5,500938184037ff04,"4010",,,,,,,2865.84582061977,2467847.09505275,16705.3550452671,17902099.5739568,0.360273096327205,0.00268992894380998,0.233363783385658,0.0041419311964361,0.998473744457456,0.00152392608656308,80
"1360",2024/06/05,02:10:33pm,4.71,"905",D3,50093829469e4570,"3010",,,,,,,2474.34371632119,1086017.75130778,16010.0840555205,14986777.9572499,0.35612990428435,0.00247291223439678,0.226175873777545,0.00289433017933752,0.986144554533612,0.0136634720972998,74
"1361",2024/06/05,02:10:50pm,4.71,"905",D1,5009383a3225a545,"2010",,,,,,,2423.47805000945,1685348.8750352,15717.5583850753,18007926.8660263,0.364399187975553,0.00308899284120483,0.237983921571351,0.00582138794836461,1,0,97
"1362",2024/06/05,02:11:07pm,4.71,"905",D-1,5009384b7da4a039,"1010",,,,,,,2202.89359945134,1019397.33583136,16151.0710979525,14203005.6242842,0.377265983827115,0.00289610119460687,0.234523721589272,0.00407570123104105,0.994684350411831,0.00528739345760124,82
"1363",2024/06/05,02:11:59pm,4.71,"905",U-1,5009387f417a1bee,"1011",,,,,,,2234.94282515134,1290680.32497208,16280.833198566,14260379.4523922,0.374413498995167,0.00246244333047832,0.233821330428311,0.0035364325295814,0.907946157186279,0.0835799328368194,71
"1364",2024/06/05,02:12:16pm,4.71,"905",U1,"50093890351769d2","2011",,,,,,,2308.78969872984,1075526.19801418,16330.6963018953,14950290.1413193,0.354679287258117,0.00233737089659544,0.223480966222626,0.00335754865446003,0.975697688188313,0.0237117094522558,76
"1365",2024/06/05,02:12:32pm,4.71,"905",U3,500938a058df867e,"3011",,,,,,,2598.51721555839,1441178.6215876,16363.1805024501,13633734.2878473,0.349701785148349,0.00237007216265089,0.222675891378777,0.00265420062078485,0.939591310411979,0.0567594798103947,68
"1366",2024/06/05,02:12:50pm,4.71,"905",U5,500938b23133a4cf,"4011",,,,,,,2692.3665565602,1528011.53281147,16849.6565591544,16732215.9069557,0.354238757573976,0.00246933544594958,0.230071645451022,0.00312280826039071,0.971026315789474,0.0281342098337852,72
"1367",2024/06/05,02:13:07pm,4.71,"905",U7,500938c36c2d5dfa,"5011",,,,,,,2725.77539523133,1312459.89608539,16674.2737342785,15603125.5079462,0.356604278413293,0.00262795627986174,0.231896942528235,0.0030709840806894,0.988381426071396,0.011483582668441,66
"1368",2024/06/05,02:13:23pm,4.71,"905",U9,500938d3499ee5c9,"6011",,,,,,,2643.83450901355,1345118.06407786,17195.5827136097,15606079.4877191,0.348854169370473,0.00232380725742158,0.218641375071213,0.00203233001333852,0.874618421052632,0.109661038608022,36
"1369",2024/06/05,02:13:40pm,4.71,"905",U11,500938e41e346b20,"7011",,,,,,,2626.97009650578,1471817.9694682,16891.5934800858,15385320.7329422,0.346138606764068,0.00272414439724717,0.226693741019723,0.00309491516406556,0.996815705676465,0.00317415459319259,93
"1370",2024/06/05,02:13:57pm,4.71,"905",U13,500938f510f483a8,"8011",,,,,,,2611.03254205974,2358563.5459835,16938.6128368214,17166301.2914728,0.324999027887366,0.00311844602564203,0.23015326057089,0.00330941627124133,0.989486842105263,0.0104026314058177,63
"1371",2024/06/05,02:14:14pm,4.71,"905",U15,5009390642822bdd,"9011",,,,,,,2589.9275476927,1462856.45655451,16961.2730734991,15544241.0636795,0.357902523534558,0.00256487493047605,0.224985713326845,0.00236051311074894,0.760703665693008,0.182033598693941,39
"1372",2024/06/05,02:14:31pm,4.71,"905",U17,5009391734db02a9,"10011",,,,,,,2553.68014052374,1618440.62053344,16687.9240299533,17105734.6018455,0.385786645981312,0.00275348831613335,0.239568618817629,0.00304709127852271,0.971841734759668,0.0273653773389405,62
"1373",2024/06/05,02:14:48pm,4.71,"905",U19,50093928596aa055,"11011",,,,,,,2724.52077064117,2137191.02152539,16975.1780748906,16266961.1241606,0.363087486718173,0.00226376182015747,0.224409536810058,0.0029490930827937,0.981276069421966,0.0183733450018006,56
"1374",2024/06/05,02:15:05pm,4.71,"905",U21,50093939217fc5b0,"12011",,,,,,,2680.20649017097,1327761.90145986,17183.8437115507,14309452.9135772,0.356567897195411,0.00234764391565085,0.217257395317608,0.00232697744671839,0.960395779058446,0.0380357266251793,54
"1375",2024/06/05,02:15:21pm,4.71,"905",U23,50093949500f9d6b,"13011",,,,,,,2623.75760523461,1105705.67841547,16700.3783380061,14357890.5093296,0.3509748964155,0.00244083305589165,0.219027040588761,0.00271647391455306,0.974499664469269,0.0248500684185483,70
"1376",2024/06/05,02:15:38pm,4.71,"905",U25,5009395a3be8a2b5,"14011",,,,,,,2682.4625768932,1691830.61768689,16498.3428963339,16851644.0422294,0.377352153746577,0.0028586940131453,0.244712329011319,0.00316977654513732,0.964434678491072,0.0343004294150832,76
"1377",2024/06/05,02:15:54pm,4.71,"905",U27,5009396a134e0397,"15011",,,,,,,2414.10119460016,1441727.78574686,15990.9035092441,16411188.5726422,0.380922102448459,0.00216440388895341,0.241902485403004,0.00263566171781571,0.998302631578947,0.00169448736149343,62
"1378",2024/06/05,02:17:25pm,4.71,"905",D27,500939c5742f81ed,"15012",,,,,,,2336.92157823282,1218155.90613466,16169.8881987904,18652639.3866016,0.383857804377147,0.00247576411680428,0.244037365559128,0.00263231142773706,0.95281516862064,0.0449584230670489,57
"1379",2024/06/05,02:17:42pm,4.71,"905",D25,500939d63646eaf1,"14012",,,,,,,2699.14592532979,1334788.61381552,16024.3644188449,18984962.0168108,0.370777998502856,0.00368886628978806,0.246403560247282,0.00529816496642959,0.997223684210526,0.00276860786011213,86
"1380",2024/06/05,02:18:01pm,4.71,"905",D23,500939e93a61f1b3,"13012",,,,,,,2969.74460610387,3170673.27941637,16461.6591537532,19170227.0321404,0.357451801451335,0.0033088548462408,0.229823130148889,0.00577214848524066,0.998407873787813,0.00158959134631068,81
"1381",2024/06/05,02:18:19pm,4.71,"905",D21,500939fb27ec90c5,"12012",,,,,,,2851.99726372511,2486318.68077906,16707.3003221054,21297329.6967819,0.370280908313547,0.00428232696350163,0.239867398545308,0.00798224795090304,0.999197357859972,0.00080199790562314,73
"1382",2024/06/05,02:18:43pm,4.71,"905",D19,50093a13106c0952,"11012",,,,,,,2744.48720712146,1784738.07995978,16836.4890470708,19520437.8072932,0.367912095571872,0.00328030912298971,0.233544686682674,0.00507780187408234,0.977092105263158,0.0223831230955689,64
"1383",2024/06/05,02:19:01pm,4.71,"905",D17,50093a25153ca4f7,"10012",,,,,,,2715.72438696674,3355349.29147946,16121.6243159169,23118997.3556163,0.395390302453927,0.00398957197799275,0.262242537713975,0.0072118028007663,0.978210813015618,0.0213144183149282,75
"1384",2024/06/05,02:20:07pm,4.71,"905",D15,50093a675592d3a3,"9012",,,,,,,2690.29862904411,1624820.05044974,16669.0736190102,17627603.009174,0.357761174727602,0.00292404271469236,0.226996010832157,0.00357402928569796,0.863921052631579,0.117561467451629,66
"1385",2024/06/05,02:20:25pm,4.71,"905",D13,50093a7958829060,"8012",,,,,,,2827.06080688618,3115295.22710136,16862.9713248395,19499440.4600961,0.339267398603834,0.0034096253854872,0.23371831423613,0.00448701274908341,0.998105288088315,0.00189112197845497,109
"1386",2024/06/05,02:20:43pm,4.71,"905",D11,50093a8b31f09253,"7012",,,,,,,2699.16071241121,1651148.40092542,16449.925600772,19389058.4180919,0.364889948447672,0.00392172953379187,0.243522215880617,0.00611820087322359,0.999986842278391,1.31575484832755e-05,118
"1387",2024/06/05,02:21:01pm,4.71,"905",D9,50093a9d3004a747,"6012",,,,,,,2806.00957353003,3012382.42408289,16484.6648919016,20475395.0894536,0.35982666875607,0.00339701524319342,0.238104285657048,0.00625644047287265,0.999868424515144,0.000131558172748147,75
"1388",2024/06/05,02:21:19pm,4.71,"905",D7,50093aaf0cac77f9,"5012",,,,,,,2889.99245599916,1828683.4367603,16756.1633185524,17436711.3974657,0.360750111325044,0.0029475683999067,0.236357320008367,0.0040586578987527,0.997631547783523,0.00236284265057638,73
"1389",2024/06/05,02:21:37pm,4.71,"905",D5,50093ac16d1fa3e7,"4012",,,,,,,2850.25057735104,3185422.97357359,16245.1238858828,21355448.8720062,0.363115582427959,0.00316728948107739,0.243692337801106,0.00604463335006816,0.998802631578947,0.0011959347299199,70
"1390",2024/06/05,02:21:55pm,4.71,"905",D3,50093ad3273100bc,"3012",,,,,,,2731.94472748649,2820395.65499443,15782.8386408865,19502742.1552338,0.365256305863281,0.00377951166962466,0.243465202500759,0.00747191542820439,0.998328947368421,0.00166826021467728,84
"1391",2024/06/05,02:22:13pm,4.71,"905",D1,50093ae51621e926,"2012",,,,,,,2429.00338008062,1400542.58797567,15676.7328171,17135354.6692261,0.363517806337059,0.00382121276771751,0.238468005557345,0.00615616731968776,1,0,98
"1392",2024/06/05,02:22:31pm,4.71,"905",D-1,50093af75e8f0fb2,"1012",,,,,,,2430.36228760183,2672459.78849131,15920.0972094478,16913268.7012742,0.380171192571601,0.00283518069087979,0.242774055646372,0.00515619662416648,0.997078947368421,0.00291252008308992,71
"1393",2024/06/05,02:58:12pm,4.71,"905",D27,500933541bcb595d,"15016",,,,,,,2369.99799151819,1687556.63727256,16476.8241963459,21184543.7153366,0.392344391964876,0.00281318542792226,0.250109271429885,0.0035035428063337,0.99925,0.000749437499999722,106
"1394",2024/06/05,02:58:31pm,4.71,"905",D25,5009336774aca5c5,"14016",,,,,,,2646.3475047763,1656111.23983892,16473.4446374053,18790275.4527873,0.374159519467948,0.00274154026329081,0.239294817320465,0.00285850954194288,0.996447321675285,0.0035400568014411,72
"1395",2024/06/05,02:58:49pm,4.71,"905",D23,5009337978ca081c,"13016",,,,,,,2561.49729521677,1103180.09079887,16960.9042994805,14701053.646097,0.355744149789896,0.00213886434140349,0.220363415914533,0.00182316183471627,0.904655385668044,0.0862540188498493,48
"1396",2024/06/05,02:59:07pm,4.71,"905",D21,5009338b7bb4461a,"12016",,,,,,,2713.44711151545,2095569.7799646,16642.7932221982,17664747.1259298,0.369392561929795,0.00281601675907598,0.233398135537029,0.00445574685119694,0.99847366412716,0.00152400617164465,79
"1397",2024/06/05,02:59:25pm,4.71,"905",D19,5009339d49a86513,"11016",,,,,,,2591.01568995199,1483830.24737793,16870.3578723368,16055448.2807957,0.354044932358263,0.00227950004245523,0.221518262151487,0.00265554704585692,0.917908974881909,0.0753520887131274,61
"1398",2024/06/05,02:59:43pm,4.71,"905",D17,500933af705582e4,"10016",,,,,,,2655.7212218762,2079172.26892886,16659.7926984238,19212756.308761,0.372611983430624,0.0029959018363357,0.24269719810216,0.00396455688811277,0.999460533414034,0.000539175561769183,90
"1399",2024/06/05,03:00:01pm,4.71,"905",D15,500933c16b416b25,"9016",,,,,,,2804.27463714362,2127417.80497528,16196.3210175457,17128937.1580147,0.363427206166815,0.00277871329276817,0.241902538181733,0.00451845101257173,0.990539473684211,0.00937102475761091,88
"1400",2024/06/05,03:00:19pm,4.71,"905",D13,500933d3208e2098,"8016",,,,,,,2783.66208518202,1958360.88488978,17001.8141518763,20647248.2965369,0.315751579564077,0.00382293447538857,0.224072756773843,0.00409879136088403,0.960710009342228,0.0377462872918593,80
"1401",2024/06/05,03:00:37pm,4.71,"905",D11,500933e53b826a35,"7016",,,,,,,2812.18226797486,1934878.43667219,16694.085511329,16221842.3913264,0.344098921569985,0.00278646911331,0.227059131235099,0.00454758573671707,0.995368421052632,0.00461012742381491,86
"1402",2024/06/05,03:00:55pm,4.71,"905",D9,500933f75b3e8157,"6016",,,,,,,2792.50641734433,1610020.1248311,16761.9298148388,17068841.6194446,0.361171710808816,0.00286133835884476,0.226555705593864,0.00473406831015069,0.985842291548795,0.0139572677426113,75
"1403",2024/06/05,03:01:13pm,4.71,"905",D7,5009340959b5fe41,"5016",,,,,,,2824.18860701914,1775484.55912286,16837.9044981323,14494289.6543969,0.356208028284973,0.00244490110173288,0.223385856914886,0.0031954849219226,0.932066683333114,0.0633183811535015,81
"1404",2024/06/05,03:01:31pm,4.71,"905",D5,5009341b36231eed,"4016",,,,,,,2485.41184950872,1971999.81715322,16836.0334468193,16545476.6018159,0.359627976953247,0.00253502812476483,0.232920853990704,0.00325129216310311,0.984434005710601,0.015323694111165,77
"1405",2024/06/05,03:01:49pm,4.71,"905",D3,5009342d6f49af3d,"3016",,,,,,,2467.11529606069,1265925.22807623,16384.62832697,15315623.1664376,0.36064341986406,0.00297927435701041,0.236951639632732,0.00407328196964992,0.979000552617036,0.0205584705925833,73
"1406",2024/06/05,03:02:07pm,4.71,"905",D1,5009343f056b0c1f,"2016",,,,,,,2616.42414147847,1330340.63760825,16895.0238211665,15256487.9749951,0.35055429441008,0.00233733949687499,0.223096453678325,0.00268788942191246,0.967039039987368,0.0318745351276584,58
"1407",2024/06/05,03:02:25pm,4.71,"905",D-1,500934516ef34ff9,"1016",,,,,,,2302.0431158761,1077118.0013672,16522.5565362928,13497612.3407851,0.370506141134448,0.00255761535488252,0.234140967993827,0.00360829864058373,0.986776141791339,0.0130489877827108,73
"1408",2024/06/05,03:05:33pm,4.71,"905",U-1,5009350d1d483c89,"1017",,,,,,,2568.07339057896,4033204.38746027,16244.50677506,19988063.7023664,0.380232376265516,0.00339020923415848,0.247587519978996,0.00636250732357551,0.964828947368421,0.0339340496882339,72
"1409",2024/06/05,03:05:51pm,4.71,"905",U1,5009351f70ed5dd2,"2017",,,,,,,2959.11524088122,2750285.20924426,16614.3028516283,19103161.6578178,0.356153855958938,0.00344632125583972,0.236553182957343,0.00653846995143473,0.998894736842105,0.00110404155125052,80
"1410",2024/06/05,03:06:10pm,4.71,"905",U3,5009353273d9fc8c,"3017",,,,,,,2545.66545131356,1521971.5151784,16454.6148959573,15668673.6367217,0.361216166244673,0.00295962397821823,0.237206848410786,0.00437413907326218,0.975328622745036,0.0240627003992299,71
"1411",2024/06/05,03:06:28pm,4.71,"905",U5,50093544659e5ccc,"4017",,,,,,,2778.40104414523,3070199.77500325,16424.6415561068,19422621.0695797,0.364794873316071,0.00339550165712314,0.245000278053145,0.00685032069706695,0.993657978184498,0.00630180057477191,63
"1412",2024/06/05,03:06:52pm,4.71,"905",U7,5009355c6979aab9,"5017",,,,,,,2785.95199938416,1578384.48215997,16422.8883678793,18203373.9862661,0.370206646563781,0.00392392442807071,0.240171205861519,0.00676616039352317,0.999578947368421,0.000420875346260694,102
"1413",2024/06/05,03:07:10pm,4.71,"905",U9,5009356e594d840e,"6017",,,,,,,2646.89796632469,1807018.67049947,16782.3374985498,19326367.1484475,0.365495170014399,0.00359109468997884,0.230883247222177,0.00575493720514571,0.999973685595495,2.63137120571341e-05,101
"1414",2024/06/05,03:07:28pm,4.71,"905",U11,500935800d1d63ce,"7017",,,,,,,2612.49509426568,1357467.77247515,16932.3425595676,17422681.5813798,0.349983220294833,0.00301094378290049,0.226629915565154,0.0036460026969371,0.973381929185142,0.0259095491209713,78
"1415",2024/06/05,03:07:57pm,4.71,"905",U13,5009359d0af8b143,"8017",,,,,,,2625.07965289198,1921710.19702153,16701.0432796751,19448182.9849684,0.31364390226273,0.0033223995074468,0.222819317851664,0.00359540189969598,0.847146748069104,0.129489135304552,62
"1416",2024/06/05,03:08:27pm,4.71,"905",U15,500935bb53a8f219,"9017",,,,,,,2733.45039610335,2136650.79516992,15971.8762797876,17653712.5945081,0.365170125877154,0.00307233100767484,0.243945565931141,0.00570289410313799,0.999605257963921,0.000394586214804502,82
"1417",2024/06/05,03:08:46pm,4.71,"905",U17,500935ce594533ee,"10017",,,,,,,2638.40881766332,1432183.16472718,16932.734856149,16435092.8567258,0.35844501150097,0.00260641137865273,0.225580809524595,0.0025655208346694,0.922986842105263,0.0710821314056679,56
