fid,Date,DAS,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Visible,UniqueID,joined_row_index,joined_col_index,Trial,joined_PlotID,joined_PlotIDstring,pntcounts,Thresh_mean,NDVI_mean,NDVI_variance,SAVI_mean,HAreamean,613GNDVI_mean,613GNDVI_variance,613NDRE_mean,613NDRE_variance,613ExG_mean,613ExG_variance,613ExR_mean,613ExR_variance,Plot Yield,PeakStand,,,,,,,,,,,,
1560,2024-06-04,23,02:33:06pm,4.71,905,D9,45.43296038,-73.93872333,39.02,0,0,,50093bf2355ce56d,5,5,24111,313,313,37,0.260122363,0.341039091,0.044411265,68897.56683,0.900606571,0.112839082,0.017110457,-0.020920193,0.003440987,6120.065386,99283926.4,12568.31644,68797560.49,969.2426187,0.63875085,,,,,,,,,,,,
1561,2024-06-04,23,02:33:19pm,4.71,905,D7,45.43293318,-73.93880404,39.02,0,0,,50093bff4709aa8e,5,4,24111,306,306,48,0.283026876,0.362860837,0.048086762,69442.96432,0.912801484,0.134581409,0.019827598,-0.016120833,0.003271969,6455.919091,104280015.5,11847.11056,66968747.14,1149.425546,0.57260179,,,,,,,,,,,,
1562,2024-06-04,23,02:33:31pm,4.71,905,D5,45.43290636,-73.93888497,39.02,0,0,,50093c0b5d6e7315,5,3,24111,213,213,25,0.185885549,0.308354793,0.034975224,65743.87398,0.741174458,0.098696838,0.013773478,-0.024839726,0.002758426,5054.874553,77704592.97,13472.8809,56725316.62,625,0.508088351,,,,,,,,,,,,
1563,2024-06-04,23,02:33:44pm,4.71,905,D3,45.43287938,-73.93896581,39.02,0,0,,50093c18201d5006,5,2,24110,206,206,80,0.139060653,0.288813031,0.026423064,65176.68572,0.992986934,0.09303068,0.013644023,-0.025310364,0.002270572,2982.226538,32538036.1,14919.60282,47311930.75,2018.273427,0.574080492,,,,,,,,,,,,
1564,2024-06-04,23,02:33:57pm,4.71,905,D1,45.43285247,-73.93904663,39.02,0,0,,50093c255287cdd6,5,1,24110,113,113,68,0.065830455,0.25298828,0.01338019,61203.89787,0.978144162,0.058844442,0.00738174,-0.02786543,0.001794339,2520.993079,14572807.01,15649.25061,35862082.28,2418.060013,0.56962762,,,,,,,,,,,,
1565,2024-06-04,23,02:34:09pm,4.71,905,D-1,45.43282555,-73.93912752,39.02,0,0,,50093c313a5b4233,5,0,24110,106,106,80,0.124231146,0.295271357,0.021618357,65060.3218,0.990539474,0.094836311,0.011927408,-0.018671356,0.001967494,2810.942305,19475190.59,14923.81155,41984031.81,2775,0.661100068,,,,,,,,,,,,
1566,2024-06-04,23,02:35:04pm,4.71,905,U-1,45.43280096,-73.93911093,39.02,0,0,,50093c68674bddc2,6,0,24110,107,107,52,0.15346693,0.309808629,0.026713425,65202.79106,0.901381579,0.099723371,0.013514599,-0.01892983,0.002394572,3432.342886,40053240.28,14684.89566,47162253.37,2387.378049,0.625680023,,,,,,,,,,,,
1567,2024-06-04,23,02:35:17pm,4.71,905,U1,45.43282726,-73.93902964,39.02,0,0,,50093c751594fd99,6,1,24110,114,114,33,0.116370332,0.281377336,0.02152634,65198.47316,0.829839866,0.072454369,0.009492258,-0.022392908,0.002031831,3498.529066,42701482.69,15582.66786,43754403.34,2105.365854,0.557121933,,,,,,,,,,,,
1568,2024-06-04,23,02:35:30pm,4.71,905,U3,45.43285465,-73.93894913,39.02,0,0,,50093c8200f4da49,6,2,24111,207,207,57,0.248354576,0.350322218,0.041188993,69752.23626,0.966315789,0.126199232,0.017553124,-0.019017094,0.0028017,5949.28443,91670134.01,13296.84457,65938317.46,1449.531451,0.701324092,,,,,,,,,,,,
1569,2024-06-04,23,02:35:42pm,4.71,905,U5,45.43288139,-73.93886804,39.02,0,0,,50093c8e6f31b554,6,3,24111,214,214,26,0.274360264,0.356381889,0.044501862,69582.88889,0.738364978,0.123051774,0.016314089,-0.024625529,0.003116261,6817.607644,103877965.4,12335.61274,65590071.02,1081.554878,0.630734425,,,,,,,,,,,,
1570,2024-06-04,23,02:35:55pm,4.71,905,U7,45.43290856,-73.93878739,39.019,0,0,,50093c9b5b838619,6,4,24111,307,307,36,0.290950049,0.370244962,0.050153928,71258.46793,0.821489191,0.134562396,0.019479785,-0.019898095,0.003124123,6980.531518,109521884.6,11801.94898,67527284.48,1133.183569,0.624187579,,,,,,,,,,,,
1571,2024-06-04,23,02:36:07pm,4.71,905,U9,45.43293551,-73.93870658,39.019,0,0,,50093ca71aaea32f,6,5,24111,314,314,55,0.205196179,0.313366018,0.036635375,66803.60472,0.952656649,0.098000213,0.014628052,-0.02470952,0.003084508,5304.563326,84273771.83,13120.03944,61544483.69,1139.545892,0.692919822,,,,,,,,,,,,
1572,2024-06-04,23,02:36:20pm,4.71,905,U11,45.43296222,-73.93862553,39.019,0,0,,50093cb463aa4ae6,6,6,24112,407,407,18,0.24794322,0.341301504,0.043809089,68794.8517,0.658613929,0.114947709,0.016022838,-0.02322103,0.003061262,6927.054573,124479529.1,12326.10178,55743475.28,1057.894737,0.459862558,,,,,,,,,,,,
1573,2024-06-04,23,02:36:33pm,4.71,905,U13,45.4329891,-73.93854462,39.019,0,0,,50093cc1072c464e,6,7,24112,414,414,31,0.102135829,0.259098459,0.022308236,64675.35134,0.620034474,0.0695069,0.010625762,-0.030363878,0.00224305,3125.81089,45222226.44,15156.70002,44192903.94,610.9146341,0.318298919,,,,,,,,,,,,
1517,2024-06-04,27,01:48:44pm,4.71,905,U-1,45.4329503,-73.93921111,39.021,0,0,,5009318c201f855b,0,0,24110,101,101,117,0.05742787,0.260043267,0.011306362,0.520064,0.991131579,0.07210163,0.006799759,-0.027311642,0.001078751,2983.244721,8511121.324,16226.62875,26487622.56,2276.258023,0.469751658,,,,,,,,,,,,
1519,2024-06-04,27,02:15:42pm,4.71,905,U1,45.43297649,-73.93912978,39.021,0,0,,500937de01a1bd1f,0,1,24110,108,108,101,0.081159225,0.26959666,0.014269201,0.539169502,0.997671114,0.074885456,0.007484523,-0.027996844,0.001287483,3270.650937,11374133.04,15744.0707,32050801.87,2454.348524,0.609423426,,,,,,,,,,,,
1520,2024-06-04,27,02:15:55pm,4.71,905,U3,45.43300365,-73.93904906,39.021,0,0,,500937eb32eb8e40,0,2,24110,201,201,82,0.111434412,0.287041476,0.020401855,0.574057585,0.994197445,0.09510798,0.010857387,-0.021382482,0.00135385,3322.531592,17402777.25,15255.09351,38194496.24,2469.878049,0.574475598,,,,,,,,,,,,
1521,2024-06-04,27,02:16:07pm,4.71,905,U5,45.43303015,-73.93896796,39.021,0,0,,500937f72fc8d1c6,0,3,24111,208,208,50,0.30503855,0.386387849,0.050344822,0.772741984,0.935986842,0.154374084,0.020164188,-0.008934765,0.003030459,7123.957343,84702065.94,12318.48418,73961070.59,1366.832478,0.614798154,,,,,,,,,,,,
1522,2024-06-04,27,02:16:20pm,4.71,905,U7,45.43305724,-73.93888717,39.021,0,0,,5009380464b28f42,0,4,24111,301,301,40,0.170341678,0.301911498,0.036529244,0.603796521,0.771907895,0.096934757,0.015325765,-0.023884263,0.00227724,4510.093375,50554586.33,14603.16709,52171954.48,784.9229782,0.382404289,,,,,,,,,,,,
1523,2024-06-04,27,02:16:32pm,4.71,905,U9,45.43308434,-73.93880641,39.021,0,0,,5.01E+15,0,5,24112,308,308,60,0.083191632,0.251138874,0.017444466,0.502256061,0.775073028,0.063592925,0.008117105,-0.025930478,0.001545003,3346.536252,25446597.17,16273.44113,35309690.91,607.3652118,0.333788865,,,,,,,,,,,,
1524,2024-06-04,27,02:17:01pm,4.71,905,U11,45.43311097,-73.93872532,39.021,0,0,,5009382d1f03b98f,0,6,24112,401,401,50,0.184962831,0.314096011,0.032292139,0.628164412,0.891051198,0.094422507,0.01320981,-0.024627848,0.002152606,5863.251536,68231096.16,14678.16062,55706861.65,238.7676508,0.528613276,,,,,,,,,,,,
1525,2024-06-04,27,02:17:13pm,4.71,905,U13,45.43313791,-73.93864447,39.021,0,0,,500938393916ae56,0,6,24112,408,408,69,0.192482643,0.324744888,0.030591038,0.649461269,0.958171053,0.104578151,0.011908595,-0.020609205,0.002216444,5647.598282,67463028.11,14575.09489,55247077.2,410.707638,0.591465767,,,,,,,,,,,,
1526,2024-06-04,27,02:18:31pm,4.71,905,D13,45.4331127,-73.93862763,39.02,0,0,,500938877536384a,1,7,24112,409,409,41,0.070477523,0.251442368,0.014794876,0.502863273,0.630768016,0.064235496,0.007724953,-0.026311728,0.001321871,2897.259639,18492733.04,16792.92474,33104630.16,482.1662388,0.275711231,,,,,,,,,,,,
1527,2024-06-04,27,02:18:44pm,4.71,905,D11,45.43308611,-73.93870872,39.02,0,0,,50093894752ce1b7,1,6,24112,402,402,27,0.276757049,0.371311455,0.050049487,0.742590437,0.715359008,0.13300031,0.018331277,-0.017392429,0.002906904,7811.078637,106054219.2,12823.91585,71946655.75,1181.702503,0.480181252,,,,,,,,,,,,
1528,2024-06-04,27,02:18:57pm,4.71,905,D9,45.43305949,-73.93878983,39.021,0,0,,500938a125f6843f,1,5,24112,309,309,59,0.252403226,0.348791934,0.037677602,0.697552872,0.945644022,0.114540448,0.013629669,-0.018159694,0.002681369,7374.906455,98690022.05,13400.12561,66571499.32,1253.947368,0.623829576,,,,,,,,,,,,
1529,2024-06-04,27,02:19:09pm,4.71,905,D7,45.43303241,-73.93887061,39.021,0,0,,500938ad2f841179,1,4,24111,302,302,79,0.208660209,0.327638522,0.038813041,0.655247709,0.969671452,0.115056518,0.016882967,-0.021235265,0.002286409,5156.763342,48169978.44,13928.01467,57205488.15,924.8106547,0.599865303,,,,,,,,,,,,
1530,2024-06-04,27,02:19:22pm,4.71,905,D5,45.43300564,-73.9389516,39.021,0,0,,500938ba669012e1,1,3,24111,209,209,58,0.188769935,0.318039371,0.031769196,0.636051489,0.962434705,0.107034378,0.012113749,-0.02098267,0.00215302,5751.301279,63310334.12,14341.04569,52560666.66,763.1418485,0.488269603,,,,,,,,,,,,
1531,2024-06-04,27,02:19:34pm,4.71,905,D3,45.43297856,-73.9390323,39.021,0,0,,500938c669fc4194,1,2,24110,202,202,110,0.07082786,0.265249952,0.01352002,0.530477142,0.99656588,0.078820706,0.007537527,-0.026051558,0.001018154,3106.953045,11032560.99,16025.95734,32605653.74,2682.759949,0.523637338,,,,,,,,,,,,
1532,2024-06-04,27,02:19:47pm,4.71,905,D1,45.4329516,-73.93911321,39.021,0,0,,500938d31d4cc688,1,1,24110,109,109,79,0.095186647,0.274506636,0.017280502,0.548989557,0.989460665,0.07780011,0.007919484,-0.025290811,0.001434125,3453.449647,24697168.32,15812.87395,36689970.08,2407.124519,0.580235128,,,,,,,,,,,,
1533,2024-06-04,27,02:20:00pm,4.71,905,D-1,45.4329247,-73.93919406,39.021,0,0,,500938e02a9ec38d,1,0,24110,102,102,94,0.098046076,0.277647795,0.017854995,0.555271404,0.990289474,0.081305918,0.010030273,-0.023489986,0.001257518,3113.988367,10855437.83,16082.81381,34030237.91,2754.159178,0.57049727,,,,,,,,,,,,
1534,2024-06-04,27,02:20:58pm,4.71,905,U-1,45.43290041,-73.93917769,39.021,0,0,,5009391a2cd19750,2,0,24110,103,103,84,0.091355539,0.268785166,0.017319913,0.537547044,0.991697368,0.065386978,0.008569551,-0.028301356,0.001093463,3222.04984,16430690.62,16406.66946,32028014.41,2085.887356,0.575972956,,,,,,,,,,,,
1535,2024-06-04,27,02:21:11pm,4.71,905,U1,45.43292639,-73.93909621,39.021,0,0,,500939272161cf8e,2,1,24110,110,110,73,0.058814502,0.246681827,0.011645924,0.493342273,0.987842265,0.052291815,0.005716555,-0.030993819,0.001211167,3182.940965,11530047.49,16364.23896,28969378.16,2359.646983,0.512518226,,,,,,,,,,,,
1536,2024-06-04,27,02:21:23pm,4.71,905,U3,45.43295377,-73.93901557,39.021,0,0,,500939332035b4b3,2,2,24110,203,203,105,0.10266169,0.274459885,0.019741756,0.548895651,0.99006592,0.07755696,0.010154603,-0.026069904,0.001256077,3257.164569,13377092.25,15688.1435,37689902.76,2515.301669,0.569375425,,,,,,,,,,,,
1537,2024-06-04,27,02:21:51pm,4.71,905,U5,45.43298071,-73.93893478,39.02,0,0,,5009394f377e7978,2,3,24111,210,210,48,0.289253662,0.368530231,0.045217722,0.737028505,0.935065789,0.129739525,0.017655283,-0.019518295,0.002354071,7573.029637,87722305.2,12609.35709,65762605.86,1123.916881,0.618389392,,,,,,,,,,,,
1538,2024-06-04,27,02:22:04pm,4.71,905,U7,45.43300744,-73.93885375,39.02,0,0,,5009395c17548ec5,2,4,24111,303,303,94,0.182980056,0.311072384,0.033202072,0.6221166,0.994763158,0.099957346,0.014484375,-0.023894299,0.002069892,4999.23061,42554596.62,14055.60031,50689069.84,724.5539153,0.538460533,,,,,,,,,,,,
1539,2024-06-04,27,02:22:17pm,4.71,905,U9,45.43303463,-73.93877308,39.02,0,0,,500939696854b105,2,5,24111,310,310,62,0.201457309,0.313742618,0.037184292,0.627457412,0.907867209,0.098730455,0.015899812,-0.021769639,0.002255396,5626.317839,56037116.2,14077.47273,60833994.46,765.4107831,0.544655643,,,,,,,,,,,,
1540,2024-06-04,27,02:22:29pm,4.71,905,U11,45.43306147,-73.93869215,39.02,0,0,,5009397538f822dd,2,6,24112,403,403,46,0.228827502,0.332291856,0.04064743,0.664554321,0.928171053,0.104181557,0.014482187,-0.02504828,0.002735584,6928.101872,88478731.74,13593.90387,59346327.28,738.571887,0.518795075,,,,,,,,,,,,
1541,2024-06-04,27,02:22:42pm,4.71,905,U13,45.43308844,-73.9386113,39.02,0,0,,50093982458e6078,2,7,24112,410,410,36,0.282126677,0.370373003,0.050102215,0.740712424,0.905553874,0.124457059,0.017824116,-0.020783287,0.002537684,7814.583431,106375909.8,12807.80648,75408503.48,1025.064185,0.554703336,,,,,,,,,,,,
1542,2024-06-04,27,02:27:37pm,4.71,905,D13,45.43306279,-73.93859418,39.02,0,0,,50093aa91c5e3ec4,3,7,24112,411,411,74,0.19713079,0.317469007,0.030814009,0.634910018,0.977790058,0.096161443,0.010748453,-0.023527795,0.002227053,6348.425661,78933701.12,14404.92206,52238164.87,719.2715019,0.511070135,,,,,,,,,,,,
1543,2024-06-04,27,02:27:50pm,4.71,905,D11,45.43303634,-73.93867533,39.02,0,0,,50093ab67d023af4,3,6,24112,404,404,32,0.081017538,0.232317002,0.019979571,0.464614042,0.599323675,0.046750269,0.009380892,-0.032445987,0.001482965,3189.383995,22071802.73,16533.24875,35171369.23,481.8485237,0.273796057,,,,,,,,,,,,
1544,2024-06-04,27,02:28:09pm,4.71,905,D9,45.43301019,-73.93875676,39.02,0,0,,50093ac93b20d3c3,3,5,24111,311,311,86,0.153985452,0.280482074,0.031257601,0.560939017,0.938237655,0.077244065,0.011361063,-0.027054538,0.001929117,4825.245112,49149750.05,14711.38012,48842261.93,916.0734917,0.399581522,,,,,,,,,,,,
1545,2024-06-04,27,02:28:21pm,4.71,905,D7,45.43298281,-73.93883734,39.02,0,0,,50093ad5406f8ce0,3,4,24111,304,304,57,0.174663294,0.292255362,0.038154691,0.584484508,0.811100292,0.08381331,0.017991413,-0.028746183,0.002102498,4591.740457,43951071.28,14530.69316,56380578.58,941.2804878,0.418745464,,,,,,,,,,,,
1546,2024-06-04,27,02:28:34pm,4.71,905,D5,45.43295598,-73.93891824,39.02,0,0,,50093ae27784cc33,3,3,24111,211,211,47,0.221596769,0.331532002,0.037642137,0.663034784,0.939448165,0.107458598,0.015368083,-0.018761311,0.002328344,6052.714568,70053342.59,13571.73607,59368754.67,962.1213094,0.545090757,,,,,,,,,,,,
1547,2024-06-04,27,02:28:47pm,4.71,905,D3,45.43292895,-73.93899903,39.02,0,0,,50093aef17380c91,3,2,24110,204,204,81,0.076909383,0.253355519,0.015996905,0.506689263,0.972355627,0.060855,0.008016865,-0.02793325,0.001115055,3085.538206,18511080.68,16242.036,33597035.93,2035.945122,0.468336635,,,,,,,,,,,,
1548,2024-06-04,27,02:28:59pm,4.71,905,D1,45.43290187,-73.9390798,39.02,0,0,,50093afb12549ffc,3,1,24110,111,111,78,0.094822136,0.266839138,0.017920921,0.533654554,0.989828814,0.068102275,0.009175325,-0.025883825,0.001500685,3370.997624,15482560.31,15443.36323,36867533.36,2578.140244,0.571657425,,,,,,,,,,,,
1549,2024-06-04,27,02:29:12pm,4.71,905,D-1,45.4328751,-73.93916081,39.021,0,0,,50093b08785a7bd0,3,0,24110,104,104,85,0.10303127,0.276337617,0.020079361,0.552650478,0.989591968,0.07554581,0.011426979,-0.025439165,0.001647838,3077.422094,14888866.51,15564.23048,37004185.34,2597.110077,0.588767997,,,,,,,,,,,,
1550,2024-06-04,27,02:30:00pm,4.71,905,U-1,45.43285046,-73.93914412,39.02,0,0,,50093b3805b857f6,4,0,24110,105,105,88,0.06867975,0.248383748,0.014087426,0.49674579,0.988171053,0.049422033,0.007359708,-0.031391127,0.001042908,2976.476584,11589079.55,16305.69698,30416060.91,2347.368421,0.526742863,,,,,,,,,,,,
1551,2024-06-04,27,02:30:13pm,4.71,905,U1,45.43287695,-73.93906298,39.02,0,0,,50093b45131a1f8a,4,1,24110,112,112,115,0.047574615,0.238337756,0.01087855,0.476655059,0.990526565,0.046119314,0.006200931,-0.031400059,0.0012076,2852.408583,9067005.397,16401.19872,27215934.36,2573.173941,0.515153497,,,,,,,,,,,,
1552,2024-06-04,27,02:30:25pm,4.71,905,U3,45.43290416,-73.93898236,39.02,0,0,,50093b5177614e40,4,2,24110,205,205,82,0.082557319,0.250792583,0.016832959,0.50156332,0.989723819,0.055032648,0.008086408,-0.029254966,0.001052063,3167.25982,13472407.52,16296.31582,32683567.98,2320.205392,0.517834374,,,,,,,,,,,,
1553,2024-06-04,27,02:30:38pm,4.71,905,U5,45.43293104,-73.93890134,39.02,0,0,,50093b5e4c336168,4,3,24111,212,212,65,0.153735659,0.290262785,0.029752562,0.580500425,0.980394479,0.081414852,0.012383636,-0.024974479,0.002054812,5048.457733,47633709.8,14894.91054,47904036.9,908.4242619,0.50204989,,,,,,,,,,,,
1554,2024-06-04,27,02:30:51pm,4.71,905,U7,45.43295813,-73.93882066,39.02,0,0,,50093b6b45d1b542,4,4,24111,305,305,91,0.187500384,0.30258252,0.037697318,0.60513815,0.992157998,0.090428014,0.016636665,-0.028216094,0.002260498,5184.158231,47309378.3,14542.61633,54316269.23,1059.897304,0.516506797,,,,,,,,,,,,
1555,2024-06-04,27,02:31:03pm,4.71,905,U9,45.43298503,-73.93873976,39.02,0,0,,50093b771410315b,4,5,24111,312,312,63,0.316095764,0.37185907,0.055207028,0.743685277,0.996605308,0.12615869,0.019741292,-0.025239371,0.002687372,8149.563125,101088613.9,12507.37389,77479817.42,908.7901155,0.624738453,,,,,,,,,,,,
1556,2024-06-04,27,02:31:16pm,4.71,905,U11,45.433012,-73.93865893,39.02,0,0,,50093b8410c2a505,4,6,24112,405,405,71,0.160212889,0.289527055,0.029132778,0.579028961,0.967157895,0.080817623,0.011113607,-0.024962873,0.001884116,5398.14486,56262492.45,15041.34475,47112660.7,356.5821566,0.532046085,,,,,,,,,,,,
1557,2024-06-04,27,02:31:29pm,4.71,905,U13,45.43303878,-73.93857797,39.02,0,0,,50093b9138442333,4,7,24112,412,412,61,0.135601336,0.282965857,0.024139751,0.565907418,0.952735598,0.076975727,0.010295286,-0.025755445,0.00199658,4486.441297,49939637.03,15373.41297,44656288.42,625,0.534099231,,,,,,,,,,,,
1558,2024-06-04,27,02:32:41pm,4.71,905,D13,45.43301335,-73.93856101,39.019,0,0,,50093bd918887c7b,5,7,24112,413,413,56,0.239636598,0.346277233,0.037665648,0.692523609,0.919394737,0.115404305,0.014781951,-0.018541694,0.002479777,6429.487008,85769470.21,13394.89993,61973203.47,1185.394737,0.627487135,,,,,,,,,,,,
1559,2024-06-04,27,02:32:54pm,4.71,905,D11,45.43298676,-73.9386421,39.019,0,0,,50093be6278a06c1,5,6,24112,406,406,32,0.27528483,0.360679066,0.051311723,0.721326606,0.862325324,0.123821403,0.020177427,-0.018607428,0.002699746,7887.057316,110649514.6,12890.09331,76303548.92,1098.764442,0.48466025,,,,,,,,,,,,
1560,2024-06-04,27,02:33:06pm,4.71,905,D9,45.43296038,-73.93872333,39.02,0,0,,50093bf2355ce56d,5,5,24111,313,313,77,0.232927166,0.330868063,0.037580016,0.661706455,0.978289759,0.112123092,0.014258557,-0.021544292,0.002834712,6581.325214,80084470.68,13669.31247,65687992.95,969.2426187,0.63875085,,,,,,,,,,,,
1561,2024-06-04,27,02:33:19pm,4.71,905,D7,45.43293318,-73.93880404,39.02,0,0,,50093bff4709aa8e,5,4,24111,306,306,89,0.282065291,0.362543474,0.049685935,0.725054195,0.990868421,0.132088851,0.019833043,-0.018399668,0.002691569,7071.740108,83360891.82,12675.75307,72516392.84,1149.425546,0.57260179,,,,,,,,,,,,
1562,2024-06-04,27,02:33:31pm,4.71,905,D5,45.43290636,-73.93888497,39.02,0,0,,50093c0b5d6e7315,5,3,24111,213,213,46,0.178659562,0.301896827,0.036949846,0.603767317,0.874828947,0.092183844,0.015241246,-0.023275794,0.002359461,4968.63168,54880698.85,14616.1904,56222685.43,625,0.508088351,,,,,,,,,,,,
1563,2024-06-04,27,02:33:44pm,4.71,905,D3,45.43287938,-73.93896581,39.02,0,0,,50093c18201d5006,5,2,24110,206,206,97,0.110581143,0.276445862,0.022012458,0.55286783,0.992921053,0.082584937,0.011505769,-0.025157314,0.001306497,3326.706506,17070809.71,15768.50681,41135332.26,2018.273427,0.574080492,,,,,,,,,,,,
1564,2024-06-04,27,02:33:57pm,4.71,905,D1,45.43285247,-73.93904663,39.02,0,0,,50093c255287cdd6,5,1,24110,113,113,86,0.071945537,0.24743962,0.014957612,0.4948575,0.989671324,0.048767551,0.007476004,-0.032338165,0.001280125,3132.957839,11898291.74,16028.03841,31898174.49,2418.060013,0.56962762,,,,,,,,,,,,
1565,2024-06-04,27,02:34:09pm,4.71,905,D-1,45.43282555,-73.93912752,39.02,0,0,,50093c313a5b4233,5,0,24110,106,106,99,0.134056881,0.289748894,0.024119479,0.579471312,0.995473744,0.082513193,0.012167295,-0.021845848,0.0013117,3360.169895,16173544.2,14810.24976,39510425.59,2775,0.661100068,,,,,,,,,,,,
1566,2024-06-04,27,02:35:04pm,4.71,905,U-1,45.43280096,-73.93911093,39.02,0,0,,50093c68674bddc2,6,0,24110,107,107,78,0.136265139,0.289152671,0.027040369,0.578279342,0.986605439,0.08000003,0.013836211,-0.025122767,0.00149333,3469.881021,20114383.89,15276.24997,42110760.78,2387.378049,0.625680023,,,,,,,,,,,,
1567,2024-06-04,27,02:35:17pm,4.71,905,U1,45.43282726,-73.93902964,39.02,0,0,,50093c751594fd99,6,1,24110,114,114,61,0.091071483,0.260195324,0.018173392,0.520368461,0.986355263,0.058799545,0.008633662,-0.031431948,0.001431918,3519.875516,20695955.99,16035.29127,36643175.49,2105.365854,0.557121933,,,,,,,,,,,,
1568,2024-06-04,27,02:35:30pm,4.71,905,U3,45.43285465,-73.93894913,39.02,0,0,,50093c8200f4da49,6,2,24111,207,207,84,0.254821917,0.355845855,0.041660099,0.711661243,0.982223684,0.128841072,0.017230044,-0.018467137,0.002178377,6667.572602,73487697.23,13454.32707,65658737.15,1449.531451,0.701324092,,,,,,,,,,,,
1569,2024-06-04,27,02:35:42pm,4.71,905,U5,45.43288139,-73.93886804,39.02,0,0,,50093c8e6f31b554,6,3,24111,214,214,61,0.302200669,0.370732125,0.047190285,0.741432704,0.964539474,0.130211048,0.017305371,-0.018817843,0.002363005,8033.733863,99640808.9,12503.99091,72378693.75,1081.554878,0.630734425,,,,,,,,,,,,
1570,2024-06-04,27,02:35:55pm,4.71,905,U7,45.43290856,-73.93878739,39.019,0,0,,50093c9b5b838619,6,4,24111,307,307,83,0.293855126,0.364874237,0.048108045,0.729717016,0.98603929,0.129292467,0.017769665,-0.021813337,0.002309772,7882.187747,94967848.5,12371.04191,69867033.13,1133.183569,0.624187579,,,,,,,,,,,,
1571,2024-06-04,27,02:36:07pm,4.71,905,U9,45.43293551,-73.93870658,39.019,0,0,,50093ca71aaea32f,6,5,24111,314,314,72,0.178534597,0.301313307,0.033226398,0.602599772,0.988605113,0.095864822,0.013023169,-0.024529766,0.002226843,4919.445901,55922721.87,14576.50014,57889802.41,1139.545892,0.692919822,,,,,,,,,,,,
1572,2024-06-04,27,02:36:20pm,4.71,905,U11,45.43296222,-73.93862553,39.019,0,0,,50093cb463aa4ae6,6,6,24112,407,407,24,0.258254811,0.352179887,0.048464024,0.704328811,0.692819831,0.119293905,0.018888303,-0.020674251,0.002879573,7409.166686,96053551.55,12991.81591,67165340.69,1057.894737,0.459862558,,,,,,,,,,,,
1573,2024-06-04,27,02:36:33pm,4.71,905,U13,45.4329891,-73.93854462,39.019,0,0,,50093cc1072c464e,6,7,24112,414,414,37,0.091784118,0.25888628,0.020024414,0.517750507,0.705132535,0.064682569,0.009717246,-0.02710823,0.00148053,3285.29192,25261685.25,15875.74728,36968366.74,610.9146341,0.318298919,,,,,,,,,,,,
1517,2024-06-04,35,01:48:44pm,4.71,905,U-1,45.4329503,-73.93921111,39.021,0,0,,5009318c201f855b,0,0,24110,101,101,34,0.263848522,0.309895577,0.056533784,,0.896328947,0.094148944,0.019562178,-0.041060259,0.001166984,7633.7196,115457365.9,10351.04036,58781161.37,2276.258023,0.469751658,,,,,,,,,,,,
1519,2024-06-04,35,02:15:42pm,4.71,905,U1,45.43297649,-73.93912978,39.021,0,0,,500937de01a1bd1f,0,1,24110,108,108,28,0.343921719,0.344456478,0.071227552,,0.767571906,0.115977453,0.024221596,-0.04129244,0.001386777,9490.918641,130392907.8,8318.042679,65589583.64,2454.348524,0.609423426,,,,,,,,,,,,
1520,2024-06-04,35,02:15:55pm,4.71,905,U3,45.43300365,-73.93904906,39.021,0,0,,500937eb32eb8e40,0,2,24110,201,201,17,0.321998888,0.339508448,0.071654505,,0.597684211,0.121312755,0.02367753,-0.038963071,0.001276975,9303.926876,149428031.5,8024.796911,67444604.33,2469.878049,0.574475598,,,,,,,,,,,,
1521,2024-06-04,35,02:16:07pm,4.71,905,U5,45.43303015,-73.93896796,39.021,0,0,,500937f72fc8d1c6,0,3,24111,208,208,8,0.449643812,0.434732743,0.072270064,,0.290718177,0.165821266,0.021423418,-0.024502704,0.001404773,14295.34864,213751197.2,5611.14933,73048312.82,1366.832478,0.614798154,,,,,,,,,,,,
1522,2024-06-04,35,02:16:20pm,4.71,905,U7,45.43305724,-73.93888717,39.021,0,0,,5009380464b28f42,0,4,24111,301,301,12,0.286788705,0.307621491,0.072963482,,0.360281056,0.094463992,0.023450527,-0.034765882,0.001279859,9201.631825,169208372.1,9211.999722,72996267.87,784.9229782,0.382404289,,,,,,,,,,,,
1523,2024-06-04,35,02:16:32pm,4.71,905,U9,45.43308434,-73.93880641,39.021,0,0,,5.01E+15,0,5,24112,308,308,11,0.200299251,0.246370674,0.052424976,,0.460479743,0.062314966,0.014264521,-0.037879712,0.001286991,7594.349521,154384298.1,10948.74607,54500446.57,607.3652118,0.333788865,,,,,,,,,,,,
1524,2024-06-04,35,02:17:01pm,4.71,905,U11,45.43311097,-73.93872532,39.021,0,0,,5009382d1f03b98f,0,6,24112,401,401,26,0.353331789,0.361043684,0.064346901,,0.67975473,0.115749645,0.016375599,-0.041203667,0.00161284,12677.61239,228409162.4,8598.675194,66140990.95,238.7676508,0.528613276,,,,,,,,,,,,
1525,2024-06-04,35,02:17:13pm,4.71,905,U13,45.43313791,-73.93864447,39.021,0,0,,500938393916ae56,0,6,24112,408,408,32,0.371580467,0.392673166,0.057292837,,0.799976316,0.132096268,0.013812359,-0.04000206,0.001610569,13137.72138,231631457.5,8194.342811,60522853.42,410.707638,0.591465767,,,,,,,,,,,,
